Input Name	PubChem Name	CID	Molecular Formula	Molecular Weight	SMILES_code	SMILES_connectivity	Status	Notes	Name	Type	ID	Mol_Weight	LogP	sID
							Found in Substances (No Structure)		sacrosidase	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	50070146
sacubitril	4-[[(2S,4R)-5-ethoxy-4-methyl-5-oxo-1-(4-phenylphenyl)pentan-2-yl]amino]-4-oxobutanoic acid	9811834.0	C24H29NO5	411.5	CCOC(=O)[C@H](C)C[C@@H](CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O	CCOC(=O)C(C)CC(CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)CCC(=O)O	Found in Compounds							
salbutamol	4-[2-(tert-butylamino)-1-hydroxyethyl]-2-(hydroxymethyl)phenol	2083.0	C13H21NO3	239.31	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O	Found in Compounds							
salicylamide	2-hydroxybenzamide	5147.0	C7H7NO2	137.14	C1=CC=C(C(=C1)C(=O)N)O	C1=CC=C(C(=C1)C(=O)N)O	Found in Compounds							
salmeterol	2-(hydroxymethyl)-4-[1-hydroxy-2-[6-(4-phenylbutoxy)hexylamino]ethyl]phenol	5152.0	C25H37NO4	415.6	C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O	C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O	Found in Compounds							
salvianolic acid b	(2R)-2-[(E)-3-[(2S,3S)-3-[(1R)-1-carboxy-2-(3,4-dihydroxyphenyl)ethoxy]carbonyl-2-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydro-1-benzofuran-4-yl]prop-2-enoyl]oxy-3-(3,4-dihydroxyphenyl)propanoic acid	6451084.0	C36H30O16	718.6	C1=CC(=C(C=C1C[C@H](C(=O)O)OC(=O)/C=C/C2=C3[C@@H]([C@H](OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)O[C@H](CC5=CC(=C(C=C5)O)O)C(=O)O)O)O	C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)O)O)O	Found in Compounds							
saquinavir	(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-(quinoline-2-carbonylamino)butanediamide	441243.0	C38H50N6O5	670.8	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O	CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O	Found in Compounds							
							Found in Substances (No Structure)		sarilumab	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	160687628
satralizumab	(2R)-2-amino-3-[1-[[4-[[1-[2-[2-[2-[2-[2-[2-[2-[2-[2-[[2-[2-[[(2S)-6-amino-1-[4-[[(19S)-10,19-diethyl-7-hydroxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaen-19-yl]oxycarbonyloxymethyl]anilino]-1-oxohexan-2-yl]amino]-2-oxoethoxy]acetyl]amino]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl]triazol-4-yl]methylcarbamoyl]cyclohexyl]methyl]-2,5-dioxopyrrolidin-3-yl]sulfanylpropanoic acid	91668186.0	C76H104N12O24S	1601.8	CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)OC(=O)OCC5=CC=C(C=C5)NC(=O)[C@H](CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN6C=C(N=N6)CNC(=O)C7CCC(CC7)CN8C(=O)CC(C8=O)SC[C@@H](C(=O)O)N)C2=NC9=C1C=C(C=C9)O	CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)OC(=O)OCC5=CC=C(C=C5)NC(=O)C(CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN6C=C(N=N6)CNC(=O)C7CCC(CC7)CN8C(=O)CC(C8=O)SCC(C(=O)O)N)C2=NC9=C1C=C(C=C9)O	Found in Subs							
saxagliptin	(1S,3S,5S)-2-[(2S)-2-amino-2-(3-hydroxy-1-adamantyl)acetyl]-2-azabicyclo[3.1.0]hexane-3-carbonitrile	11243969.0	C18H25N3O2	315.4	C1[C@@H]2C[C@@H]2N([C@@H]1C#N)C(=O)[C@H](C34CC5CC(C3)CC(C5)(C4)O)N	C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N	Found in Compounds							
							Found in Substances (No Structure)		secukinumab	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	135288104
seladelpar	2-[4-[(2R)-2-ethoxy-3-[4-(trifluoromethyl)phenoxy]propyl]sulfanyl-2-methylphenoxy]acetic acid	11236126.0	C21H23F3O5S	444.5	CCO[C@H](COC1=CC=C(C=C1)C(F)(F)F)CSC2=CC(=C(C=C2)OCC(=O)O)C	CCOC(COC1=CC=C(C=C1)C(F)(F)F)CSC2=CC(=C(C=C2)OCC(=O)O)C	Found in Compounds							
selective	azanium 2-butan-2-yl-4,6-dinitrophenolate	22851.0	C10H15N3O5	257.24	CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])[O-].[NH4+]	CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])[O-].[NH4+]	Found in Compounds							
							Not Found		selective beta blocking agents	Unknown				
Selective estrogen receptor beta agonist-2	(3aR,4S,9bS)-4-(4-hydroxyphenyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol	9925763.0	C18H18O3	282.3	C1C[C@@H]2[C@H](C1)C3=C(C=CC(=C3)O)O[C@@H]2C4=CC=C(C=C4)O	C1CC2C(C1)C3=C(C=CC(=C3)O)OC2C4=CC=C(C=C4)O	Found in Compounds	Auto-corrected from selective beta-2-adrenoreceptor agonists						
							Not Found		selective serotonin (5ht1) agonists	Unknown				
							Found in Substances (No Structure)		selective serotonin reuptake inhibitors	Biologic/Complex		N/A (Biologic)	N/A (Biologic)	85177268
selegiline	(2R)-N-methyl-1-phenyl-N-prop-2-ynylpropan-2-amine	26757.0	C13H17N	187.28	C[C@H](CC1=CC=CC=C1)N(C)CC#C	CC(CC1=CC=CC=C1)N(C)CC#C	Found in Compounds							
selpercatinib	6-(2-hydroxy-2-methylpropoxy)-4-[6-[6-[(6-methoxy-3-pyridinyl)methyl]-3,6-diazabicyclo[3.1.1]heptan-3-yl]-3-pyridinyl]pyrazolo[1,5-a]pyridine-3-carbonitrile	134436906.0	C29H31N7O3	525.6	CC(C)(COC1=CN2C(=C(C=N2)C#N)C(=C1)C3=CN=C(C=C3)N4CC5CC(C4)N5CC6=CN=C(C=C6)OC)O	CC(C)(COC1=CN2C(=C(C=N2)C#N)C(=C1)C3=CN=C(C=C3)N4CC5CC(C4)N5CC6=CN=C(C=C6)OC)O	Found in Compounds							
semaglutide	18-[[(1R)-4-[2-[2-[2-[2-[2-[2-[[(5S)-5-[[(2S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-2-[[(2S,3R)-2-[[2-[[(2S)-2-[[2-[[(2S)-2-amino-3-(1H-imidazol-5-yl)propanoyl]amino]-2-methylpropanoyl]amino]-4-carboxybutanoyl]amino]acetyl]amino]-3-hydroxybutanoyl]amino]-3-phenylpropanoyl]amino]-3-hydroxybutanoyl]amino]-3-hydroxypropanoyl]amino]-3-carboxypropanoyl]amino]-3-methylbutanoyl]amino]-3-hydroxypropanoyl]amino]-3-hydroxypropanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-4-methylpentanoyl]amino]-4-carboxybutanoyl]amino]acetyl]amino]-5-oxopentanoyl]amino]propanoyl]amino]propanoyl]amino]-6-[[(2S)-1-[[(2S)-1-[[(2S,3S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-5-carbamimidamido-1-[[2-[[(2S)-5-carbamimidamido-1-(carboxymethylamino)-1-oxopentan-2-yl]amino]-2-oxoethyl]amino]-1-oxopentan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-4-carboxy-1-oxobutan-2-yl]amino]-6-oxohexyl]amino]-2-oxoethoxy]ethoxy]ethylamino]-2-oxoethoxy]ethoxy]ethylamino]-1-carboxy-4-oxobutyl]amino]-18-oxooctadecanoic acid	56843331.0	C187H291N45O59	4114.0	CC[C@H](C)[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)[C@H](CC3=CC=CC=C3)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@H](C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@H](CC6=CN=CN6)N	CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N	Found in Compounds							
serotonin	3-(2-aminoethyl)-1H-indol-5-ol	5202.0	C10H12N2O	176.21	C1=CC2=C(C=C1O)C(=CN2)CCN	C1=CC2=C(C=C1O)C(=CN2)CCN	Found in Compounds							
sertindole	1-[2-[4-[5-chloro-1-(4-fluorophenyl)indol-3-yl]piperidin-1-yl]ethyl]imidazolidin-2-one	60149.0	C24H26ClFN4O	440.9	C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O	C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O	Found in Compounds							
sertraline	(1S,4S)-4-(3,4-dichlorophenyl)-N-methyl-1,2,3,4-tetrahydronaphthalen-1-amine	68617.0	C17H17Cl2N	306.2	CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl	CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl	Found in Compounds							
setmelanotide	(4R,7S,10S,13R,16S,19R,22R)-22-[[(2S)-2-acetamido-5-(diaminomethylideneamino)pentanoyl]amino]-13-benzyl-10-[3-(diaminomethylideneamino)propyl]-16-(1H-imidazol-5-ylmethyl)-7-(1H-indol-3-ylmethyl)-19-methyl-6,9,12,15,18,21-hexaoxo-1,2-dithia-5,8,11,14,17,20-hexazacyclotricosane-4-carboxamide	11993702.0	C49H68N18O9S2	1117.3	C[C@@H]1C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C)C(=O)N)CC2=CNC3=CC=CC=C32)CCCN=C(N)N)CC4=CC=CC=C4)CC5=CN=CN5	CC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)N1)NC(=O)C(CCCN=C(N)N)NC(=O)C)C(=O)N)CC2=CNC3=CC=CC=C32)CCCN=C(N)N)CC4=CC=CC=C4)CC5=CN=CN5	Found in Compounds							
sevoflurane	1,1,1,3,3,3-hexafluoro-2-(fluoromethoxy)propane	5206.0	C4H3F7O	200.05	C(OC(C(F)(F)F)C(F)(F)F)F	C(OC(C(F)(F)F)C(F)(F)F)F	Found in Compounds							
sibutramine	1-[1-(4-chlorophenyl)cyclobutyl]-N,N,3-trimethylbutan-1-amine	5210.0	C17H26ClN	279.8	CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C	CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C	Found in Compounds							
sildenafil	5-[2-ethoxy-5-(4-methylpiperazin-1-yl)sulfonylphenyl]-1-methyl-3-propyl-6H-pyrazolo[4,5-d]pyrimidin-7-one	135398744.0	C22H30N6O4S	474.6	CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C	CCCC1=NN(C2=C1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C	Found in Compounds							
silibinin	(2R,3R)-3,5,7-trihydroxy-2-[(2R,3R)-3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-6-yl]-2,3-dihydrochromen-4-one	31553.0	C25H22O10	482.4	COC1=C(C=CC(=C1)[C@@H]2[C@H](OC3=C(O2)C=C(C=C3)[C@@H]4[C@H](C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O	COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O	Found in Compounds							
silodosin	1-(3-hydroxypropyl)-5-[(2R)-2-[2-[2-(2,2,2-trifluoroethoxy)phenoxy]ethylamino]propyl]-2,3-dihydroindole-7-carboxamide	5312125.0	C25H32F3N3O4	495.5	C[C@H](CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F	CC(CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F	Found in Compounds							
simeprevir	(1R,4R,6S,7Z,15R,17R)-N-cyclopropylsulfonyl-17-[7-methoxy-8-methyl-2-(4-propan-2-yl-1,3-thiazol-2-yl)quinolin-4-yl]oxy-13-methyl-2,14-dioxo-3,13-diazatricyclo[13.3.0.04,6]octadec-7-ene-4-carboxamide	24873435.0	C38H47N5O7S2	749.9	CC1=C(C=CC2=C1N=C(C=C2O[C@@H]3C[C@@H]4[C@@H](C3)C(=O)N(CCCC/C=C\[C@@H]5C[C@]5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC	CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(C3)C(=O)N(CCCCC=CC5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC	Found in Compounds							
simvastatin	[(1S,3R,7S,8S,8aR)-8-[2-[(2R,4R)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2,2-dimethylbutanoate	54454.0	C25H38O5	418.6	CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C	CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C	Found in Compounds							
simvastatin acid	(3R,5R)-7-[(1S,2S,6R,8S,8aR)-8-(2,2-dimethylbutanoyloxy)-2,6-dimethyl-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]-3,5-dihydroxyheptanoic acid	64718.0	C25H40O6	436.6	CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)C	CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)C	Found in Compounds							
sipoglitazar	3-[3-ethoxy-1-[[4-[(2-phenyl-1,3-thiazol-4-yl)methoxy]phenyl]methyl]pyrazol-4-yl]propanoic acid	9825652.0	C25H25N3O4S	463.6	CCOC1=NN(C=C1CCC(=O)O)CC2=CC=C(C=C2)OCC3=CSC(=N3)C4=CC=CC=C4	CCOC1=NN(C=C1CCC(=O)O)CC2=CC=C(C=C2)OCC3=CSC(=N3)C4=CC=CC=C4	Found in Compounds							
siponimod	1-[[4-[(E)-N-[[4-cyclohexyl-3-(trifluoromethyl)phenyl]methoxy]-C-methylcarbonimidoyl]-2-ethylphenyl]methyl]azetidine-3-carboxylic acid	44599207.0	C29H35F3N2O3	516.6	CCC1=C(C=CC(=C1)/C(=N/OCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)/C)CN4CC(C4)C(=O)O	CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O	Found in Compounds							
sirolimus	(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-1,18-dihydroxy-12-[(2R)-1-[(1S,3R,4R)-4-hydroxy-3-methoxycyclohexyl]propan-2-yl]-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone	5284616.0	C51H79NO13	914.2	C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC	Found in Compounds							
sitagliptin	(3R)-3-amino-1-[3-(trifluoromethyl)-6,8-dihydro-5H-[1,2,4]triazolo[4,3-a]pyrazin-7-yl]-4-(2,4,5-trifluorophenyl)butan-1-one	4369359.0	C16H15F6N5O	407.31	C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N	C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N	Found in Compounds							
sitamaquine	N',N'-diethyl-N-(6-methoxy-4-methylquinolin-8-yl)hexane-1,6-diamine	42548.0	C21H33N3O	343.5	CCN(CC)CCCCCCNC1=CC(=CC2=C(C=CN=C12)C)OC	CCN(CC)CCCCCCNC1=CC(=CC2=C(C=CN=C12)C)OC	Found in Compounds							
sn-38	(19S)-10,19-diethyl-7,19-dihydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaene-14,18-dione	104842.0	C22H20N2O5	392.4	CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)O	CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)O	Found in Compounds							
irinotecan	[(19S)-10,19-diethyl-19-hydroxy-14,18-dioxo-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaen-7-yl] 4-piperidin-1-ylpiperidine-1-carboxylate	60838.0	C33H38N4O6	586.7	CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7	CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7	Found in Compounds	Auto-corrected from sn-38(irinotecan)						
sodium ascorbate	sodium (2R)-2-[(1S)-1,2-dihydroxyethyl]-4-hydroxy-5-oxo-2H-furan-3-olate	23667548.0	C6H7NaO6	198.11	C([C@@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O.[Na+]	C(C(C1C(=C(C(=O)O1)O)[O-])O)O.[Na+]	Found in Compounds							
							Not Found		sodium benzoate / sodium phenylacetate	Unknown				
sodium nitrate	sodium nitrate	24268.0	NNaO3	84.995	[N+](=O)([O-])[O-].[Na+]	[N+](=O)([O-])[O-].[Na+]	Found in Compounds							
sodium nitrite	sodium nitrite	23668193.0	NNaO2	68.995	N(=O)[O-].[Na+]	N(=O)[O-].[Na+]	Found in Compounds							
sodium oxybate	sodium 4-hydroxybutanoate	23663870.0	C4H7NaO3	126.09	C(CC(=O)[O-])CO.[Na+]	C(CC(=O)[O-])CO.[Na+]	Found in Compounds							
sodium phenylbutyrate	sodium 4-phenylbutanoate	5258.0	C10H11NaO2	186.18	C1=CC=C(C=C1)CCCC(=O)[O-].[Na+]	C1=CC=C(C=C1)CCCC(=O)[O-].[Na+]	Found in Compounds							
sofosbuvir	propan-2-yl (2S)-2-[[[(2R,3R,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-4-fluoro-3-hydroxy-4-methyloxolan-2-yl]methoxy-phenoxyphosphoryl]amino]propanoate	45375808.0	C22H29FN3O9P	529.5	C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3	CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3	Found in Compounds							
sofosbuvir / velpatasvir	methyl N-[(1R)-2-[(2S,4S)-2-[5-[6-[(2S,5S)-1-[(2S)-2-(methoxycarbonylamino)-3-methylbutanoyl]-5-methylpyrrolidin-2-yl]-21-oxa-5,7-diazapentacyclo[11.8.0.03,11.04,8.014,19]henicosa-1(13),2,4(8),5,9,11,14(19),15,17-nonaen-17-yl]-1H-imidazol-2-yl]-4-(methoxymethyl)pyrrolidin-1-yl]-2-oxo-1-phenylethyl]carbamate;propan-2-yl (2S)-2-[[[(2R,3R,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-4-fluoro-3-hydroxy-4-methyloxolan-2-yl]methoxy-phenoxyphosphoryl]amino]propanoate	91885554.0	C71H83FN11O17P	1412.5	C[C@H]1CC[C@H](N1C(=O)[C@H](C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)[C@@H]8C[C@@H](CN8C(=O)[C@@H](C9=CC=CC=C9)NC(=O)OC)COC.C[C@@H](C(=O)OC(C)C)N[P@@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3	CC1CCC(N1C(=O)C(C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)C8CC(CN8C(=O)C(C9=CC=CC=C9)NC(=O)OC)COC.CC(C)OC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3	Found in Compounds							
