Effect_subcat;Entity_Affected
OTHER:WARFARIN_DOSE;
SIDE_EFFECT:SOMNOLENCE;OTHER:LUNG_NEOPLASMS
SIDE_EFFECT:SOMNOLENCE;OTHER:LUNG_NEOPLASMS
PK:CONCENTRATION-TO-DOSE_RATIOS;DISEASE:EPILEPSY
OTHER:WARFARIN_DOSE;
DISEASE:CORONARY_ARTERY_DISEASE, DISEASE:MYOCARDIAL_INFARCTION;DISEASE:HYPERTENSION
EFFICACY:OVERALL_SURVIVAL;DISEASE:RENAL_CELL_CARCINOMA
EFFICACY:OVERALL_SURVIVAL, EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:RENAL_CELL_CARCINOMA
DISEASE:TRANSPLANT_REJECTION;DISEASE:KIDNEY_TRANSPLANTATION
DISEASE:TRANSPLANT_REJECTION;DISEASE:KIDNEY_TRANSPLANTATION
SIDE_EFFECT:MUCOSITIS;DISEASE:NON-HODGKIN_LYMPHOMA
EFFICACY:TRANSPLANT_REJECTION;DISEASE:KIDNEY_TRANSPLANTATION
EFFICACY:OVERALL_SURVIVAL;DISEASE:RENAL_CELL_CARCINOMA
EFFICACY:TRANSIENT_ISCHEMIC_ATTACK, EFFICACY:STROKE;OTHER:CEREBROVASCULAR_DISORDERS
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:RENAL_CELL_CARCINOMA
OTHER:SMOKING;OTHER:SCHIZOPHRENIA_WHO_ARE_SMOKERS
OTHER:SMOKING;OTHER:SMOKING
DISEASE:SCHIZOPHRENIA;
SIDE_EFFECT:MUCOSITIS;DISEASE:NON-HODGKIN_LYMPHOMA
EFFICACY:HIGH_ON-TREATMENT_PLATELET_REACTIVITY;OTHER:ACUTE_CORONARY_SYNDROME
EFFICACY:OVERALL_SURVIVAL;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
DISEASE:DRUG_TOXICITY;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
SIDE_EFFECT:THROMBOCYTOPENIA, SIDE_EFFECT:TOXIC_LIVER_DISEASE;DISEASE:NON-HODGKIN_LYMPHOMA
OTHER:CRAVING;DISEASE:TOBACCO_USE_DISORDER
DISEASE:DRUG_TOXICITY;DISEASE:NEOPLASMS
DISEASE:DRUG_TOXICITY;DISEASE:NEOPLASMS
PK:ERYTHROMYCIN_METABOLISM;DISEASE:NEOPLASMS
SIDE_EFFECT:TOXIC_LIVER_DISEASE;DISEASE:NEOPLASMS
SIDE_EFFECT:OTOTOXICITY;
DISEASE:DIABETES_MELLITUS;DISEASE:KIDNEY_TRANSPLANTATION
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
SIDE_EFFECT:MYELOSUPPRESSION;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
DISEASE:ALCOHOL_ABUSE;
SIDE_EFFECT:CARDIOVASCULAR_EVENTS;DISEASE:ACUTE_CORONARY_SYNDROME
SIDE_EFFECT:MUCOSITIS;DISEASE:HEMATOPOIETIC_STEM_CELL_TRANSPLANTATION
SIDE_EFFECT:ADVERSE_EVENTS;DISEASE:RHEUMATOID_ARTHRITIS
EFFICACY:REDUCTION_IN_BLOOD_PRESSURE;DISEASE:ESSENTIAL_HYPERTENSION
SIDE_EFFECT:ANGINA_PECTORIS;DISEASE:CORONARY_DISEASE
DISEASE:GRAFT_VS_HOST_DISEASE;DISEASE:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
DISEASE:GRAFT_VS_HOST_DISEASE;DISEASE:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
OTHER:CRAVING;DISEASE:TOBACCO_USE_DISORDER
EFFICACY:PROGRESSION_FREE_SURVIVAL;DISEASE:CHRONIC_B-CELL_LYMPHOCITIC_LEUKEMIA,
DISEASE:NEUTROPENIA;DISEASE:NEOPLASMS
EFFICACY:PROGRESSION_FREE_SURVIVAL;DISEASE:CHRONIC_B-CELL_LYMPHOCITIC_LEUKEMIA,
SIDE_EFFECT:MUCOSITIS;
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
EFFICACY:RELAPSE;OTHER:ALLOGENEIC_HEMATOPOIETIC_CELL_TRANSPLANTATION_FOR_CHRONIC_MYELOGENOUS_LEUKEMIA.
SIDE_EFFECT:ANGINA_PECTORIS, SIDE_EFFECT:MYOCARDIAL_INFARCTION;DISEASE:CORONARY_DISEASE
SIDE_EFFECT:MUCOSITIS;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
SIDE_EFFECT:MUCOSITIS;DISEASE:CHRONIC_MYELOGENOUS_LEUKEMIA_BCR-ABL1_POSITIVE
SIDE_EFFECT:ORAL_MUCOSITIS;OTHER:HEMATOPOIETIC-CELL-TRANSPLANTATION
DISEASE:DRUG_TOXICITY;DISEASE:LEUKEMIA
SIDE_EFFECT:HEMORRHAGE;DISEASE:ATRIAL_FIBRILLATION
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
SIDE_EFFECT:OVER-ANTICOAGULATION;DISEASE:ATRIAL_FIBRILLATION
SIDE_EFFECT:PERIPHERAL_NERVOUS_SYSTEM_DISEASES;DISEASE:NEOPLASMS
OTHER:POST-TRAUMATIC_STRESS_DISORDER_(PTSD);OTHER:HISTORY_OF_CHILD_ABUSE
DISEASE:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY;OTHER:HISTORY_OF_CHILD_ABUSE
SIDE_EFFECT:PERIPHERAL_NERVOUS_SYSTEM_DISEASES;DISEASE:NEOPLASMS
DISEASE:MAJOR_DEPRESSIVE_DISORDER;
DISEASE:MAJOR_DEPRESSIVE_DISORDER;
PK:BIOAVAILABILITY;
PK:BIOAVAILABILITY_(AUC, CL_&_AUC/CL_RATIO);
SIDE_EFFECT:BLEEDING_EVENTS;DISEASE:ACUTE_CORONARY_SYNDROME
SIDE_EFFECT:DEATH;DISEASE:ACUTE_CORONARY_SYNDROME
DISEASE:TOBACCO_USE_DISORDER;
SIDE_EFFECT:ISCHAEMIC_EVENTS;DISEASE:ACUTE_CORONARY_SYNDROME
SIDE_EFFECT:CARDIOVASCULAR_EVENTS;OTHER:PERCUTANEOUS_CORONARY_INTERVENTION
SIDE_EFFECT:DISCONTINUATION;DISEASE:RHEUMATOID_ARTHRITIS
DISEASE:TOBACCO_USE_DISORDER;
SIDE_EFFECT:DISCONTINUATION;DISEASE:ARTHRITIS
DISEASE:TOBACCO_USE_DISORDER;
SIDE_EFFECT:NEUTROPENIA;DISEASE:RENAL_CELL_CARCINOMA
DISEASE:TOBACCO_USE_DISORDER;
SIDE_EFFECT:HYPERPROLACTINEMIA;DISEASE:BIPOLAR_DISORDER, DISEASE:SCHIZOAFFECTIVE_DISORDER,DISEASE:SCHIZOPHRENIA
DISEASE:TOBACCO_USE_DISORDER;
DISEASE:SEIZURES;DISEASE:EPILEPSY
OTHER:NEONATAL_HYPERBILIRUBINEMIA, OTHER:HYPERBILIRUBINEMIA;
SIDE_EFFECT:GENERAL_SIDE-EFFECTS;DISEASE:MAJOR_DEPRESSIVE_DISORDER
SIDE_EFFECT:STATIN-RELATED_MYOPATHY;
EFFICACY:DISEASE_FREE_SURVIVAL;DISEASE:BREAST_NEOPLASMS
SIDE_EFFECT:STATIN-RELATED_MYOPATHY;
EFFICACY:DISEASE_FREE_SURVIVAL;DISEASE:BREAST_NEOPLASMS
EFFICACY:RELAPSE_FREE_TIME;DISEASE:BREAST_NEOPLASMS
DISEASE:MYOCARDIAL_INFARCTION;
SIDE_EFFECT:ANEMIA;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
SIDE_EFFECT:STATIN-RELATED_MYOPATHY;
EFFICACY:EVENT-FREE_SURVIVAL;DISEASE:BREAST_NEOPLASMS
SIDE_EFFECT:STATIN-RELATED_MYOPATHY;
SIDE_EFFECT:ANEMIA;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
DISEASE:NEUTROPENIA;DISEASE:NEOPLASMS
DISEASE:NEUROTOXICITY_SYNDROMES, SIDE_EFFECT:NEUTROPENIA;DISEASE:COLORECTAL_NEOPLASMS
OTHER:CORONARY_FLOW_RESERVE;
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;
OTHER:QT_INTERVAL;
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;
EFFICACY:REMISSION;DISEASE:DEPRESSIVE_DISORDER
OTHER:QT_INTERVAL;
EFFICACY:NON-RESPONSE;DISEASE:DEPRESSION
OTHER:QT_INTERVAL;
PK:BIOAVAILABILITY;DISEASE:KIDNEY_TRANSPLANTATION
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;
DISEASE:NEUTROPENIA;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
SIDE_EFFECT:NEUTROPENIA;DISEASE:SCHIZOPHRENIA
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;
OTHER:QT_INTERVAL;
SIDE_EFFECT:TOXIC_LIVER_DISEASE;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
OTHER:QT_INTERVAL;
DISEASE:NEUROTOXICITY_SYNDROMES;DISEASE:COLORECTAL_NEOPLASMS
OTHER:QT_INTERVAL;
OTHER:QT_INTERVAL;
OTHER:ADENOSINE-STIMULATED_MYOCARDIAL_FLOW;
OTHER:PREMATURE_BIRTH;
OTHER:QT_INTERVAL;
OTHER:QT_INTERVAL;
DISEASE:PERIPHERAL_NERVOUS_SYSTEM_DISEASES;DISEASE:GASTROINTESTINAL_NEOPLASMS
SIDE_EFFECT:INFECTIOUS_DISEASE;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
PK:BIOAVAILABILITY;DISEASE:KIDNEY_TRANSPLANTATION
PK:ERYTHROMYCIN_BREATH_TEST;
EFFICACY:PROGRESSION-FREE_SURVIVAL;OTHER:LUNG_NEOPLASMS
EFFICACY:RESPONSE;DISEASE:DEPRESSION
SIDE_EFFECT:NEPHROTOXICITY;DISEASE:KIDNEY_TRANSPLANTATION
EFFICACY:RESPONSE;DISEASE:DEPRESSION
SIDE_EFFECT:NEPHROTOXICITY;DISEASE:KIDNEY_TRANSPLANTATION
PK:BIOAVAILABILTY;DISEASE:KIDNEY_TRANSPLANTATION
EFFICACY:MAJOR_ADVERSE_CARDIAC_EVENTS_(MACE);OTHER:ACUTE_CORONARY_SYNDROME
EFFICACY:REMISSION;DISEASE:DEPRESSIVE_DISORDER
EFFICACY:RESPONSE;DISEASE:DEPRESSION
EFFICACY:PAIN;OTHER:PREGNANCY
EFFICACY:REMISSION;DISEASE:DEPRESSIVE_DISORDER
EFFICACY:PAIN;OTHER:PREGNANCY
EFFICACY:REMISSION;DISEASE:DEPRESSIVE_DISORDER
DISEASE:MYOCARDIAL_INFARCTION;
DISEASE:CORONARY_DISEASE;
PK:PLASMA_AUC;
PK:AUC0-12;
SIDE_EFFECT:LEUKOPENIA;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
SIDE_EFFECT:NEUTROPENIA;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
EFFICACY:OVERALL_SURVIVAL, EFFICACY:PROGRESSION-FREE_SURVIVAL;OTHER:LUNG_NEOPLASMS
EFFICACY:HIGH_ON-TREATMENT_PLATELET_REACTIVITY;OTHER:ACUTE_CORONARY_SYNDROME
EFFICACY:OVERALL_SURVIVAL;DISEASE:STOMACH_NEOPLASMS
SIDE_EFFECT:ANEMIA;DISEASE:HEPATITIS_C_VIRUS_INFECTION
OTHER:SMOKING_CESSATION;OTHER:LUNG_NEOPLASMS
OTHER:SMOKING_CESSATION;OTHER:LUNG_NEOPLASMS
OTHER:SMOKING_CESSATION;OTHER:LUNG_NEOPLASMS
EFFICACY:REMISSION;DISEASE:MAJOR_DEPRESSIVE_DISORDER
EFFICACY:CARDIOVASCULAR_EVENTS;DISEASE:CORONARY_ARTERY_DISEASE
SIDE_EFFECT:OVER-ANTICOAGULATION;
SIDE_EFFECT:OTOTOXICITY;
SIDE_EFFECT:ANEMIA;DISEASE:HEPATITIS_C_VIRUS_INFECTION
SIDE_EFFECT:TIME_ABOVE_THERAPEUTIC_RANGE;
SIDE_EFFECT:TIME_ABOVE_THERAPEUTIC_RANGE;
OTHER:BETTER_SURVIVAL_OUTCOME;DISEASE:STOMACH_NEOPLASMS
EFFICACY:TIME_TO_ACHIEVE_STABLE_DOSE;
EFFICACY:DYING;DISEASE:COLORECTAL_NEOPLASMS
EFFICACY:DYING;DISEASE:COLORECTAL_NEOPLASMS
SIDE_EFFECT:TIME_ABOVE_THERAPEUTIC_RANGE;
EFFICACY:DYING;DISEASE:COLORECTAL_NEOPLASMS
EFFICACY:HIGH_ON-TREATMENT_PLATELET_REACTIVITY;OTHER:ACUTE_CORONARY_SYNDROME
EFFICACY:DISEASE_PROGRESSION;DISEASE:COLORECTAL_NEOPLASMS
SIDE_EFFECT:THROMBOCYTOPENIA;DISEASE:LUNG_NEOPLASMS, DISEASE:PERITONEUM_CANCER,DISEASE:NEOPLASMS, DISEASE:OVARIAN_NEOPLASMS, DISEASE:UTERINE_NEOPLASMS
SIDE_EFFECT:LEUKOPENIA;DISEASE:INFLAMMATORY_BOWEL_DISEASES, DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
EFFICACY:SURVIVAL;DISEASE:COLORECTAL_NEOPLASMS
SIDE_EFFECT:THROMBOCYTOPENIA;DISEASE:LUNG_NEOPLASMS, DISEASE:PERITONEUM_CANCER,DISEASE:NEOPLASMS, DISEASE:OVARIAN_NEOPLASMS, DISEASE:UTERINE_NEOPLASMS
SIDE_EFFECT:NEUTROPENIA;DISEASE:COLORECTAL_NEOPLASMS
SIDE_EFFECT:THROMBOCYTOPENIA;DISEASE:LUNG_NEOPLASMS, DISEASE:PERITONEUM_CANCER,DISEASE:NEOPLASMS, DISEASE:OVARIAN_NEOPLASMS, DISEASE:UTERINE_NEOPLASMS
DISEASE:TOBACCO_USE_DISORDER;
DISEASE:OTOTOXICITY;DISEASE:NEOPLASMS
EFFICACY:OVERALL_SURVIVAL;DISEASE:COLORECTAL_NEOPLASMS
SIDE_EFFECT:HAND-FOOT_SYNDROME;DISEASE:NEOPLASMS
EFFICACY:HIGH_ON-TREATMENT_PLATELET_REACTIVITY;OTHER:ACUTE_CORONARY_SYNDROME
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:GASTROINTESTINAL_STROMAL_TUMORS
EFFICACY:OVERALL_SURVIVAL;EFFICACY:GASTROINTESTINAL_STROMAL_TUMORS
SIDE_EFFECT:GASTROINTESTINAL_TOXICITY;DISEASE:RHEUMATOID_ARTHRITIS
SIDE_EFFECT:TIME_ABOVE_THERAPEUTIC_RANGE;
DISEASE:HAND-FOOT_SYNDROME;DISEASE:NEOPLASMS
EFFICACY:ON-TREATMENT_PLATELET_ACTIVITY;DISEASE:CORONARY_DISEASE
SIDE_EFFECT:HEMORRHAGE;
DISEASE:RHEUMATOID_ARTHRITIS;
DISEASE:STOMATITIS;DISEASE:COLORECTAL_NEOPLASMS
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:COLORECTAL_NEOPLASMS
DISEASE:DIARRHEA;DISEASE:COLORECTAL_NEOPLASMS
SIDE_EFFECT:ANY_GRADE_3_ADVERSE_EVENT;DISEASE:COLORECTAL_NEOPLASMS
DISEASE:DEATH;DISEASE:CORONARY_ARTERY_DISEASE
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:RENAL_CELL_CARCINOMA
SIDE_EFFECT:OVER-ANTICOAGULATION;
DISEASE:TOBACCO_USE_DISORDER;
EFFICACY:ELEVATED_DIASTOLIC_BLOOD_PRESSURE, EFFICACY:ELEVATED_SYSTOLIC_BLOOD_PRESSURE;OTHER:HYPERTENSION
SIDE_EFFECT:MUCOSITIS;OTHER:OSTEOSARCOMA
SIDE_EFFECT:LUNG_FUNCTION;DISEASE:TOBACCO_USE_DISORDER
DISEASE:DRUG_TOXICITY;DISEASE:BREAST_NEOPLASMS
EFFICACY:RECURRENCE;DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
SIDE_EFFECT:HYPERSENSITIVITY;
DISEASE:MYOCARDIAL_INFARCTION;DISEASE:CORONARY_ARTERY_DISEASE
EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
SIDE_EFFECT:HYPERSENSITIVITY;
EFFICACY:FIBRIN_CLOT_FORMATION_TIME;DISEASE:CORONARY_ARTERY_DISEASE
DISEASE:DRUG_TOXICITY;DISEASE:BREAST_NEOPLASMS
SIDE_EFFECT:HYPERSENSITIVITY;
EFFICACY:HIGH_ON-TREATMENT_PLATELET_REACTIVITY_IN_CYP2C19*1/*1_CARRIERS;OTHER:PATIENTS_UNDERGOING_PERCUTANEOUS_CORONARY_INTERVENTION
SIDE_EFFECT:HYPERTENSION;DISEASE:SCHIZOPHRENIA
SIDE_EFFECT:DOSE_REDUCTION, SIDE_EFFECT:TREATMENT_INTERRUPTION;DISEASE:HEPATITIS_C_VIRUS_INFECTION
PK:EXPOSURE;DISEASE:HIV_INFECTIOUS_DISEASE
SIDE_EFFECT:HYPERTENSION;DISEASE:SCHIZOPHRENIA
SIDE_EFFECT:HYPERSENSITIVITY_SYNDROME;
PK:EXPOSURE;DISEASE:HIV_INFECTIOUS_DISEASE
SIDE_EFFECT:WEIGHT_GAIN;DISEASE:SCHIZOPHRENIA
SIDE_EFFECT:WEIGHT_GAIN;
SIDE_EFFECT:ANXIETY;OTHER:NO_DISEASE
SIDE_EFFECT:ANXIETY;OTHER:NO_DISEASE
SIDE_EFFECT:ANXIETY;OTHER:NO_DISEASE
OTHER:HEARING_LOSS, SENSORINEURAL;
DISEASE:STEVENS-JOHNSON_SYNDROME;
EFFICACY:BEING_SENSITIVE_TO_CAFFEINE;
SIDE_EFFECT:INSOMNIA;
SIDE_EFFECT:ALCOHOL_ABUSE, SIDE_EFFECT:HEROIN_DEPENDENCE, SIDE_EFFECT:METHAMPHETAMINE_DEPENDENCE;
DISEASE:STEVENS-JOHNSON_SYNDROME;
DISEASE:COLORECTAL_NEOPLASMS;
OTHER:HABITUAL_CONSUMPTION;
DISEASE:STEVENS-JOHNSON_SYNDROME;
DISEASE:COLORECTAL_NEOPLASMS;
EFFICACY:DECREASED_CHANCE_OF_ACHIEVING_6_MONTH_ABSTINENCE_IN_THE_PLACEBO_GROUP;
OTHER:WARFARIN_DOSE;
SIDE_EFFECT:HEMOLYTIC_ANEMIA;DISEASE:HEPATITIS_C_VIRUS_INFECTION
EFFICACY:PERCENTAGE_CHANGE_IN_HDL-C_LEVELS;DISEASE:CORONARY_DISEASE
EFFICACY:BONE_DENSITY;DISEASE:METABOLIC_BONE_DISORDER, DISEASE:OSTEOPOROSIS
SIDE_EFFECT:CARDIOTOXICITY;OTHER:ACUTE_MYELOID_LEUKEMIA
SIDE_EFFECT:COLITIS;OTHER:ACUTE_MYELOID_LEUKEMIA
SIDE_EFFECT:ELEVATED_LIVER_ENZYMES;OTHER:ACUTE_MYELOID_LEUKEMIA
EFFICACY:HIGH_ON-TREATMENT_PLATELET_REACTIVITY;OTHER:PATIENTS_UNDERGOING_PERCUTANEOUS_CORONARY_INTERVENTION
EFFICACY:BONE_DENSITY;DISEASE:METABOLIC_BONE_DISORDER, DISEASE:OSTEOPOROSIS
SIDE_EFFECT:HEMOLYTIC_ANEMIA;DISEASE:HEPATITIS_C_VIRUS_INFECTION
EFFICACY:OVERALL_SURVIVAL;DISEASE:ACUTE_MYELOID_LEUKEMIA
EFFICACY:RESIDUAL_ON-CLOPIDOGREL_PLATELET_REACTIVITY;DISEASE:CORONARY_ARTERY_DISEASE
EFFICACY:OVERALL_SURVIVAL;DISEASE:ACUTE_MYELOID_LEUKEMIA
EFFICACY:RESIDUAL_ON-CLOPIDOGREL_PLATELET_REACTIVITY;DISEASE:CORONARY_ARTERY_DISEASE
EFFICACY:PROGRESSION_FREE_SURVIVAL_(PFS)_TIME;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
EFFICACY:OVERALL_SURVIVAL;DISEASE:ACUTE_MYELOID_LEUKEMIA
OTHER:ADVERSE_EVENTS;OTHER:TONSILLECTOMY
SIDE_EFFECT:DIABETES_MELLITUS, TYPE_2;DISEASE:HEART_TRANSPLANTATION, DISEASE:KIDNEY_TRANSPLANTATION
SIDE_EFFECT:ANGIOEDEMA;
EFFICACY:PROGRESSION-FREE_SURVIVAL_(PFS)_TIME;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
SIDE_EFFECT:NEUTROPENIA;DISEASE:RENAL_CELL_CARCINOMA
SIDE_EFFECT:FEV1_DECREASE_AFTER_ASPIRIN_CHALLENGE;DISEASE:ASTHMA
SIDE_EFFECT:TOXIC_LIVER_DISEASE;OTHER:TUBERCULOSIS
SIDE_EFFECT:PHYSIOLOGICAL_SEXUAL_DISORDER;OTHER:ANXIETY_DISORDERS
SIDE_EFFECT:COMPOSITE_OUTCOME_OF_NON-FATAL_MI, ALL_CAUSE_DEATH_AND_STENT_THROMBOSIS;DISEASE:CORONARY_ARTERY_DISEASE
DISEASE:DIABETES_MELLITUS;DISEASE:HYPERTENSION
SIDE_EFFECT:HEMORRHAGE;
SIDE_EFFECT:WEIGHT_GAIN;DISEASE:EPILEPSY
DISEASE:MACULOPAPULAR_EXANTHEMA;
DISEASE:DIABETES_MELLITUS;DISEASE:HYPERTENSION
SIDE_EFFECT:GASTROINTESTINAL_TOXICITY;DISEASE:TRANSITIONAL_CELL_CARCINOMA
SIDE_EFFECT:WEIGHT_GAIN;DISEASE:EPILEPSY
DISEASE:DIABETES_MELLITUS;DISEASE:HYPERTENSION
SIDE_EFFECT:GASTROINTESTINAL_TOXICITY;DISEASE:TRANSITIONAL_CELL_CARCINOMA
EFFICACY:RESIDUAL_ON-CLOPIDOGREL_PLATELET_REACTIVITY;DISEASE:CORONARY_ARTERY_DISEASE
SIDE_EFFECT:GASTROINTESTINAL_TOXICITY;DISEASE:TRANSITIONAL_CELL_CARCINOMA
SIDE_EFFECT:ANGIOEDEMA;
DISEASE:DIABETES_MELLITUS;DISEASE:HYPERTENSION
EFFICACY:CHEMORESISTANCE;DISEASE:BREAST_NEOPLASMS
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:TRANSITIONAL_CELL_CARCINOMA
OTHER:HEART_RATE;
OTHER:NICOTINE_DEPENDENCE;
DISEASE:LIVER_FAILURE, ACUTE;
SIDE_EFFECT:BLEEDING_EVENTS;DISEASE:CORONARY_ARTERY_DISEASE
DISEASE:LIVER_FAILURE, ACUTE;
EFFICACY:RESPONSE_RATE_(RR);EFFICACY:NON-SMALL-CELL_LUNG_CANCER_PATIENTS
SIDE_EFFECT:SERUM_POTASSIUM;DISEASE:HYPERTENSION
SIDE_EFFECT:ALCOHOL_ABUSE;OTHER:BIPOLAR_DISORDER
SIDE_EFFECT:ANEMIA, SIDE_EFFECT:THROMBOCYTOPENIA;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
DISEASE:MYOCARDIAL_INFARCTION;DISEASE:CORONARY_ARTERY_DISEASE
SIDE_EFFECT:HEMORRHAGE;
DISEASE:LIVER_FAILURE, ACUTE;
SIDE_EFFECT:ANGIOEDEMA;
DISEASE:TOXIC_LIVER_DISEASE;DISEASE:TUBERCULOSIS
OTHER:TOBACCO_USE_DISORDER;OTHER:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
OTHER:TOBACCO_USE_DISORDER;OTHER:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
EFFICACY:RESPONSE_RATE_(RR);EFFICACY:ADVANCED_NON-SMALL-CELL_LUNG_CANCER_PATIENTS
EFFICACY:PROGRESSION-FREE_SURVIVAL_(PFS)_TIME;EFFICACY:ADVANCED_NON-SMALL-CELL_LUNG_CANCER_PATIENTS
OTHER:ALCOHOL_ABUSE;OTHER:ATTENTION_DEFICIT_DISORDER_WITH_HYPERACTIVITY
SIDE_EFFECT:EXANTHEMA, SIDE_EFFECT:MUCOSITIS;DISEASE:RENAL_CELL_CARCINOMA
DISEASE:DIARRHEA;DISEASE:NEOPLASMS
EFFICACY:PROGRESSION-FREE_SURVIVAL_(PFS)_TIME;EFFICACY:ADVANCED_NON-SMALL-CELL_LUNG_CANCER_PATIENTS
EFFICACY:OVERALL_SURVIVAL_(OS)_TIME;EFFICACY:ADVANCED_NON-SMALL-CELL_LUNG_CANCER_PATIENTS
EFFICACY:RESPONSE_RATE_(RR);DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
SIDE_EFFECT:OVER-ANTICOAGULATION;
SIDE_EFFECT:HYPOVENTILATION;
SIDE_EFFECT:ANGIOEDEMA;
SIDE_EFFECT:PERIPHERAL_NERVOUS_SYSTEM_DISEASES;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
SIDE_EFFECT:MAJOR_ADVERSE_CARDIOVASCULAR_EVENTS_(MACE)_(MORE_THAN_ONE_YEAR)_WHEN_RECEIVING_A_LOADING_DOSE_OF_300_MG;DISEASE:CORONARY_ARTERY_DISEASE
SIDE_EFFECT:NEUTROPENIA;OTHER:NON-SMALL_CELL_LUNG_CARCINOMA
DISEASE:COLORECTAL_NEOPLASMS;
DISEASE:TOXIC_LIVER_DISEASE;DISEASE:TOXIC_LIVER_DISEASE
SIDE_EFFECT:EARLY_MAJOR_ADVERSE_CARDIOVASCULAR_EVENTS_(MACE);DISEASE:CORONARY_ARTERY_DISEASE
OTHER:HDL_CHOLESTEROL;OTHER:DIABETES_MELLITUS_T2
EFFICACY:OVERALL_SURVIVAL;DISEASE:SMALL_CELL_CARCINOMA
OTHER:BRAIN_ISCHEMIA, OTHER:MYOCARDIAL_INFARCTION, OTHER:PERIPHERAL_VASCULAR_DISEASES;OTHER:DIABETES_MELLITUS_T2
DISEASE:DRUG-INDUCED_LIVER_INJURY;OTHER:HIV_AND_TUBERCULOSIS_CO-INFECTION
OTHER:DIABETIC_RETINOPATHY, OTHER:CHRONIC_KIDNEY_FAILURE;OTHER:DIABETES_MELLITUS_T2
EFFICACY:REDUCTION_IN_AMBULATORY_BLOOD_PRESSURE;DISEASE:HYPERTENSION
SIDE_EFFECT:EARLY_MAJOR_ADVERSE_CARDIOVASCULAR_EVENTS_(MACE);DISEASE:CORONARY_ARTERY_DISEASE
OTHER:ADENOMATOUS_AND_HYPERPLASTIC_POLYPS;OTHER:A_NAT1_RAPID_ACETYLATOR_GENOTYPE_AND_HIGH_MEAT_CONSUMPTION
SIDE_EFFECT:HYPERPROLACTINEMIA;DISEASE:AUTISM
EFFICACY:OVERALL_SURVIVAL;DISEASE:SMALL_CELL_CARCINOMA
EFFICACY:OVERALL_SURVIVAL;DISEASE:SMALL_CELL_CARCINOMA
SIDE_EFFECT:HYPERPROLACTINEMIA;DISEASE:AUTISM_SPECTRUM_DISORDER
EFFICACY:LEUKOCYTOSIS;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
EFFICACY:OVERALL_SURVIVAL;DISEASE:SMALL_CELL_CARCINOMA
SIDE_EFFECT:HYPERPROLACTINEMIA;DISEASE:AUTISM
EFFICACY:OVERALL_SURVIVAL;DISEASE:SMALL_CELL_CARCINOMA
SIDE_EFFECT:GASTROINTESTINAL_TOXICITY, SIDE_EFFECT:NEUROTOXICITY_SYNDROMES;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
