ATC;COD_ATC;Descripcion;;;;;;
5;N07XX04;OXIBUTATO SODICO (AC.HIDROXIBUTIRICO);;;;;;
5;N07XX05;AMIFAMPRIDINA;;;;;;
5;N07XX06;TETRABENAZINA;;;;;;
5;N07XX07;FAMPRIDINA;;;;;;
5;N07XX08;TAFAMIDIS;;;;;;
5;N07XX09;Dimetil fumarato;;;;;;
5;N07XX11;Pitolisant ;;;;;;
5;N07XX12;PATISIRAN;;;;;;
5;N07XX15;Inotersen;;;;;;
5;N07XX91;MAGNESIO SULFATO;;;;;;
5;N07XX92;3,4-DIAMINOPIRIDINA;;;;;;
1;P;ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES;;;;;;
2;P01;ANTIPROTOZOARIOS;;;;;;
3;P01A;AMEBICIDAS Y OTROS ANTIPROTOZOARIOS;;;;;;
4;P01AB;DERIVADOS DE NITROIMIDAZOL (ANTIPROTOZOARIOS);;;;;;
5;P01AB01;METRONIDAZOL;;;;;;
5;P01AB02;TINIDAZOL;;;;;;
5;P01AB03;ORNIDAZOL;;;;;;
4;P01AX;OTROS AMEBICIDAS Y ANTIPROTOZOARIOS;;;;;;
5;P01AX05;MEPACRINA;;;;;;
5;P01AX06;ATOVACUONA;;;;;;
5;P01AX07;TRIMETREXATE;;;;;;
5;P01AX09;DIHIDROEMETINA;;;;;;
5;P01AX10;FUMAGILINA;;;;;;
5;P01AX11;NITAZOXANIDA;;;;;;
3;P01B;ANTIMALARICOS;;;;;;
4;P01BA;AMINOQUINOLINAS (ANTIMALARICOS);;;;;;
5;P01BA01;CLOROQUINA;;;;;;
5;P01BA02;HIDROXICLOROQUINA;;;;;;
5;P01BA03;PRIMAQUINA;;;;;;
5;P01BA05;MEFLOQUINA;;;;;;
5;P01BA06;AMODIAQUINA;;;;;;
4;P01BB;BIGUANIDAS (ANTIMALARICOS);;;;;;
5;P01BB01;PROGUANIL;;;;;;
5;P01BB51;PROGUANIL EN ASOCIACION;;;;;;
4;P01BC;METANOLQUINOLINAS (ANTIMALARICOS);;;;;;
5;P01BC01;QUININA;;;;;;
5;P01BC51;QUININA EN ASOCIACION;;;;;;
4;P01BD;DIAMINOPIRIMIDINAS (ANTIMALARICOS);;;;;;
5;P01BD01;PIRIMETAMINA;;;;;;
5;P01BD51;PIRIMETAMINA EN ASOCIACION;;;;;;
4;P01BE;ARTEMISININA Y DERIVADOS;;;;;;
5;P01BE01;ARTEMISININA;;;;;;
5;P01BE02;ARTEMETER;;;;;;
5;P01BE03;ARTESUNATO;;;;;;
5;P01BE04;ARTEMOTIL;;;;;;
5;P01BE05;ARTENIMOL;;;;;;
5;P01BE52;ARTEMETER EN ASOCIACION;;;;;;
4;P01BF;ARTEMISINA Y DERIVADOS EN ASOCIACION;;;;;;
5;P01BF01;ARTEMETER + LUMEFANTRINA;;;;;;
5;P01BF02;ARTESUNATO + MEFLOQUINA;;;;;;
5;P01BF03;ARTESUNATO + AMODIAQUINA;;;;;;
5;P01BF04;ARTESUNATO + SULFAMETOPIRAZINA + PIRIMETAMINA;;;;;;
5;P01BF05;ARTESUNATO + PIPERAQUINA;;;;;;
5;P01BF06;ARTESUNATO + PIRONARIDINA;;;;;;
5;P01BFNE;ARTEMISINA Y DERIVADOS EN ASOCIACION NE;;;;;;
4;P01BX;OTROS ANTIMALARICOS;;;;;;
5;P01BX01;HALOFANTRINA;;;;;;
3;P01C;MEDIC. CONTRA LEHISMANIASIS Y TRIPANOSOMIASIS;;;;;;
4;P01CA;DERIVADOS DE NITROIMIDAZOL (ANTI-LEHISMAN/TRIPANO);;;;;;
5;P01CA02;BENZNIDAZOL;;;;;;
4;P01CB;COMPUESTOS DE ANTIMONIO (ANTI-LEHISMANIA/TRIPANOSOMA);;;;;;
5;P01CB01;MEGLUMINA ANTIMONIATO;;;;;;
4;P01CX;OTROS MEDICAMENTOS CONTRA LEHISMANIASIS Y TRIPANOSOMIASIS;;;;;;
5;P01CX01;PENTAMIDINA ISETIONATO;;;;;;
5;P01CX04;miltefosine;;;;;;
5;P01CX91;MILTEFOSINA;;;;;;
5;P01CXNE;OTROS MEDICAMENTOS CONTRA LEHISMANIASIS Y TRIPANOSOMIASIS NE;;;;;;
2;P02;ANTIHELMINTICOS;;;;;;
3;P02B;TREMATOCIDAS;;;;;;
4;P02BA;DERIVADOS DE QUINOLINA (TREMATOCIDAS);;;;;;
5;P02BA01;PRAZIQUANTEL;;;;;;
3;P02C;NEMATOCIDAS;;;;;;
4;P02CA;DERIVADOS DE BENZIDAMIZOL (NEMATOCIDAS);;;;;;
5;P02CA01;MEBENDAZOL;;;;;;
5;P02CA02;TIABENDAZOL;;;;;;
5;P02CA03;ALBENDAZOL;;;;;;
5;P02CA05;FLUBENDAZOL;;;;;;
4;P02CB;DERIVADOS DE PIPERAZINA (NEMATOCIDAS);;;;;;
5;P02CB01;PIPERAZINA;;;;;;
5;P02CB02;DIETILCARBAMAZINA;;;;;;
4;P02CC;DERIVADOS DE TETRAHIDROPIPERAMIDINA (NEMATOCIDAS);;;;;;
5;P02CC01;PIRANTEL;;;;;;
4;P02CF;AVERMECTINAS (NEMATOCIDAS);;;;;;
5;P02CF01;IVERMECTINA;;;;;;
4;P02CX;OTROS NEMATOCIDAS;;;;;;
5;P02CX01;PIRVINIO;;;;;;
3;P02D;CESTOCIDAS;;;;;;
4;P02DA;ACIDO SALICILICO Y DERIVADOS (CESTOCIDAS);;;;;;
5;P02DA01;NICLOSAMIDA;;;;;;
4;P02DX;OTROS CESTOCIDAS;;;;;;
5;P02DX91;SODIO CLORURO;;;;;;
2;P03;ECTOPARASITICIDAS, INCLUIDOS ESCABICIDAS;;;;;;
3;P03A;ECTOPARASITICIDAS, INCLUIDOS ESCABICIDAS;;;;;;
4;P03AB;COMPUESTOS DE CLORINA (ECTOPARASITICIDAS);;;;;;
5;P03AB02;LINDANO;;;;;;
5;P03AB52;LINDANO EN ASOCIACION;;;;;;
4;P03AC;PIRETRINAS (ECTOPARASITICIDAS);;;;;;
5;P03AC03;FENOTRINA;;;;;;
5;P03AC04;PERMETRINA;;;;;;
5;P03AC53;FENOTRINA EN ASOCIACION;;;;;;
5;P03AC54;PERMETRINA EN ASOCIACION;;;;;;
5;P03AC91;FENOTRINA+PIPERONIL BUTOXIDO;;;;;;
4;P03AX;OTROS ECTOPARASITICIDAS, INCLUIDOS ESCABICIDAS;;;;;;
5;P03AX03;MALATION;;;;;;
5;P03AX91;CROTAMITON;;;;;;
1;R;SISTEMA RESPIRATORIO;;;;;;
2;R01;PREPARACIONES NASALES;;;;;;
3;R01A;DESCONGESTIONANTES NASALES DE USO TOPICO;;;;;;
4;R01AA;SIMPATICOMIMETICOS SOLOS (DESCONGESTIONANTES NASALES);;;;;;
5;R01AA04;FENILEFRINA;;;;;;
5;R01AA05;OXIMETAZOLINA;;;;;;
5;R01AA07;XILOMETAZOLINA;;;;;;
5;R01AA08;NAFAZOLINA;;;;;;
5;R01AA09;TRAMAZOLINA;;;;;;
4;R01AB;SIMPATICOMIMETICOS EN ASOCIACION;;;;;;
5;R01AB01;FENILEFRINA;;;;;;
5;R01AB05;EFEDRINA;;;;;;
5;R01AB06;XILOMETAZOLINA;;;;;;
5;R01AB07;OXIMETAZOLINA;;;;;;
5;R01AB91;TRAMAZOLINA ASOC. A ANTIHISTAMINICO;;;;;;
5;R01ABNE;SIMPATICOMIMETICOS EN ASOCIACION NE;;;;;;
4;R01AC;ANTIALERGICOS, EXCLUIDOS CORTICOSTEROIDES (PREP. NASALES);;;;;;
5;R01AC01;CROMOGLICICO ACIDO;;;;;;
5;R01AC02;LEVOCABASTINA;;;;;;
5;R01AC03;AZELASTINA;;;;;;
5;R01AC08;OLOPATADINA;;;;;;
5;R01AC51;CROMOGLICICO ACIDO EN ASOCIACION;;;;;;
4;R01AD;CORTICOSTEROIDES (NASALES);;;;;;
5;R01AD01;BECLOMETASONA;;;;;;
5;R01AD05;BUDESONIDA (NASAL);;;;;;
5;R01AD07;TIXOCORTOL;;;;;;
5;R01AD08;FLUTICASONA (NASAL);;;;;;
5;R01AD09;MOMETASONA;;;;;;
5;R01AD11;TRIAMCINOLONA ACETONIDO;;;;;;
5;R01AD12;FLUTICASONA FUROATO;;;;;;
5;R01AD52;PREDNISOLONA EN ASOCIACION;;;;;;
5;R01AD53;DEXAMETASONA EN ASOCIACION;;;;;;
5;R01AD58;Fluticasona, combinaciones con;;;;;;
5;R01AD60;HIDROCORTISONA EN ASOCIACION;;;;;;
5;R01AD91;FLUOCINOLONA EN ASOCIACION;;;;;;
5;R01ADNE;CORTICOSTEROIDES (NASALES) NE;;;;;;
4;R01AX;OTROS PREPARADOS NASALES;;;;;;
5;R01AX02;RETINOL;;;;;;
5;R01AX03;IPRATROPIO BROMURO;;;;;;
5;R01AX08;FRAMICETINA;;;;;;
5;R01AX10;DESCONGESTIONANTES NASALES VARIOS;;;;;;
5;R01AX30;OTROS PREPARADOS NASALES EN ASOCIACION;;;;;;
3;R01B;DESCONGESTIONANTES NASALES DE USO SISTEMICO;;;;;;
4;R01BA;SIMPATICOMIMETICOS;;;;;;
5;R01BA02;PSEUDOEFEDRINA;;;;;;
5;R01BA51;FENILPROPANOLAMINA ASOC. A ANTIHISTAMINICO;;;;;;
5;R01BA52;PSEUDOEFEDRINA ASOC. A ANTIHISTAMINICOS;;;;;;
5;R01BA53;FENILEFRINA ASOC. A ANTIHISTAMINICOS;;;;;;
5;R01BANE;SIMPATICOMIMETICOS NE;;;;;;
2;R02;PREPARADOS PARA LA GARGANTA;;;;;;
3;R02A;PREPARADOS PARA LA GARGANTA;;;;;;
4;R02AA;ANTISEPTICOS (PREPARADOS PARA LA GARGANTA);;;;;;
5;R02AA02;DECUALINIO;;;;;;
5;R02AA03;Alcohol diclorobencilico;;;;;;
5;R02AA05;CLORHEXIDINA;;;;;;
5;R02AA15;POVIDONA IODADA;;;;;;
5;R02AA17;CETRIMONIO;;;;;;
5;R02AA18;HEXAMIDINA;;;;;;
5;R02AA20;VARIOS;;;;;;
5;R02AA52;DECUALINIO EN ASOCIACION;;;;;;
5;R02AA55;CLORHEXIDINA EN ASOCIACION;;;;;;
5;R02AA68;HEXAMIDINA EN ASOCIACION;;;;;;
5;R02AANE;ANTISEPTICOS (PREPARADOS PARA LA GARGANTA) NE;;;;;;
4;R02AB;ANTIBIOTICOS (PREPARADOS PARA LA GARGANTA);;;;;;
5;R02AB01;NEOMICINA;;;;;;
5;R02AB03;FUSAFUNGINA;;;;;;
5;R02AB54;BACITRACINA EN ASOCIACION;;;;;;
5;R02ABNE;ANTIBIOTICOS (PREPARADOS PARA LA GARGANTA) NE;;;;;;
4;R02AD;ANESTESICOS LOCALES;;;;;;
5;R02AD01;BENZOCAINA;;;;;;
5;R02AD02;LIDOCAINA;;;;;;
5;R02AD05;Ambroxol;;;;;;
5;R02ADNE;ANESTESICOS LOCALES NE;;;;;;
4;R02AN;PREPARADOS PARA LA GARGANTA NE;;;;;;
5;R02ANNE;PREPARADOS PARA LA GARGANTA NE NE;;;;;;
4;R02AX;OTROS PREPARADOS PARA LA GARGANTA;;;;;;
5;R02AX01;FLURBIPROFENO;;;;;;
5;R02AX03;Bencidamina;;;;;;
5;R02AXNE;OTROS PREPARADOS PARA LA GARGANTA NE;;;;;;
2;R03;MEDICAMENTOS PARA OBSTRUCCION DE VIAS RESPIRATORIAS;;;;;;
3;R03A;ADRENERGICOS INHALADOS (ANTIASMATICOS);;;;;;
4;R03AA;AGONISTAS ALFA y BETA ADRENERGICOS (ANTIASMATICOS);;;;;;
5;R03AA01;EPINEFRINA;;;;;;
4;R03AB;AGONISTAS BETA-ADRENERGICOS NO SELECTIVOS;;;;;;
5;R03AB02;ISOPRENALINA;;;;;;
5;R03AB03;ORCIPRENALINA;;;;;;
4;R03AC;AGONISTAS BETA-2-ADRENERGICOS SELECTIVOS;;;;;;
5;R03AC02;SALBUTAMOL;;;;;;
5;R03AC03;TERBUTALINA;;;;;;
5;R03AC04;FENOTEROL;;;;;;
5;R03AC05;RIMITEROL;;;;;;
5;R03AC06;HEXOPRENALINA;;;;;;
5;R03AC07;ISOETARINA;;;;;;
5;R03AC08;PIRBUTEROL;;;;;;
5;R03AC09;TRETOQUINOL;;;;;;
5;R03AC10;CARBUTEROL;;;;;;
5;R03AC11;TULOBUTEROL;;;;;;
5;R03AC12;SALMETEROL;;;;;;
5;R03AC13;FORMOTEROL;;;;;;
5;R03AC14;CLENBUTEROL;;;;;;
5;R03AC15;REPROTEROL;;;;;;
5;R03AC16;PROCATEROL;;;;;;
5;R03AC17;BITOLTEROL;;;;;;
5;R03AC18;INDACATEROL;;;;;;
5;R03AC19;Odolaterol;;;;;;
4;R03AH;ADRENERGICOS EN ASOCIACION (ANTIASMATICOS);;;;;;
5;R03AH91;ISOPRENALINA ASOC. A OTROS ADRENERGICOS;;;;;;
4;R03AK;ADRENERGICOS ASOCIADOS A OTROS ANTIASMATICOS;;;;;;
5;R03AK02;ISOPRENALINA ASOC. A OTROS ANTIASMATICOS;;;;;;
5;R03AK03;FENOTEROL ASOC. A OTROS ANTIASMATICOS;;;;;;
5;R03AK04;SALBUTAMOL ASOC. A OTROS ANTIASMATICOS;;;;;;
5;R03AK05;REPROTEROL ASOC. A OTROS ANTIASMATICOS;;;;;;
5;R03AK06;SALMETEROL ASOC. A OTROS ANTIASMATICOS;;;;;;
5;R03AK07;FORMOTEROL ASOC. A OTROS ANTIASMATICOS;;;;;;
5;R03AK08;Formoterol y beclometasona;;;;;;
5;R03AK10;Vilanterol y furoato de fluticasona;;;;;;
5;R03AK11;Formoterol y fluticasona;;;;;;
5;R03AK13;Salbutamol y beclometasona;;;;;;
5;R03AKNE;ADRENERGICOS ASOCIADOS A OTROS ANTIASMATICOS NE;;;;;;
4;R03AL;Adren�rgicos en combinaci�n con anticolin�rgicos;;;;;;
5;R03AL01;Fenoterol e Ipratropio, bromuro de;;;;;;
5;R03AL02; Salbutamol e Ipratropio, bromuro de;;;;;;
5;R03AL03;Vilanterol y Umeclidinio, bromuro de;;;;;;
5;R03AL04;Indacaterol y Glicopirronio, bromuro de;;;;;;
5;R03AL05;Formoterol y Bromuro de aclidinio;;;;;;
5;R03AL06;Olodaterol y bromuro de tiotropio;;;;;;
5;R03AL08; Vilanterol, umeclidinio, bromuro de y fluticasona, furoato de;;;;;;
5;R03AL09; Formoterol, glicopirronio, bromuro de y beclometasona;;;;;;
5;R03ALNE;Adren�rgicos en combinaci�n con anticolin�rgicos NE;;;;;;
3;R03B;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, INHALADOS;;;;;;
4;R03BA;GLUCOCORTICOIDES (ANTIASMATICOS);;;;;;
5;R03BA01;BECLOMETASONA;;;;;;
5;R03BA02;BUDESONIDA;;;;;;
5;R03BA03;FLUNISOLIDA;;;;;;
5;R03BA04;BETAMETASONA;;;;;;
5;R03BA05;FLUTICASONA (INHALAT);;;;;;
5;R03BA06;TRIAMCINOLONA;;;;;;
5;R03BA07;MOMETASONA;;;;;;
5;R03BA08;CICLESONIDA;;;;;;
4;R03BB;ANTICOLINERGICOS (ANTIASMATICOS);;;;;;
5;R03BB01;IPRATROPIO BROMURO;;;;;;
5;R03BB02;OXITROPIO BROMURO;;;;;;
5;R03BB03;ESTRAMONIO PREPARADOS;;;;;;
5;R03BB04;TIOTROPIO BROMURO;;;;;;
5;R03BB05;Bromuro de Aclidinio;;;;;;
5;R03BB06;Glicopirronio bromuro;;;;;;
5;R03BB07;Umeclidinio bromuro;;;;;;
5;R03BBNE;ANTICOLINERGICOS (ANTIASMATICOS) NE;;;;;;
4;R03BC;ANTIALERGICOS, EXCLUIDOS CORTICOSTEROIDES;;;;;;
5;R03BC01;CROMOGLICICO ACIDO;;;;;;
5;R03BC03;NEDOCROMILO;;;;;;
4;R03BX;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, INHALADOS;;;;;;
5;R03BX01;FENSPIRIDA;;;;;;
3;R03C;ADRENERGICOS DE USO SISTEMICO (ANTIASMATICOS);;;;;;
4;R03CA;AGONISTAS ALFA y BETA ADRENERGICOS (ANTIASMATICOS);;;;;;
5;R03CA02;EFEDRINA;;;;;;
4;R03CB;AGONISTAS BETA-ADRENERGICOS NO SELECTIVOS (ANTIAS;;;;;;
5;R03CB01;ISOPRENALINA;;;;;;
5;R03CB03;ORCIPRENALINA;;;;;;
4;R03CC;AGONISTAS BETA-2-ADRENERGICOS SELECTIVOS (ANTIASMATICOS);;;;;;
5;R03CC02;SALBUTAMOL;;;;;;
5;R03CC03;TERBUTALINA;;;;;;
5;R03CC04;FENOTEROL;;;;;;
5;R03CC05;HEXOPRENALINA;;;;;;
5;R03CC06;ISOETARINA;;;;;;
5;R03CC07;PIRBUTEROL;;;;;;
5;R03CC08;PROCATEROL;;;;;;
5;R03CC09;TRETOQUINOL;;;;;;
5;R03CC10;CARBUTEROL;;;;;;
5;R03CC11;TULOBUTEROL;;;;;;
5;R03CC12;BAMBUTEROL;;;;;;
5;R03CC13;CLENBUTEROL;;;;;;
5;R03CC14;REPROTEROL;;;;;;
5;R03CC52;SALBUTAMOL EN ASOCIACION;;;;;;
5;R03CC53;TERBUTALINA EN ASOCIACION;;;;;;
3;R03D;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, USO SISTEMICO;;;;;;
4;R03DA;XANTINAS (ANTIASMATICOS SISTEMICOS);;;;;;
5;R03DA01;DIPROFILINA;;;;;;
5;R03DA02;TEOFILINATO COLINA;;;;;;
5;R03DA03;PROXIFILINA;;;;;;
5;R03DA04;TEOFILINA;;;;;;
5;R03DA05;AMINOFILINA;;;;;;
5;R03DA06;ETAMIFILINA;;;;;;
5;R03DA07;TEOBROMINA;;;;;;
5;R03DA08;BAMIFILINA;;;;;;
5;R03DA09;ACEFILINA PIPERAZINA;;;;;;
5;R03DA10;BUFILINA;;;;;;
5;R03DA11;DOXOFILINA;;;;;;
5;R03DA12;Mepiramina teofilinacetato;;;;;;
5;R03DA20;XANTINAS EN ASOCIACION;;;;;;
5;R03DA51;DIPROFILINA EN ASOCIACION;;;;;;
5;R03DA54;TEOFILINA EN ASOCIACION (EXCL.PSICOLEPTICOS);;;;;;
5;R03DA55;AMINOFILINA EN ASOCIACION;;;;;;
5;R03DA56;ETAMIFILINA EN ASOCIACION;;;;;;
5;R03DA74;TEOFILINA ASOC. A PSICOLEPTICOS;;;;;;
4;R03DB;XANTINAS ASOCIADAS A ADRENERGICOS (ANTIASMATICOS SISTEMICOS);;;;;;
5;R03DB01;DIPROFILINA ASOC. A ADRENERGICOS;;;;;;
5;R03DB04;TEOFILINA ASOC. A ADRENERGICOS;;;;;;
4;R03DC;ANTAGONISTAS RECEPTORES DEL LEUKOTRIENO (ANTIASMATICOS);;;;;;
5;R03DC01;ZAFIRLUKAST;;;;;;
5;R03DC02;PRANLUKAST;;;;;;
5;R03DC03;MONTELUKAST;;;;;;
5;R03DC04;IBUDILAST;;;;;;
4;R03DX;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, USO SISTEMICO;;;;;;
5;R03DX05;OMALIZUMAB;;;;;;
5;R03DX07;ROFLUMILAST;;;;;;
5;R03DX08;Reslizumab;;;;;;
5;R03DX09;Mepolizumab;;;;;;
5;R03DX10;BENRALIZUMAB;;;;;;
2;R05;PREPARADOS PARA LA TOS Y EL RESFRIADO;;;;;;
3;R05C;EXPECTORANTES, EXCLUID. ASOCIAC. CON ANTITUSIGENOS;;;;;;
4;R05CA;EXPECTORANTES;;;;;;
5;R05CA01;TILOXAPOL;;;;;;
5;R05CA03;GUAIFENESINA;;;;;;
5;R05CA04;IPECACUANA;;;;;;
5;R05CA06;POLIGALA SENEGA;;;;;;
5;R05CA09;GUAYACOL;;;;;;
5;R05CA10;EXPECTORANTES EN ASOCIACION;;;;;;
5;R05CA12;Hederae helicis folium;;;;;;
5;R05CA53;GUAIFENESINA EN ASOCIACION;;;;;;
5;R05CA94;GLICEROL IODADO+FENILPROPANOLAMINA;;;;;;
5;R05CANE;EXPECTORANTES NE;;;;;;
4;R05CB;MUCOLITICOS;;;;;;
5;R05CB01;ACETILCISTEINA;;;;;;
5;R05CB02;BROMHEXINA;;;;;;
5;R05CB03;CARBOCISTEINA;;;;;;
5;R05CB05;MESNA;;;;;;
5;R05CB06;AMBROXOL;;;;;;
5;R05CB07;SOBREROL;;;;;;
5;R05CB09;LETOSTEINA;;;;;;
5;R05CB10;MUCOLITICOS EN ASOCIACION;;;;;;
5;R05CB13;DORNASA ALFA;;;;;;
5;R05CB15;ERDOSTEINA;;;;;;
5;R05CB16;MANITOL;;;;;;
5;R05CB91;CITIOLONA;;;;;;
5;R05CB92;HIALURONICO ACIDO + SODIO CLORURO;;;;;;
5;R05CBNE;MUCOLITICOS NE;;;;;;
4;R05CZ;ANTIINFECCIOSOS ASOCIADOS A EXPECTORANTES/MUCOLITICOS;;;;;;
5;R05CZ91;TETRACICLINAS ASOC. A MUCOLITICO/EXPECTORANTE;;;;;;
5;R05CZ92;AMFENICOLES ASOC. A MUCOLITICO/EXPECTORANTE;;;;;;
5;R05CZ93;PENICILINAS ASOC. A MUCOLITICO/EXPECTORANTE;;;;;;
5;R05CZ94;CEFALOSPORINAS ASOC. A MUCOLITICO/EXPECTORANTE;;;;;;
5;R05CZ95;SULFONAMIDAS ASOC. A MUCOLITICO/EXPECTORANTE;;;;;;
5;R05CZ96;AMINOGLUCOSIDOS ASOC. A MUCOLITICO/EXPECTORANTE;;;;;;
5;R05CZ97;MACROLIDOS ASOC. A MUCOLITICO/EXPECTORANTE;;;;;;
5;R05CZNE;ANTIINFECCIOSOS ASOCIADOS A EXPECTORANTES/MUCOLITICOS NE;;;;;;
3;R05D;ANTITUSIVOS, EXCLUIDOS ASOCIACIONES CON EXPECT.;;;;;;
4;R05DA;ALCALOIDES DEL OPIO Y DERIVADOS (ANTITUSIVOS);;;;;;
5;R05DA03;HIDROCODONA;;;;;;
5;R05DA04;CODEINA;;;;;;
5;R05DA07;NOSCAPINA;;;;;;
5;R05DA08;FOLCODINA;;;;;;
5;R05DA09;DEXTROMETORFAN;;;;;;
5;R05DA11;DIMEMORFANO;;;;;;
5;R05DA12;ACETILDIHIDROCODEINA;;;;;;
5;R05DA20;ASOCIACIONES;;;;;;
5;R05DA54;CODEINA EN ASOCIACION;;;;;;
5;R05DA59;DEXTROMETORFANO EN ASOCIACION;;;;;;
5;R05DA91;DIHIDROCODEINA;;;;;;
4;R05DB;ANTITUSIVOS, EXCLUIDOS ASOCIACIONES CON EXPECTORANTES;;;;;;
5;R05DB03;CLOBUTINOL;;;;;;
5;R05DB07;OXOLAMINA;;;;;;
5;R05DB10;CLOFEDANOL;;;;;;
5;R05DB13;BUTAMIRATO;;;;;;
5;R05DB15;ZIPEPROL;;;;;;
5;R05DB19;DROPROPIZINA;;;;;;
5;R05DB20;ANTITUSIGENOS OPIACEOS EN ASOCIACION;;;;;;
5;R05DB21;CLOPERASTINA;;;;;;
5;R05DB27;LEVODROPROPIZINA;;;;;;
5;R05DB28;DIMETOXANATO;;;;;;
5;R05DB57;OXOLAMINA EN ASOCIACION;;;;;;
5;R05DB91;FOMINOBEN;;;;;;
3;R05F;ANTITUSIVOS Y EXPECTORANTES EN ASOCIACION;;;;;;
4;R05FA;DERIVADOS DEL OPIO Y EXPECTORANTES;;;;;;
5;R05FA01;DERIVADOS DEL OPIO Y MUCOLITICOS;;;;;;
5;R05FA02;DERIVADOS DEL OPIO Y EXPECTORANTES;;;;;;
5;R05FA91;CODEINA ASOC. A EXPECTORANTES Y ANTIHISTAMINICOS;;;;;;
5;R05FANE;DERIVADOS DEL OPIO Y EXPECTORANTES NE;;;;;;
4;R05FB;OTROS ANTITUSIGENOS Y EXPECTORANTES EN ASOCIACION;;;;;;
5;R05FB02;ANTITUSIGENOS Y EXPECTORANTES EN ASOCIACION;;;;;;
5;R05FBNE;Otros supresores de la tos y expectorantes NE;;;;;;
3;R05N;PREPARADOS PARA LA TOS Y EL RESFRIADO NE;;;;;;
4;R05NN;PREPARADOS PARA LA TOS Y EL RESFRIADO NE NE;;;;;;
5;R05NNNE;PREPARADOS PARA LA TOS Y EL RESFRIADO NE NE NE;;;;;;
3;R05X;OTROS PREPARADOS COMBINADOS PARA EL RESFRIADO;;;;;;
4;R05X_;C�digo inexistente ATC;;;;;;
5;R05X_NE;C�digo inexistente ATC NE;;;;;;
3;R05Z;ANTIINFECCIOSOS ASOCIADOS A EXPECTORANTES/MUCOLITICOS;;;;;;
4;R05ZA;PENICILINAS ASOCIADAS A EXPECTORANTES/MUCOLITICOS;;;;;;
5;R05ZA91;AMOXICILINA+MUCOLITICO/EXPECTORANTE;;;;;;
5;R05ZA92;AMPICILINA+MUCOLITICO/EXPECTORANTE;;;;;;
5;R05ZA93;ERITROMICINA+MUCOLITICO/EXPECTORANTE;;;;;;
5;R05ZA94;COTRIMOXAZOL+MUCOLITICO/EXPECTORANTE;;;;;;
5;R05ZA95;SULFADIAZINA+MUCOLITICO/EXPECTORANTE;;;;;;
5;R05ZA96;TIANFENICOL+MUCOLITICO/EXPECTORANTE;;;;;;
2;R06;ANTIHISTAMINICOS DE USO SISTEMICO;;;;;;
3;R06A;ANTIHISTAMINICOS DE USO SISTEMICO;;;;;;
4;R06AA;AMINOALQUIL-ETERES (ANTIHISTAMINICOS);;;;;;
5;R06AA02;DIFENHIDRAMINA;;;;;;
5;R06AA04;CLEMASTINA;;;;;;
5;R06AA08;CARBINOXAMINA;;;;;;
5;R06AA09;DOXILAMINA;;;;;;
5;R06AA52;DIFENHIDRAMINA EN ASOCIACION;;;;;;
5;R06AA58;CARBINOXAMINA EN ASOCIACION;;;;;;
5;R06AA59;DOXILAMINA EN ASOCIACION;;;;;;
5;R06AANE;AMINOALQUIL-ETERES (ANTIHISTAMINICOS) NE;;;;;;
4;R06AB;ALQUILAMINAS SUSTITUIDAS (ANTIHISTAMINICOS);;;;;;
5;R06AB02;DEXCLORFENIRAMINA;;;;;;
5;R06AB03;DIMETINDENO;;;;;;
5;R06AB04;CLORFENAMINA;;;;;;
4;R06AC;ETILENO-DIAMINAS SUSTITUIDAS (ANTIHISTAMINICOS);;;;;;
5;R06AC01;MEPIRAMINA;;;;;;
4;R06AD;DERIVADOS FENOTIAZINICOS (ANTIHISTAMINICOS);;;;;;
5;R06AD01;ALIMEMAZINA;;;;;;
5;R06AD02;PROMETAZINA;;;;;;
5;R06AD03;TIETILPERAZINA;;;;;;
5;R06AD07;MEQUITAZINA;;;;;;
5;R06AD51;ALIMEMAZINA EN ASOCIACION;;;;;;
5;R06AD52;PROMETAZINA EN ASOCIACION;;;;;;
4;R06AE;DERIVADOS PIPERAZINICOS (ANTIHISTAMINICOS);;;;;;
5;R06AE05;MECLOZINA;;;;;;
5;R06AE06;OXATOMIDA;;;;;;
5;R06AE07;CETIRIZINA;;;;;;
5;R06AE09;LEVOCETIRIZINA;;;;;;
5;R06AE57;CETIRIZINA EN ASOCIACION;;;;;;
5;R06AE92;CLOCINIZINA EN ASOCIACION;;;;;;
5;R06AENE;DERIVADOS PIPERAZINICOS (ANTIHISTAMINICOS) NE;;;;;;
4;R06AX;OTROS ANTIHISTAMINICOS DE USO SISTEMICO;;;;;;
5;R06AX02;CIPROHEPTADINA;;;;;;
5;R06AX07;TRIPROLIDINA;;;;;;
5;R06AX09;AZATADINA;;;;;;
5;R06AX11;ASTEMIZOL;;;;;;
5;R06AX12;TERFENADINA;;;;;;
5;R06AX13;LORATADINA;;;;;;
5;R06AX17;KETOTIFENO;;;;;;
5;R06AX19;AZELASTINA;;;;;;
5;R06AX22;EBASTINA;;;;;;
5;R06AX25;MIZOLASTINA;;;;;;
