ATC;Medicamento;Drug;Anatomico;Terapeutico;Farmacologico;Quimico
N06D;MEDICAMENTOS CONTRA LA DEMENCIA;MEDICINES AGAINST DEMENTIA;N;N06;N06D;
N06DA;ANTICOLINESTERASAS (MEDICAMENTOS CONTRA DEMENCIA);ANTICHOLINESTERASES (DEMENTIA MEDICINES);N;N06;N06D;N06DA
N06DA01;TACRINA;TACRINE;N;N06;N06D;N06DA
N06DA02;DONEPEZILO;DONEPEZIL;N;N06;N06D;N06DA
N06DA03;RIVASTIGMINA;RIVASTIGMINE;N;N06;N06D;N06DA
N06DA04;GALANTAMINA;GALANTAMINE;N;N06;N06D;N06DA
N06DANE;ANTICOLINESTERASAS (MEDICAMENTOS CONTRA DEMENCIA) NE;ANTICHOLINESTERASES (DEMENTIA MEDICINES) NE;N;N06;N06D;N06DA
N06DX;OTROS MEDICAMENTOS CONTRA LA DEMENCIA;OTHER MEDICINES FOR DEMENTIA;N;N06;N06D;N06DX
N06DX01;MEMANTINA;Memantine;N;N06;N06D;N06DX
N06DX02;GINKGO BILOBA EXTO;GINKGO BILOBA EXTRACT;N;N06;N06D;N06DX
N06DXNE;OTROS MEDICAMENTOS CONTRA LA DEMENCIA NE;OTHER MEDICINES AGAINST DEMENTIA NE;N;N06;N06D;N06DX
N07;OTROS MEDICAMENTOS DE ACCION SISTEMA NERVIOSO;OTHER MEDICINES ACTING ON THE NERVOUS SYSTEM;N;N07;;
N07A;PARASIMPATICOMIMETICOS (OTROS MEDIC.ACCION SNC);PARASYMPATHOMIMETHICS (OTHER MEDICINES WITH CNS ACTION);N;N07;N07A;
N07AA;ANTICOLINESTARASAS (OTROS MEDICAMENTOS DE ACCION SOBRE SNC);ANTICHOLINESTARASES (OTHER MEDICINES ACTING ON THE CNS);N;N07;N07A;N07AA
N07AA01;NEOSTIGMINA;NEOSTIGMINE;N;N07;N07A;N07AA
N07AA02;PIRIDOSTIGMINA;PYRIDOSTIGMINE;N;N07;N07A;N07AA
N07AA03;DISTIGMINA;DISTIGMINA;N;N07;N07A;N07AA
N07AA30;AMBENONIUM;AMBENONIUM;N;N07;N07A;N07AA
N07AA51;NEOSTIGMINA EN ASOCIACION;NEOSTIGMINE IN ASSOCIATION;N;N07;N07A;N07AA
N07AA91;EDROFONIO BROMURO;EDROPHONIUM BROMIDE;N;N07;N07A;N07AA
N07AA92;EDROFONIO CLORURO;EDROPHONIUM CHLORIDE;N;N07;N07A;N07AA
N07AB;ESTERES DE LA COLINA (OTROS MEDICAMENTOS DE ACCION SOBRE SNC;CHOLINE ESTERS (OTHER MEDICINES ACTING ON THE CNS);N;N07;N07A;N07AB
N07AB02;BETANECOL;BETANECOL;N;N07;N07A;N07AB
N07AX;OTROS PARASIMPATICOMIMETICOS (OTROS MEDIC.ACCION SOBRE SNC);OTHER PARASYMPATHOMIMETHICS (OTHER MEDICINES ACTING ON THE CNS);N;N07;N07A;N07AX
N07AX01;PILOCARPINA;PILOCARPINE;N;N07;N07A;N07AX
N07AX03;CEVIMELINA;CEVIMELINE;N;N07;N07A;N07AX
N07B;MEDICAMENTOS UTILIZADOS EN TRASTORNOS ADICTIVOS;MEDICINES USED IN ADDICTIVE DISORDERS;N;N07;N07B;
N07BA;MEDICAMENTOS UTILIZADOS EN DEPENDENCIA A NICOTINA;MEDICINES USED IN NICOTINE DEPENDENCE;N;N07;N07B;N07BA
N07BA01;NICOTINA;NICOTINE;N;N07;N07B;N07BA
N07BA03;VARENICLINA;VARENICLINE;N;N07;N07B;N07BA
N07BA04;Cistina;CYSTINE;N;N07;N07B;N07BA
N07BANE;MEDICAMENTOS UTILIZADOS EN DEPENDENCIA A NICOTINA NE;MEDICINES USED IN NICOTINE DEPENDENCE NE;N;N07;N07B;N07BA
N07BB;MEDICAMENTOS UTILIZADOS EN DEPENDENCIA A ALCOHOL;MEDICINES USED IN ALCOHOL DEPENDENCE;N;N07;N07B;N07BB
N07BB01;DISULFIRAM;DISULFIRAM;N;N07;N07B;N07BB
N07BB02;CARBIMIDA;CARBIMIDE;N;N07;N07B;N07BB
N07BB03;ACAMPROSATO;ACAMPROSATE;N;N07;N07B;N07BB
N07BB04;NALTREXONA;NALTREXONE;N;N07;N07B;N07BB
N07BB05;Nalmefeno;NALMEFENE;N;N07;N07B;N07BB
N07BBNE;MEDICAMENTOS UTILIZADOS EN DEPENDENCIA A ALCOHOL NE;MEDICINES USED IN ALCOHOL DEPENDENCE NE;N;N07;N07B;N07BB
N07BC;MEDICAMENTOS UTILIZADOS EN DEPENDENCIA A OPIOIDES;MEDICINES USED IN OPIOID DEPENDENCE;N;N07;N07B;N07BC
N07BC01;BUPRENORFINA;BUPRENORPHINE;N;N07;N07B;N07BC
N07BC02;METADONA;METHADONE;N;N07;N07B;N07BC
N07BC03;LEVACETILMETADOL;LEVACETHYLMETHADOL;N;N07;N07B;N07BC
N07BC04;LOFEXIDINA;LOFEXIDINE;N;N07;N07B;N07BC
N07BC05;Levometadona;LEVOMETHADONE;N;N07;N07B;N07BC
N07BC51;BUPRENORFINA EN ASOCIACION;BUPRENORPHINE IN ASSOCIATION;N;N07;N07B;N07BC
N07BN;MEDICAMENTOS UTILIZADOS EN TRASTORNOS ADICTIVOS NE;MEDICINES USED IN ADDICTIVE DISORDERS NE;N;N07;N07B;N07BN
N07BNNE;MEDICAMENTOS UTILIZADOS EN TRASTORNOS ADICTIVOS NE NE;MEDICINES USED IN ADDICTIVE DISORDERS NE NE;N;N07;N07B;N07BN
N07C;MEDICAMENTOS CONTRA EL VERTIGO;MEDICINES FOR VERTIGO;N;N07;N07C;
N07CA;MEDICAMENTOS CONTRA EL VERTIGO;MEDICINES FOR VERTIGO;N;N07;N07C;N07CA
N07CA01;BETAHISTINA;BETAHISTINE;N;N07;N07C;N07CA
N07CA02;CINARIZINA;CINNARISINE;N;N07;N07C;N07CA
N07CA03;FLUNARIZINA;FLUNARIZINE;N;N07;N07C;N07CA
N07CA52;CINARIZINA EN ASOCIACION;CINNARISINE IN ASSOCIATION;N;N07;N07C;N07CA
N07X;OTROS MEDICAMENTOS DE ACCION SISTEMA NERVIOSO;OTHER MEDICINES ACTING ON THE NERVOUS SYSTEM;N;N07;N07X;
N07XX;OTROS MEDICAMENTOS ACCION SOBRE SISTEMA NERVIOSO;OTHER MEDICINES ACTION ON THE NERVOUS SYSTEM;N;N07;N07X;N07XX
N07XX02;RILUZOL;RILUZOL;N;N07;N07X;N07XX
N07XX04;OXIBUTATO SODICO (AC.HIDROXIBUTIRICO);SODIUM OXYBUTATE (HYDROXYBUTYRIC AC);N;N07;N07X;N07XX
N07XX05;AMIFAMPRIDINA;AMIFAMPRIDINE;N;N07;N07X;N07XX
N07XX06;TETRABENAZINA;TETRABENAZINE;N;N07;N07X;N07XX
N07XX07;FAMPRIDINA;FAMPRIDINE;N;N07;N07X;N07XX
N07XX08;TAFAMIDIS;TAFAMIDIS;N;N07;N07X;N07XX
N07XX09;Dimetil fumarato;DIMETHYL FUMARATE;N;N07;N07X;N07XX
N07XX11;Pitolisant ;PITOLISANT;N;N07;N07X;N07XX
N07XX12;PATISIRAN;PATISIRAN;N;N07;N07X;N07XX
N07XX15;Inotersen;INOTERSEN;N;N07;N07X;N07XX
N07XX91;MAGNESIO SULFATO;MAGNESIUM SULFATE;N;N07;N07X;N07XX
N07XX92;3,4-DIAMINOPIRIDINA;3,4-DIAMINOPYRIDINE;N;N07;N07X;N07XX
P;ANTIPARASITARIOS, INSECTICIDAS Y REPELENTES;ANTIPARASITIC, INSECTICIDES AND REPELLENTS;P;;;
P01;ANTIPROTOZOARIOS;ANTIPROTOZOALS;P;P01;;
P01A;AMEBICIDAS Y OTROS ANTIPROTOZOARIOS;AMEBICIDES AND OTHER ANTIPROTOZOALS;P;P01;P01A;
P01AB;DERIVADOS DE NITROIMIDAZOL (ANTIPROTOZOARIOS);NITROIMIDAZOLE DERIVATIVES (ANTIPROTOZOALS);P;P01;P01A;P01AB
P01AB01;METRONIDAZOL;METRONIDAZOLE;P;P01;P01A;P01AB
P01AB02;TINIDAZOL;TINIDAZOLE;P;P01;P01A;P01AB
P01AB03;ORNIDAZOL;ORNIDAZOLE;P;P01;P01A;P01AB
P01AX;OTROS AMEBICIDAS Y ANTIPROTOZOARIOS;OTHER AMEBICIDES AND ANTIPROTOZOALS;P;P01;P01A;P01AX
P01AX05;MEPACRINA;Mepacrine;P;P01;P01A;P01AX
P01AX06;ATOVACUONA;ATOVAQUONE;P;P01;P01A;P01AX
P01AX07;TRIMETREXATE;TRIMETREXATE;P;P01;P01A;P01AX
P01AX09;DIHIDROEMETINA;DIHYDROEMETINE;P;P01;P01A;P01AX
P01AX10;FUMAGILINA;FUMAGILLIN;P;P01;P01A;P01AX
P01AX11;NITAZOXANIDA;NITAZOXANIDE;P;P01;P01A;P01AX
P01B;ANTIMALARICOS;ANTIMALARIALS;P;P01;P01B;
P01BA;AMINOQUINOLINAS (ANTIMALARICOS);AMINOQUINOLINES (ANTIMALARICS);P;P01;P01B;P01BA
P01BA01;CLOROQUINA;CHLOROQUINE;P;P01;P01B;P01BA
P01BA02;HIDROXICLOROQUINA;HYDROXYCHLOROQUINE;P;P01;P01B;P01BA
P01BA03;PRIMAQUINA;PRIMAQUINA;P;P01;P01B;P01BA
P01BA05;MEFLOQUINA;MEFLOQUINE;P;P01;P01B;P01BA
P01BA06;AMODIAQUINA;AMODIAQUINE;P;P01;P01B;P01BA
P01BB;BIGUANIDAS (ANTIMALARICOS);BIGUANIDES (ANTIMALARIES);P;P01;P01B;P01BB
P01BB01;PROGUANIL;PROGUANIL;P;P01;P01B;P01BB
P01BB51;PROGUANIL EN ASOCIACION;PROGUANIL IN ASSOCIATION;P;P01;P01B;P01BB
P01BC;METANOLQUINOLINAS (ANTIMALARICOS);METHANOLQUINOLINES (ANTIMALARIALS);P;P01;P01B;P01BC
P01BC01;QUININA;QUININE;P;P01;P01B;P01BC
P01BC51;QUININA EN ASOCIACION;QUININE IN ASSOCIATION;P;P01;P01B;P01BC
P01BD;DIAMINOPIRIMIDINAS (ANTIMALARICOS);DIAMINOPYRIMIDINES (ANTIMALARICS);P;P01;P01B;P01BD
P01BD01;PIRIMETAMINA;PYRIMETHAMINE;P;P01;P01B;P01BD
P01BD51;PIRIMETAMINA EN ASOCIACION;PYRIMETHAMINE IN ASSOCIATION;P;P01;P01B;P01BD
P01BE;ARTEMISININA Y DERIVADOS;ARTEMISININ AND DERIVATIVES;P;P01;P01B;P01BE
P01BE01;ARTEMISININA;ARTEMISININ;P;P01;P01B;P01BE
P01BE02;ARTEMETER;ARTEMETER;P;P01;P01B;P01BE
P01BE03;ARTESUNATO;ARTESUNATE;P;P01;P01B;P01BE
P01BE04;ARTEMOTIL;ARTEMOTIL;P;P01;P01B;P01BE
P01BE05;ARTENIMOL;ARTENIMOL;P;P01;P01B;P01BE
P01BE52;ARTEMETER EN ASOCIACION;ARTEMETER IN ASSOCIATION;P;P01;P01B;P01BE
P01BF;ARTEMISINA Y DERIVADOS EN ASOCIACION;ARTEMISIN AND DERIVATIVES IN ASSOCIATION;P;P01;P01B;P01BF
P01BF01;ARTEMETER + LUMEFANTRINA;Artemether + Lumefantrine;P;P01;P01B;P01BF
P01BF02;ARTESUNATO + MEFLOQUINA;Artesunate + Mefloquine;P;P01;P01B;P01BF
P01BF03;ARTESUNATO + AMODIAQUINA;Artesunate + Amodiaquine;P;P01;P01B;P01BF
P01BF04;ARTESUNATO + SULFAMETOPIRAZINA + PIRIMETAMINA;ARTESUNATE + SULFAMETOPYRAZINE + PYRIMETHAMINE;P;P01;P01B;P01BF
P01BF05;ARTESUNATO + PIPERAQUINA;ARTESUNATE + PIPERAQUINE;P;P01;P01B;P01BF
P01BF06;ARTESUNATO + PIRONARIDINA;ARTESUNATE + PYRONARIDINE;P;P01;P01B;P01BF
P01BFNE;ARTEMISINA Y DERIVADOS EN ASOCIACION NE;ARTEMISIN AND DERIVATIVES IN ASSOCIATION NE;P;P01;P01B;P01BF
P01BX;OTROS ANTIMALARICOS;OTHER ANTIMALARIALS;P;P01;P01B;P01BX
P01BX01;HALOFANTRINA;HALOFANTRINE;P;P01;P01B;P01BX
P01C;MEDIC. CONTRA LEHISMANIASIS Y TRIPANOSOMIASIS;MEDICINE FOR LEHISMANIASIS AND TRYPANOSOMIASIS;P;P01;P01C;
P01CA;DERIVADOS DE NITROIMIDAZOL (ANTI-LEHISMAN/TRIPANO);NITROIMIDAZOLE DERIVATIVES (ANTI-LEHISMAN/TRYPANE);P;P01;P01C;P01CA
P01CA02;BENZNIDAZOL;BENZNIDAZOLE;P;P01;P01C;P01CA
P01CB;COMPUESTOS DE ANTIMONIO (ANTI-LEHISMANIA/TRIPANOSOMA);ANTIMONY COMPOUNDS (ANTI-LEHISMANIA/TRYPANOSOMA);P;P01;P01C;P01CB
P01CB01;MEGLUMINA ANTIMONIATO;Meglumine Antimony;P;P01;P01C;P01CB
P01CX;OTROS MEDICAMENTOS CONTRA LEHISMANIASIS Y TRIPANOSOMIASIS;OTHER MEDICINES AGAINST LEHISMANIASIS AND TRYPANOSOMIASIS;P;P01;P01C;P01CX
P01CX01;PENTAMIDINA ISETIONATO;PENTAMIDINE ISETHIONATE;P;P01;P01C;P01CX
P01CX04;miltefosine;Miltefosine;P;P01;P01C;P01CX
P01CX91;MILTEFOSINA;MILTEFOSINE;P;P01;P01C;P01CX
P01CXNE;OTROS MEDICAMENTOS CONTRA LEHISMANIASIS Y TRIPANOSOMIASIS NE;OTHER MEDICINES AGAINST LEHISMANIASIS AND TRYPANOSOMIASIS NE;P;P01;P01C;P01CX
P02;ANTIHELMINTICOS;ANTHELMINTICS;P;P02;;
P02B;TREMATOCIDAS;TREMATOCIDES;P;P02;P02B;
P02BA;DERIVADOS DE QUINOLINA (TREMATOCIDAS);QUINOLINE DERIVATIVES (TREMATOCIDES);P;P02;P02B;P02BA
P02BA01;PRAZIQUANTEL;PRAZIQUANTEL;P;P02;P02B;P02BA
P02C;NEMATOCIDAS;NEMATOCIDES;P;P02;P02C;
P02CA;DERIVADOS DE BENZIDAMIZOL (NEMATOCIDAS);BENZIDAMIZOLE DERIVATIVES (NEMATOCIDES);P;P02;P02C;P02CA
P02CA01;MEBENDAZOL;MEBENDAZOL;P;P02;P02C;P02CA
P02CA02;TIABENDAZOL;Thiabendazole;P;P02;P02C;P02CA
P02CA03;ALBENDAZOL;ALBENDAZOL;P;P02;P02C;P02CA
P02CA05;FLUBENDAZOL;FLUBENDAZOL;P;P02;P02C;P02CA
P02CB;DERIVADOS DE PIPERAZINA (NEMATOCIDAS);PIPERAZINE DERIVATIVES (NEMATOCIDES);P;P02;P02C;P02CB
P02CB01;PIPERAZINA;Piperazine;P;P02;P02C;P02CB
P02CB02;DIETILCARBAMAZINA;DIETHYLCARBAMAZINE;P;P02;P02C;P02CB
P02CC;DERIVADOS DE TETRAHIDROPIPERAMIDINA (NEMATOCIDAS);TETRAHYDROPIPERAMIDINE DERIVATIVES (NEMATOCIDES);P;P02;P02C;P02CC
P02CC01;PIRANTEL;PIRANTEL;P;P02;P02C;P02CC
P02CF;AVERMECTINAS (NEMATOCIDAS);AVERMECTINS (NEMATOCIDES);P;P02;P02C;P02CF
P02CF01;IVERMECTINA;IVERMECTIN;P;P02;P02C;P02CF
P02CX;OTROS NEMATOCIDAS;OTHER NEMATOCIDES;P;P02;P02C;P02CX
P02CX01;PIRVINIO;PIRVINIO;P;P02;P02C;P02CX
P02D;CESTOCIDAS;Cestocides;P;P02;P02D;
P02DA;ACIDO SALICILICO Y DERIVADOS (CESTOCIDAS);Salicylic acid and derivatives (cestocides);P;P02;P02D;P02DA
P02DA01;NICLOSAMIDA;NICLOSAMIDE;P;P02;P02D;P02DA
P02DX;OTROS CESTOCIDAS;OTHER CESTOCIDES;P;P02;P02D;P02DX
P02DX91;SODIO CLORURO;SODIUM CHLORIDE;P;P02;P02D;P02DX
P03;ECTOPARASITICIDAS, INCLUIDOS ESCABICIDAS;ECTOPARASITICIDES, INCLUDING SCABICIDES;P;P03;;
P03A;ECTOPARASITICIDAS, INCLUIDOS ESCABICIDAS;ECTOPARASITICIDES, INCLUDING SCABICIDES;P;P03;P03A;
P03AB;COMPUESTOS DE CLORINA (ECTOPARASITICIDAS);CHLORINE COMPOUNDS (ECTOPARASITICIDES);P;P03;P03A;P03AB
P03AB02;LINDANO;LINDANE;P;P03;P03A;P03AB
P03AB52;LINDANO EN ASOCIACION;LINDANE IN ASSOCIATION;P;P03;P03A;P03AB
P03AC;PIRETRINAS (ECTOPARASITICIDAS);PYRETHRINS (ECTOPARASITICIDES);P;P03;P03A;P03AC
P03AC03;FENOTRINA;PHENOTHRIN;P;P03;P03A;P03AC
P03AC04;PERMETRINA;PERMETHRIN;P;P03;P03A;P03AC
P03AC53;FENOTRINA EN ASOCIACION;PHENOTHRIN IN ASSOCIATION;P;P03;P03A;P03AC
P03AC54;PERMETRINA EN ASOCIACION;PERMETHRIN IN ASSOCIATION;P;P03;P03A;P03AC
P03AC91;FENOTRINA+PIPERONIL BUTOXIDO;PHENOTHRINE+PIPERONYL BUTOXIDE;P;P03;P03A;P03AC
P03AX;OTROS ECTOPARASITICIDAS, INCLUIDOS ESCABICIDAS;OTHER ECTOPARASITICIDES, INCLUDING SCABICIDES;P;P03;P03A;P03AX
P03AX03;MALATION;MALATHION;P;P03;P03A;P03AX
P03AX91;CROTAMITON;CROTAMITON;P;P03;P03A;P03AX
R;SISTEMA RESPIRATORIO;RESPIRATORY SYSTEM;R;;;
R01;PREPARACIONES NASALES;NASAL PREPARATIONS;R;R01;;
R01A;DESCONGESTIONANTES NASALES DE USO TOPICO;NASAL DECONGESTANTS FOR TOPICAL USE;R;R01;R01A;
R01AA;SIMPATICOMIMETICOS SOLOS (DESCONGESTIONANTES NASALES);SYMPATICOMIMETICS ONLY (NASAL DECONGESTIONANTS);R;R01;R01A;R01AA
R01AA04;FENILEFRINA;Phenylephrine;R;R01;R01A;R01AA
R01AA05;OXIMETAZOLINA;OXYMETAZOLINE;R;R01;R01A;R01AA
R01AA07;XILOMETAZOLINA;XYLOMETAZOLINE;R;R01;R01A;R01AA
R01AA08;NAFAZOLINA;Naphazoline;R;R01;R01A;R01AA
R01AA09;TRAMAZOLINA;TRAMAZOLINE;R;R01;R01A;R01AA
R01AB;SIMPATICOMIMETICOS EN ASOCIACION;SYMPATHOMIMETHICS IN ASSOCIATION;R;R01;R01A;R01AB
R01AB01;FENILEFRINA;Phenylephrine;R;R01;R01A;R01AB
R01AB05;EFEDRINA;EPHEDRINE;R;R01;R01A;R01AB
R01AB06;XILOMETAZOLINA;XYLOMETAZOLINE;R;R01;R01A;R01AB
R01AB07;OXIMETAZOLINA;OXYMETAZOLINE;R;R01;R01A;R01AB
R01AB91;TRAMAZOLINA ASOC. A ANTIHISTAMINICO;Tramazoline in association with an antihistamine;R;R01;R01A;R01AB
R01ABNE;SIMPATICOMIMETICOS EN ASOCIACION NE;SYMPATHOMIMETHICS IN NE ASSOCIATION;R;R01;R01A;R01AB
R01AC;ANTIALERGICOS, EXCLUIDOS CORTICOSTEROIDES (PREP. NASALES);ANTI-ALLERGIC, EXCLUDING CORTICOSTEROIDS (NASAL PREPS);R;R01;R01A;R01AC
R01AC01;CROMOGLICICO ACIDO;Cromoglycic Acid;R;R01;R01A;R01AC
R01AC02;LEVOCABASTINA;LEVOCABASTINA;R;R01;R01A;R01AC
R01AC03;AZELASTINA;AZELASTINE;R;R01;R01A;R01AC
R01AC08;OLOPATADINA;OLOPATADINE;R;R01;R01A;R01AC
R01AC51;CROMOGLICICO ACIDO EN ASOCIACION;Cromoglycic Acid in Association;R;R01;R01A;R01AC
R01AD;CORTICOSTEROIDES (NASALES);CORTICOSTEROIDS (NASAL);R;R01;R01A;R01AD
R01AD01;BECLOMETASONA;BECLOMETHASONE;R;R01;R01A;R01AD
R01AD05;BUDESONIDA (NASAL);BUDESONIDE (NASAL);R;R01;R01A;R01AD
R01AD07;TIXOCORTOL;TIXOCORTOL;R;R01;R01A;R01AD
R01AD08;FLUTICASONA (NASAL);FLUTICASONE (NASAL);R;R01;R01A;R01AD
R01AD09;MOMETASONA;Mometasone;R;R01;R01A;R01AD
R01AD11;TRIAMCINOLONA ACETONIDO;TRIAMCINOLONE ACETONIDE;R;R01;R01A;R01AD
R01AD12;FLUTICASONA FUROATO;FLUTICASONE FUROATE;R;R01;R01A;R01AD
R01AD52;PREDNISOLONA EN ASOCIACION;PREDNISOLONE IN ASSOCIATION;R;R01;R01A;R01AD
R01AD53;DEXAMETASONA EN ASOCIACION;DEXAMETHASONE IN ASSOCIATION;R;R01;R01A;R01AD
R01AD58;Fluticasona, combinaciones con;FLUTICASONE, COMBINATIONS WITH;R;R01;R01A;R01AD
R01AD60;HIDROCORTISONA EN ASOCIACION;HYDROCORTISONE IN ASSOCIATION;R;R01;R01A;R01AD
R01AD91;FLUOCINOLONA EN ASOCIACION;FLUOCINOLONE IN ASSOCIATION;R;R01;R01A;R01AD
R01ADNE;CORTICOSTEROIDES (NASALES) NE;CORTICOSTEROIDS (NASAL) NE;R;R01;R01A;R01AD
R01AX;OTROS PREPARADOS NASALES;OTHER NASAL PREPARATIONS;R;R01;R01A;R01AX
R01AX02;RETINOL;RETINOL;R;R01;R01A;R01AX
R01AX03;IPRATROPIO BROMURO;IPRATROPIUM BROMIDE;R;R01;R01A;R01AX
R01AX08;FRAMICETINA;FRAMICETIN;R;R01;R01A;R01AX
R01AX10;DESCONGESTIONANTES NASALES VARIOS;VARIOUS NASAL DECONGESTIONANTS;R;R01;R01A;R01AX
R01AX30;OTROS PREPARADOS NASALES EN ASOCIACION;OTHER NASAL PREPARATIONS IN ASSOCIATION;R;R01;R01A;R01AX
R01B;DESCONGESTIONANTES NASALES DE USO SISTEMICO;NASAL DECONGESTIONANTS FOR SYSTEMIC USE;R;R01;R01B;
R01BA;SIMPATICOMIMETICOS;SYMPATHOMIMETHICS;R;R01;R01B;R01BA
R01BA02;PSEUDOEFEDRINA;PSEUDOEPHEDRINE;R;R01;R01B;R01BA
R01BA51;FENILPROPANOLAMINA ASOC. A ANTIHISTAMINICO;PHENYLPROPANOLAMINE ASSOCIATED WITH ANTIHISTAMINE;R;R01;R01B;R01BA
R01BA52;PSEUDOEFEDRINA ASOC. A ANTIHISTAMINICOS;PSEUDOEPHEDRINE ASSOCIATED WITH ANTIHISTAMINES;R;R01;R01B;R01BA
R01BA53;FENILEFRINA ASOC. A ANTIHISTAMINICOS;Phenylephrine in association with antihistamines;R;R01;R01B;R01BA
R01BANE;SIMPATICOMIMETICOS NE;SYMPATHOMIMETHICS NE;R;R01;R01B;R01BA
R02;PREPARADOS PARA LA GARGANTA;READY FOR THE THROAT;R;R02;;
R02A;PREPARADOS PARA LA GARGANTA;READY FOR THE THROAT;R;R02;R02A;
R02AA;ANTISEPTICOS (PREPARADOS PARA LA GARGANTA);ANTISEPTIC (THROAT PREPARATIONS);R;R02;R02A;R02AA
R02AA02;DECUALINIO;Dequalinium;R;R02;R02A;R02AA
R02AA03;Alcohol diclorobencilico;Dichlorobenzyl alcohol;R;R02;R02A;R02AA
R02AA05;CLORHEXIDINA;Chlorhexidine;R;R02;R02A;R02AA
R02AA15;POVIDONA IODADA;POVIDONE IODINE;R;R02;R02A;R02AA
R02AA17;CETRIMONIO;CETRIMONIUM;R;R02;R02A;R02AA
R02AA18;HEXAMIDINA;HEXAMIDINE;R;R02;R02A;R02AA
R02AA20;VARIOS;SEVERAL;R;R02;R02A;R02AA
R02AA52;DECUALINIO EN ASOCIACION;DEQUALINIUM IN ASSOCIATION;R;R02;R02A;R02AA
R02AA55;CLORHEXIDINA EN ASOCIACION;CHLORHEXIDINE IN ASSOCIATION;R;R02;R02A;R02AA
R02AA68;HEXAMIDINA EN ASOCIACION;HEXAMIDINE IN ASSOCIATION;R;R02;R02A;R02AA
R02AANE;ANTISEPTICOS (PREPARADOS PARA LA GARGANTA) NE;ANTISEPTICS (THROAT PREPARATIONS) NE;R;R02;R02A;R02AA
R02AB;ANTIBIOTICOS (PREPARADOS PARA LA GARGANTA);ANTIBIOTICS (THROAT PREPARATIONS);R;R02;R02A;R02AB
R02AB01;NEOMICINA;NEOMYCIN;R;R02;R02A;R02AB
R02AB03;FUSAFUNGINA;FUSAFUNGIN;R;R02;R02A;R02AB
R02AB54;BACITRACINA EN ASOCIACION;BACITRACIN IN ASSOCIATION;R;R02;R02A;R02AB
R02ABNE;ANTIBIOTICOS (PREPARADOS PARA LA GARGANTA) NE;ANTIBIOTICS (THROAT PREPARATIONS) NE;R;R02;R02A;R02AB
R02AD;ANESTESICOS LOCALES;LOCAL ANESTHETICS;R;R02;R02A;R02AD
R02AD01;BENZOCAINA;BENZOCAINE;R;R02;R02A;R02AD
R02AD02;LIDOCAINA;Lidocaine;R;R02;R02A;R02AD
R02AD05;Ambroxol;AMBROXOL;R;R02;R02A;R02AD
R02ADNE;ANESTESICOS LOCALES NE;LOCAL ANESTHETICS NE;R;R02;R02A;R02AD
R02AN;PREPARADOS PARA LA GARGANTA NE;READY FOR THE NE THROAT;R;R02;R02A;R02AN
R02ANNE;PREPARADOS PARA LA GARGANTA NE NE;READY FOR THE NE NE THROAT;R;R02;R02A;R02AN
R02AX;OTROS PREPARADOS PARA LA GARGANTA;OTHER PREPARATIONS FOR THE THROAT;R;R02;R02A;R02AX
R02AX01;FLURBIPROFENO;FLURBIPROFEN;R;R02;R02A;R02AX
R02AX03;Bencidamina;Benzydamine;R;R02;R02A;R02AX
R02AXNE;OTROS PREPARADOS PARA LA GARGANTA NE;OTHER PREPARATIONS FOR THE NE THROAT;R;R02;R02A;R02AX
R03;MEDICAMENTOS PARA OBSTRUCCION DE VIAS RESPIRATORIAS;MEDICINES FOR RESPIRATORY TRACT OBSTRUCTION;R;R03;;
R03A;ADRENERGICOS INHALADOS (ANTIASMATICOS);Inhaled adrenergics (anti-asthma drugs);R;R03;R03A;
R03AA;AGONISTAS ALFA y BETA ADRENERGICOS (ANTIASMATICOS);ALPHA AND BETA ADRENERGIC AGONISTS (ANTI-ASTHMATIC);R;R03;R03A;R03AA
R03AA01;EPINEFRINA;EPINEPHRINE;R;R03;R03A;R03AA
R03AB;AGONISTAS BETA-ADRENERGICOS NO SELECTIVOS;NON-SELECTIVE BETA-ADRENERGIC AGONISTS;R;R03;R03A;R03AB
R03AB02;ISOPRENALINA;ISOPRENALINE;R;R03;R03A;R03AB
R03AB03;ORCIPRENALINA;ORCIPRENALINE;R;R03;R03A;R03AB
R03AC;AGONISTAS BETA-2-ADRENERGICOS SELECTIVOS;SELECTIVE BETA-2 ADRENERGIC AGONISTS;R;R03;R03A;R03AC
R03AC02;SALBUTAMOL;SALBUTAMOL;R;R03;R03A;R03AC
R03AC03;TERBUTALINA;TERBUTALINE;R;R03;R03A;R03AC
R03AC04;FENOTEROL;PHENOTEROLE;R;R03;R03A;R03AC
R03AC05;RIMITEROL;RIMITEROL;R;R03;R03A;R03AC
R03AC06;HEXOPRENALINA;HEXOPRENALINE;R;R03;R03A;R03AC
R03AC07;ISOETARINA;ISOETHARINE;R;R03;R03A;R03AC
R03AC08;PIRBUTEROL;PIRBUTEROL;R;R03;R03A;R03AC
R03AC09;TRETOQUINOL;TRETOQUINOL;R;R03;R03A;R03AC
R03AC10;CARBUTEROL;CARBUTEROL;R;R03;R03A;R03AC
R03AC11;TULOBUTEROL;TULOBUTEROL;R;R03;R03A;R03AC
R03AC12;SALMETEROL;SALMETEROL;R;R03;R03A;R03AC
R03AC13;FORMOTEROL;FORMOTEROL;R;R03;R03A;R03AC
R03AC14;CLENBUTEROL;CLENBUTEROL;R;R03;R03A;R03AC
