ATC;Medicamento;Medicamento;Anatomico;Terapeutico;Farmacologico;Quimico
R03AC09;TRETOQUINOL;TRETOQUINOL;R;R03;R03A;R03AC
R03AC10;CARBUTEROL;CARBUTEROL;R;R03;R03A;R03AC
R03AC11;TULOBUTEROL;TULOBUTEROL;R;R03;R03A;R03AC
R03AC12;SALMETEROL;SALMETEROL;R;R03;R03A;R03AC
R03AC13;FORMOTEROL;FORMOTEROL;R;R03;R03A;R03AC
R03AC14;CLENBUTEROL;CLENBUTEROL;R;R03;R03A;R03AC
R03AC15;REPROTEROL;REPROTEROL;R;R03;R03A;R03AC
R03AC16;PROCATEROL;PROCATEROL;R;R03;R03A;R03AC
R03AC17;BITOLTEROL;BITOLTEROL;R;R03;R03A;R03AC
R03AC18;INDACATEROL;INDACATEROL;R;R03;R03A;R03AC
R03AC19;Odolaterol;Odolaterol;R;R03;R03A;R03AC
R03AH;ADRENERGICOS EN ASOCIACION (ANTIASMATICOS);ADRENERGICOS EN ASOCIACION (ANTIASMATICOS);R;R03;R03A;R03AH
R03AH91;ISOPRENALINA ASOC. A OTROS ADRENERGICOS;ISOPRENALINA ASOC. A OTROS ADRENERGICOS;R;R03;R03A;R03AH
R03AK;ADRENERGICOS ASOCIADOS A OTROS ANTIASMATICOS;ADRENERGICOS ASOCIADOS A OTROS ANTIASMATICOS;R;R03;R03A;R03AK
R03AK02;ISOPRENALINA ASOC. A OTROS ANTIASMATICOS;ISOPRENALINA ASOC. A OTROS ANTIASMATICOS;R;R03;R03A;R03AK
R03AK03;FENOTEROL ASOC. A OTROS ANTIASMATICOS;FENOTEROL ASOC. A OTROS ANTIASMATICOS;R;R03;R03A;R03AK
R03AK04;SALBUTAMOL ASOC. A OTROS ANTIASMATICOS;SALBUTAMOL ASOC. A OTROS ANTIASMATICOS;R;R03;R03A;R03AK
R03AK05;REPROTEROL ASOC. A OTROS ANTIASMATICOS;REPROTEROL ASOC. A OTROS ANTIASMATICOS;R;R03;R03A;R03AK
R03AK06;SALMETEROL ASOC. A OTROS ANTIASMATICOS;SALMETEROL ASOC. A OTROS ANTIASMATICOS;R;R03;R03A;R03AK
R03AK07;FORMOTEROL ASOC. A OTROS ANTIASMATICOS;FORMOTEROL ASOC. A OTROS ANTIASMATICOS;R;R03;R03A;R03AK
R03AK08;Formoterol y beclometasona;Formoterol y beclometasona;R;R03;R03A;R03AK
R03AK10;Vilanterol y furoato de fluticasona;Vilanterol y furoato de fluticasona;R;R03;R03A;R03AK
R03AK11;Formoterol y fluticasona;Formoterol y fluticasona;R;R03;R03A;R03AK
R03AK13;Salbutamol y beclometasona;Salbutamol y beclometasona;R;R03;R03A;R03AK
R03AKNE;ADRENERGICOS ASOCIADOS A OTROS ANTIASMATICOS NE;ADRENERGICOS ASOCIADOS A OTROS ANTIASMATICOS NE;R;R03;R03A;R03AK
R03AL;Adren�rgicos en combinaci�n con anticolin�rgicos;Adren�rgicos en combinaci�n con anticolin�rgicos;R;R03;R03A;R03AL
R03AL01;Fenoterol e Ipratropio, bromuro de;Fenoterol e Ipratropio, bromuro de;R;R03;R03A;R03AL
R03AL02; Salbutamol e Ipratropio, bromuro de; Salbutamol e Ipratropio, bromuro de;R;R03;R03A;R03AL
R03AL03;Vilanterol y Umeclidinio, bromuro de;Vilanterol y Umeclidinio, bromuro de;R;R03;R03A;R03AL
R03AL04;Indacaterol y Glicopirronio, bromuro de;Indacaterol y Glicopirronio, bromuro de;R;R03;R03A;R03AL
R03AL05;Formoterol y Bromuro de aclidinio;Formoterol y Bromuro de aclidinio;R;R03;R03A;R03AL
R03AL06;Olodaterol y bromuro de tiotropio;Olodaterol y bromuro de tiotropio;R;R03;R03A;R03AL
R03AL08; Vilanterol, umeclidinio, bromuro de y fluticasona, furoato de; Vilanterol, umeclidinio, bromuro de y fluticasona, furoato de;R;R03;R03A;R03AL
R03AL09; Formoterol, glicopirronio, bromuro de y beclometasona; Formoterol, glicopirronio, bromuro de y beclometasona;R;R03;R03A;R03AL
R03ALNE;Adren�rgicos en combinaci�n con anticolin�rgicos NE;Adren�rgicos en combinaci�n con anticolin�rgicos NE;R;R03;R03A;R03AL
R03B;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, INHALADOS;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, INHALADOS;R;R03;R03B;
R03BA;GLUCOCORTICOIDES (ANTIASMATICOS);GLUCOCORTICOIDES (ANTIASMATICOS);R;R03;R03B;R03BA
R03BA01;BECLOMETASONA;BECLOMETASONA;R;R03;R03B;R03BA
R03BA02;BUDESONIDA;BUDESONIDA;R;R03;R03B;R03BA
R03BA03;FLUNISOLIDA;FLUNISOLIDA;R;R03;R03B;R03BA
R03BA04;BETAMETASONA;BETAMETASONA;R;R03;R03B;R03BA
R03BA05;FLUTICASONA (INHALAT);FLUTICASONA (INHALAT);R;R03;R03B;R03BA
R03BA06;TRIAMCINOLONA;TRIAMCINOLONA;R;R03;R03B;R03BA
R03BA07;MOMETASONA;MOMETASONA;R;R03;R03B;R03BA
R03BA08;CICLESONIDA;CICLESONIDA;R;R03;R03B;R03BA
R03BB;ANTICOLINERGICOS (ANTIASMATICOS);ANTICOLINERGICOS (ANTIASMATICOS);R;R03;R03B;R03BB
R03BB01;IPRATROPIO BROMURO;IPRATROPIO BROMURO;R;R03;R03B;R03BB
R03BB02;OXITROPIO BROMURO;OXITROPIO BROMURO;R;R03;R03B;R03BB
R03BB03;ESTRAMONIO PREPARADOS;ESTRAMONIO PREPARADOS;R;R03;R03B;R03BB
R03BB04;TIOTROPIO BROMURO;TIOTROPIO BROMURO;R;R03;R03B;R03BB
R03BB05;Bromuro de Aclidinio;Bromuro de Aclidinio;R;R03;R03B;R03BB
R03BB06;Glicopirronio bromuro;Glicopirronio bromuro;R;R03;R03B;R03BB
R03BB07;Umeclidinio bromuro;Umeclidinio bromuro;R;R03;R03B;R03BB
R03BBNE;ANTICOLINERGICOS (ANTIASMATICOS) NE;ANTICOLINERGICOS (ANTIASMATICOS) NE;R;R03;R03B;R03BB
R03BC;ANTIALERGICOS, EXCLUIDOS CORTICOSTEROIDES;ANTIALERGICOS, EXCLUIDOS CORTICOSTEROIDES;R;R03;R03B;R03BC
R03BC01;CROMOGLICICO ACIDO;CROMOGLICICO ACIDO;R;R03;R03B;R03BC
R03BC03;NEDOCROMILO;NEDOCROMILO;R;R03;R03B;R03BC
R03BX;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, INHALADOS;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, INHALADOS;R;R03;R03B;R03BX
R03BX01;FENSPIRIDA;FENSPIRIDA;R;R03;R03B;R03BX
R03C;ADRENERGICOS DE USO SISTEMICO (ANTIASMATICOS);ADRENERGICOS DE USO SISTEMICO (ANTIASMATICOS);R;R03;R03C;
R03CA;AGONISTAS ALFA y BETA ADRENERGICOS (ANTIASMATICOS);AGONISTAS ALFA y BETA ADRENERGICOS (ANTIASMATICOS);R;R03;R03C;R03CA
R03CA02;EFEDRINA;EFEDRINA;R;R03;R03C;R03CA
R03CB;AGONISTAS BETA-ADRENERGICOS NO SELECTIVOS (ANTIAS;AGONISTAS BETA-ADRENERGICOS NO SELECTIVOS (ANTIAS;R;R03;R03C;R03CB
R03CB01;ISOPRENALINA;ISOPRENALINA;R;R03;R03C;R03CB
R03CB03;ORCIPRENALINA;ORCIPRENALINA;R;R03;R03C;R03CB
R03CC;AGONISTAS BETA-2-ADRENERGICOS SELECTIVOS (ANTIASMATICOS);AGONISTAS BETA-2-ADRENERGICOS SELECTIVOS (ANTIASMATICOS);R;R03;R03C;R03CC
R03CC02;SALBUTAMOL;SALBUTAMOL;R;R03;R03C;R03CC
R03CC03;TERBUTALINA;TERBUTALINA;R;R03;R03C;R03CC
R03CC04;FENOTEROL;FENOTEROL;R;R03;R03C;R03CC
R03CC05;HEXOPRENALINA;HEXOPRENALINA;R;R03;R03C;R03CC
R03CC06;ISOETARINA;ISOETARINA;R;R03;R03C;R03CC
R03CC07;PIRBUTEROL;PIRBUTEROL;R;R03;R03C;R03CC
R03CC08;PROCATEROL;PROCATEROL;R;R03;R03C;R03CC
R03CC09;TRETOQUINOL;TRETOQUINOL;R;R03;R03C;R03CC
R03CC10;CARBUTEROL;CARBUTEROL;R;R03;R03C;R03CC
R03CC11;TULOBUTEROL;TULOBUTEROL;R;R03;R03C;R03CC
R03CC12;BAMBUTEROL;BAMBUTEROL;R;R03;R03C;R03CC
R03CC13;CLENBUTEROL;CLENBUTEROL;R;R03;R03C;R03CC
R03CC14;REPROTEROL;REPROTEROL;R;R03;R03C;R03CC
R03CC52;SALBUTAMOL EN ASOCIACION;SALBUTAMOL EN ASOCIACION;R;R03;R03C;R03CC
R03CC53;TERBUTALINA EN ASOCIACION;TERBUTALINA EN ASOCIACION;R;R03;R03C;R03CC
R03D;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, USO SISTEMICO;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, USO SISTEMICO;R;R03;R03D;
R03DA;XANTINAS (ANTIASMATICOS SISTEMICOS);XANTINAS (ANTIASMATICOS SISTEMICOS);R;R03;R03D;R03DA
R03DA01;DIPROFILINA;DIPROFILINA;R;R03;R03D;R03DA
R03DA02;TEOFILINATO COLINA;TEOFILINATO COLINA;R;R03;R03D;R03DA
R03DA03;PROXIFILINA;PROXIFILINA;R;R03;R03D;R03DA
R03DA04;TEOFILINA;TEOFILINA;R;R03;R03D;R03DA
R03DA05;AMINOFILINA;AMINOFILINA;R;R03;R03D;R03DA
R03DA06;ETAMIFILINA;ETAMIFILINA;R;R03;R03D;R03DA
R03DA07;TEOBROMINA;TEOBROMINA;R;R03;R03D;R03DA
R03DA08;BAMIFILINA;BAMIFILINA;R;R03;R03D;R03DA
R03DA09;ACEFILINA PIPERAZINA;ACEFILINA PIPERAZINA;R;R03;R03D;R03DA
R03DA10;BUFILINA;BUFILINA;R;R03;R03D;R03DA
R03DA11;DOXOFILINA;DOXOFILINA;R;R03;R03D;R03DA
R03DA12;Mepiramina teofilinacetato;Mepiramina teofilinacetato;R;R03;R03D;R03DA
R03DA20;XANTINAS EN ASOCIACION;XANTINAS EN ASOCIACION;R;R03;R03D;R03DA
R03DA51;DIPROFILINA EN ASOCIACION;DIPROFILINA EN ASOCIACION;R;R03;R03D;R03DA
R03DA54;TEOFILINA EN ASOCIACION (EXCL.PSICOLEPTICOS);TEOFILINA EN ASOCIACION (EXCL.PSICOLEPTICOS);R;R03;R03D;R03DA
R03DA55;AMINOFILINA EN ASOCIACION;AMINOFILINA EN ASOCIACION;R;R03;R03D;R03DA
R03DA56;ETAMIFILINA EN ASOCIACION;ETAMIFILINA EN ASOCIACION;R;R03;R03D;R03DA
R03DA74;TEOFILINA ASOC. A PSICOLEPTICOS;TEOFILINA ASOC. A PSICOLEPTICOS;R;R03;R03D;R03DA
R03DB;XANTINAS ASOCIADAS A ADRENERGICOS (ANTIASMATICOS SISTEMICOS);XANTINAS ASOCIADAS A ADRENERGICOS (ANTIASMATICOS SISTEMICOS);R;R03;R03D;R03DB
R03DB01;DIPROFILINA ASOC. A ADRENERGICOS;DIPROFILINA ASOC. A ADRENERGICOS;R;R03;R03D;R03DB
R03DB04;TEOFILINA ASOC. A ADRENERGICOS;TEOFILINA ASOC. A ADRENERGICOS;R;R03;R03D;R03DB
R03DC;ANTAGONISTAS RECEPTORES DEL LEUKOTRIENO (ANTIASMATICOS);ANTAGONISTAS RECEPTORES DEL LEUKOTRIENO (ANTIASMATICOS);R;R03;R03D;R03DC
R03DC01;ZAFIRLUKAST;ZAFIRLUKAST;R;R03;R03D;R03DC
R03DC02;PRANLUKAST;PRANLUKAST;R;R03;R03D;R03DC
R03DC03;MONTELUKAST;MONTELUKAST;R;R03;R03D;R03DC
R03DC04;IBUDILAST;IBUDILAST;R;R03;R03D;R03DC
R03DX;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, USO SISTEMICO;OTROS PARA OBSTRUCCION DE VIAS RESPIRATORIAS, USO SISTEMICO;R;R03;R03D;R03DX
R03DX05;OMALIZUMAB;OMALIZUMAB;R;R03;R03D;R03DX
R03DX07;ROFLUMILAST;ROFLUMILAST;R;R03;R03D;R03DX
R03DX08;Reslizumab;Reslizumab;R;R03;R03D;R03DX
R03DX09;Mepolizumab;Mepolizumab;R;R03;R03D;R03DX
R03DX10;BENRALIZUMAB;BENRALIZUMAB;R;R03;R03D;R03DX
R05;PREPARADOS PARA LA TOS Y EL RESFRIADO;PREPARADOS PARA LA TOS Y EL RESFRIADO;R;R05;;
R05C;EXPECTORANTES, EXCLUID. ASOCIAC. CON ANTITUSIGENOS;EXPECTORANTES, EXCLUID. ASOCIAC. CON ANTITUSIGENOS;R;R05;R05C;
R05CA;EXPECTORANTES;EXPECTORANTES;R;R05;R05C;R05CA
R05CA01;TILOXAPOL;TILOXAPOL;R;R05;R05C;R05CA
R05CA03;GUAIFENESINA;GUAIFENESINA;R;R05;R05C;R05CA
R05CA04;IPECACUANA;IPECACUANA;R;R05;R05C;R05CA
R05CA06;POLIGALA SENEGA;POLIGALA SENEGA;R;R05;R05C;R05CA
R05CA09;GUAYACOL;GUAYACOL;R;R05;R05C;R05CA
R05CA10;EXPECTORANTES EN ASOCIACION;EXPECTORANTES EN ASOCIACION;R;R05;R05C;R05CA
R05CA12;Hederae helicis folium;Hederae helicis folium;R;R05;R05C;R05CA
R05CA53;GUAIFENESINA EN ASOCIACION;GUAIFENESINA EN ASOCIACION;R;R05;R05C;R05CA
R05CA94;GLICEROL IODADO+FENILPROPANOLAMINA;GLICEROL IODADO+FENILPROPANOLAMINA;R;R05;R05C;R05CA
R05CANE;EXPECTORANTES NE;EXPECTORANTES NE;R;R05;R05C;R05CA
R05CB;MUCOLITICOS;MUCOLITICOS;R;R05;R05C;R05CB
R05CB01;ACETILCISTEINA;ACETILCISTEINA;R;R05;R05C;R05CB
R05CB02;BROMHEXINA;BROMHEXINA;R;R05;R05C;R05CB
R05CB03;CARBOCISTEINA;CARBOCISTEINA;R;R05;R05C;R05CB
R05CB05;MESNA;MESNA;R;R05;R05C;R05CB
R05CB06;AMBROXOL;AMBROXOL;R;R05;R05C;R05CB
R05CB07;SOBREROL;SOBREROL;R;R05;R05C;R05CB
R05CB09;LETOSTEINA;LETOSTEINA;R;R05;R05C;R05CB
R05CB10;MUCOLITICOS EN ASOCIACION;MUCOLITICOS EN ASOCIACION;R;R05;R05C;R05CB
R05CB13;DORNASA ALFA;DORNASA ALFA;R;R05;R05C;R05CB
R05CB15;ERDOSTEINA;ERDOSTEINA;R;R05;R05C;R05CB
R05CB16;MANITOL;MANITOL;R;R05;R05C;R05CB
R05CB91;CITIOLONA;CITIOLONA;R;R05;R05C;R05CB
R05CB92;HIALURONICO ACIDO + SODIO CLORURO;HIALURONICO ACIDO + SODIO CLORURO;R;R05;R05C;R05CB
R05CBNE;MUCOLITICOS NE;MUCOLITICOS NE;R;R05;R05C;R05CB
R05CZ;ANTIINFECCIOSOS ASOCIADOS A EXPECTORANTES/MUCOLITICOS;ANTIINFECCIOSOS ASOCIADOS A EXPECTORANTES/MUCOLITICOS;R;R05;R05C;R05CZ
R05CZ91;TETRACICLINAS ASOC. A MUCOLITICO/EXPECTORANTE;TETRACICLINAS ASOC. A MUCOLITICO/EXPECTORANTE;R;R05;R05C;R05CZ
R05CZ92;AMFENICOLES ASOC. A MUCOLITICO/EXPECTORANTE;AMFENICOLES ASOC. A MUCOLITICO/EXPECTORANTE;R;R05;R05C;R05CZ
R05CZ93;PENICILINAS ASOC. A MUCOLITICO/EXPECTORANTE;PENICILINAS ASOC. A MUCOLITICO/EXPECTORANTE;R;R05;R05C;R05CZ
R05CZ94;CEFALOSPORINAS ASOC. A MUCOLITICO/EXPECTORANTE;CEFALOSPORINAS ASOC. A MUCOLITICO/EXPECTORANTE;R;R05;R05C;R05CZ
R05CZ95;SULFONAMIDAS ASOC. A MUCOLITICO/EXPECTORANTE;SULFONAMIDAS ASOC. A MUCOLITICO/EXPECTORANTE;R;R05;R05C;R05CZ
R05CZ96;AMINOGLUCOSIDOS ASOC. A MUCOLITICO/EXPECTORANTE;AMINOGLUCOSIDOS ASOC. A MUCOLITICO/EXPECTORANTE;R;R05;R05C;R05CZ
R05CZ97;MACROLIDOS ASOC. A MUCOLITICO/EXPECTORANTE;MACROLIDOS ASOC. A MUCOLITICO/EXPECTORANTE;R;R05;R05C;R05CZ
R05CZNE;ANTIINFECCIOSOS ASOCIADOS A EXPECTORANTES/MUCOLITICOS NE;ANTIINFECCIOSOS ASOCIADOS A EXPECTORANTES/MUCOLITICOS NE;R;R05;R05C;R05CZ
R05D;ANTITUSIVOS, EXCLUIDOS ASOCIACIONES CON EXPECT.;ANTITUSIVOS, EXCLUIDOS ASOCIACIONES CON EXPECT.;R;R05;R05D;
R05DA;ALCALOIDES DEL OPIO Y DERIVADOS (ANTITUSIVOS);ALCALOIDES DEL OPIO Y DERIVADOS (ANTITUSIVOS);R;R05;R05D;R05DA
R05DA03;HIDROCODONA;HIDROCODONA;R;R05;R05D;R05DA
R05DA04;CODEINA;CODEINA;R;R05;R05D;R05DA
R05DA07;NOSCAPINA;NOSCAPINA;R;R05;R05D;R05DA
R05DA08;FOLCODINA;FOLCODINA;R;R05;R05D;R05DA
R05DA09;DEXTROMETORFAN;DEXTROMETORFAN;R;R05;R05D;R05DA
R05DA11;DIMEMORFANO;DIMEMORFANO;R;R05;R05D;R05DA
R05DA12;ACETILDIHIDROCODEINA;ACETILDIHIDROCODEINA;R;R05;R05D;R05DA
R05DA20;ASOCIACIONES;ASOCIACIONES;R;R05;R05D;R05DA
R05DA54;CODEINA EN ASOCIACION;CODEINA EN ASOCIACION;R;R05;R05D;R05DA
R05DA59;DEXTROMETORFANO EN ASOCIACION;DEXTROMETORFANO EN ASOCIACION;R;R05;R05D;R05DA
R05DA91;DIHIDROCODEINA;DIHIDROCODEINA;R;R05;R05D;R05DA
R05DB;ANTITUSIVOS, EXCLUIDOS ASOCIACIONES CON EXPECTORANTES;ANTITUSIVOS, EXCLUIDOS ASOCIACIONES CON EXPECTORANTES;R;R05;R05D;R05DB
R05DB03;CLOBUTINOL;CLOBUTINOL;R;R05;R05D;R05DB
R05DB07;OXOLAMINA;OXOLAMINA;R;R05;R05D;R05DB
R05DB10;CLOFEDANOL;CLOFEDANOL;R;R05;R05D;R05DB
R05DB13;BUTAMIRATO;BUTAMIRATO;R;R05;R05D;R05DB
R05DB15;ZIPEPROL;ZIPEPROL;R;R05;R05D;R05DB
R05DB19;DROPROPIZINA;DROPROPIZINA;R;R05;R05D;R05DB
R05DB20;ANTITUSIGENOS OPIACEOS EN ASOCIACION;ANTITUSIGENOS OPIACEOS EN ASOCIACION;R;R05;R05D;R05DB
R05DB21;CLOPERASTINA;CLOPERASTINA;R;R05;R05D;R05DB
R05DB27;LEVODROPROPIZINA;LEVODROPROPIZINA;R;R05;R05D;R05DB
R05DB28;DIMETOXANATO;DIMETOXANATO;R;R05;R05D;R05DB
R05DB57;OXOLAMINA EN ASOCIACION;OXOLAMINA EN ASOCIACION;R;R05;R05D;R05DB
R05DB91;FOMINOBEN;FOMINOBEN;R;R05;R05D;R05DB
R05F;ANTITUSIVOS Y EXPECTORANTES EN ASOCIACION;ANTITUSIVOS Y EXPECTORANTES EN ASOCIACION;R;R05;R05F;
R05FA;DERIVADOS DEL OPIO Y EXPECTORANTES;DERIVADOS DEL OPIO Y EXPECTORANTES;R;R05;R05F;R05FA
R05FA01;DERIVADOS DEL OPIO Y MUCOLITICOS;DERIVADOS DEL OPIO Y MUCOLITICOS;R;R05;R05F;R05FA
R05FA02;DERIVADOS DEL OPIO Y EXPECTORANTES;DERIVADOS DEL OPIO Y EXPECTORANTES;R;R05;R05F;R05FA
R05FA91;CODEINA ASOC. A EXPECTORANTES Y ANTIHISTAMINICOS;CODEINA ASOC. A EXPECTORANTES Y ANTIHISTAMINICOS;R;R05;R05F;R05FA
R05FANE;DERIVADOS DEL OPIO Y EXPECTORANTES NE;DERIVADOS DEL OPIO Y EXPECTORANTES NE;R;R05;R05F;R05FA
R05FB;OTROS ANTITUSIGENOS Y EXPECTORANTES EN ASOCIACION;OTROS ANTITUSIGENOS Y EXPECTORANTES EN ASOCIACION;R;R05;R05F;R05FB
R05FB02;ANTITUSIGENOS Y EXPECTORANTES EN ASOCIACION;ANTITUSIGENOS Y EXPECTORANTES EN ASOCIACION;R;R05;R05F;R05FB
R05FBNE;Otros supresores de la tos y expectorantes NE;Otros supresores de la tos y expectorantes NE;R;R05;R05F;R05FB
R05N;PREPARADOS PARA LA TOS Y EL RESFRIADO NE;PREPARADOS PARA LA TOS Y EL RESFRIADO NE;R;R05;R05N;
R05NN;PREPARADOS PARA LA TOS Y EL RESFRIADO NE NE;PREPARADOS PARA LA TOS Y EL RESFRIADO NE NE;R;R05;R05N;R05NN
R05NNNE;PREPARADOS PARA LA TOS Y EL RESFRIADO NE NE NE;PREPARADOS PARA LA TOS Y EL RESFRIADO NE NE NE;R;R05;R05N;R05NN
R05X;OTROS PREPARADOS COMBINADOS PARA EL RESFRIADO;OTROS PREPARADOS COMBINADOS PARA EL RESFRIADO;R;R05;R05X;
R05X_;C�digo inexistente ATC;C�digo inexistente ATC;R;R05;R05X;R05X_
R05X_NE;C�digo inexistente ATC NE;C�digo inexistente ATC NE;R;R05;R05X;R05X_
R05Z;ANTIINFECCIOSOS ASOCIADOS A EXPECTORANTES/MUCOLITICOS;ANTIINFECCIOSOS ASOCIADOS A EXPECTORANTES/MUCOLITICOS;R;R05;R05Z;
R05ZA;PENICILINAS ASOCIADAS A EXPECTORANTES/MUCOLITICOS;PENICILINAS ASOCIADAS A EXPECTORANTES/MUCOLITICOS;R;R05;R05Z;R05ZA
R05ZA91;AMOXICILINA+MUCOLITICO/EXPECTORANTE;AMOXICILINA+MUCOLITICO/EXPECTORANTE;R;R05;R05Z;R05ZA
R05ZA92;AMPICILINA+MUCOLITICO/EXPECTORANTE;AMPICILINA+MUCOLITICO/EXPECTORANTE;R;R05;R05Z;R05ZA
R05ZA93;ERITROMICINA+MUCOLITICO/EXPECTORANTE;ERITROMICINA+MUCOLITICO/EXPECTORANTE;R;R05;R05Z;R05ZA
R05ZA94;COTRIMOXAZOL+MUCOLITICO/EXPECTORANTE;COTRIMOXAZOL+MUCOLITICO/EXPECTORANTE;R;R05;R05Z;R05ZA
R05ZA95;SULFADIAZINA+MUCOLITICO/EXPECTORANTE;SULFADIAZINA+MUCOLITICO/EXPECTORANTE;R;R05;R05Z;R05ZA
R05ZA96;TIANFENICOL+MUCOLITICO/EXPECTORANTE;TIANFENICOL+MUCOLITICO/EXPECTORANTE;R;R05;R05Z;R05ZA
R06;ANTIHISTAMINICOS DE USO SISTEMICO;ANTIHISTAMINICOS DE USO SISTEMICO;R;R06;;
R06A;ANTIHISTAMINICOS DE USO SISTEMICO;ANTIHISTAMINICOS DE USO SISTEMICO;R;R06;R06A;
R06AA;AMINOALQUIL-ETERES (ANTIHISTAMINICOS);AMINOALQUIL-ETERES (ANTIHISTAMINICOS);R;R06;R06A;R06AA
R06AA02;DIFENHIDRAMINA;DIFENHIDRAMINA;R;R06;R06A;R06AA
R06AA04;CLEMASTINA;CLEMASTINA;R;R06;R06A;R06AA
R06AA08;CARBINOXAMINA;CARBINOXAMINA;R;R06;R06A;R06AA
R06AA09;DOXILAMINA;DOXILAMINA;R;R06;R06A;R06AA
R06AA52;DIFENHIDRAMINA EN ASOCIACION;DIFENHIDRAMINA EN ASOCIACION;R;R06;R06A;R06AA
R06AA58;CARBINOXAMINA EN ASOCIACION;CARBINOXAMINA EN ASOCIACION;R;R06;R06A;R06AA
R06AA59;DOXILAMINA EN ASOCIACION;DOXILAMINA EN ASOCIACION;R;R06;R06A;R06AA
R06AANE;AMINOALQUIL-ETERES (ANTIHISTAMINICOS) NE;AMINOALQUIL-ETERES (ANTIHISTAMINICOS) NE;R;R06;R06A;R06AA
R06AB;ALQUILAMINAS SUSTITUIDAS (ANTIHISTAMINICOS);ALQUILAMINAS SUSTITUIDAS (ANTIHISTAMINICOS);R;R06;R06A;R06AB
R06AB02;DEXCLORFENIRAMINA;DEXCLORFENIRAMINA;R;R06;R06A;R06AB
R06AB03;DIMETINDENO;DIMETINDENO;R;R06;R06A;R06AB
R06AB04;CLORFENAMINA;CLORFENAMINA;R;R06;R06A;R06AB
R06AC;ETILENO-DIAMINAS SUSTITUIDAS (ANTIHISTAMINICOS);ETILENO-DIAMINAS SUSTITUIDAS (ANTIHISTAMINICOS);R;R06;R06A;R06AC
R06AC01;MEPIRAMINA;MEPIRAMINA;R;R06;R06A;R06AC
R06AD;DERIVADOS FENOTIAZINICOS (ANTIHISTAMINICOS);DERIVADOS FENOTIAZINICOS (ANTIHISTAMINICOS);R;R06;R06A;R06AD
R06AD01;ALIMEMAZINA;ALIMEMAZINA;R;R06;R06A;R06AD
R06AD02;PROMETAZINA;PROMETAZINA;R;R06;R06A;R06AD
R06AD03;TIETILPERAZINA;TIETILPERAZINA;R;R06;R06A;R06AD
R06AD07;MEQUITAZINA;MEQUITAZINA;R;R06;R06A;R06AD
R06AD51;ALIMEMAZINA EN ASOCIACION;ALIMEMAZINA EN ASOCIACION;R;R06;R06A;R06AD
R06AD52;PROMETAZINA EN ASOCIACION;PROMETAZINA EN ASOCIACION;R;R06;R06A;R06AD
R06AE;DERIVADOS PIPERAZINICOS (ANTIHISTAMINICOS);DERIVADOS PIPERAZINICOS (ANTIHISTAMINICOS);R;R06;R06A;R06AE
R06AE05;MECLOZINA;MECLOZINA;R;R06;R06A;R06AE
R06AE06;OXATOMIDA;OXATOMIDA;R;R06;R06A;R06AE
R06AE07;CETIRIZINA;CETIRIZINA;R;R06;R06A;R06AE
R06AE09;LEVOCETIRIZINA;LEVOCETIRIZINA;R;R06;R06A;R06AE
R06AE57;CETIRIZINA EN ASOCIACION;CETIRIZINA EN ASOCIACION;R;R06;R06A;R06AE
R06AE92;CLOCINIZINA EN ASOCIACION;CLOCINIZINA EN ASOCIACION;R;R06;R06A;R06AE
R06AENE;DERIVADOS PIPERAZINICOS (ANTIHISTAMINICOS) NE;DERIVADOS PIPERAZINICOS (ANTIHISTAMINICOS) NE;R;R06;R06A;R06AE
R06AX;OTROS ANTIHISTAMINICOS DE USO SISTEMICO;OTROS ANTIHISTAMINICOS DE USO SISTEMICO;R;R06;R06A;R06AX
R06AX02;CIPROHEPTADINA;CIPROHEPTADINA;R;R06;R06A;R06AX
R06AX07;TRIPROLIDINA;TRIPROLIDINA;R;R06;R06A;R06AX
R06AX09;AZATADINA;AZATADINA;R;R06;R06A;R06AX
R06AX11;ASTEMIZOL;ASTEMIZOL;R;R06;R06A;R06AX
R06AX12;TERFENADINA;TERFENADINA;R;R06;R06A;R06AX
R06AX13;LORATADINA;LORATADINA;R;R06;R06A;R06AX
R06AX17;KETOTIFENO;KETOTIFENO;R;R06;R06A;R06AX
R06AX19;AZELASTINA;AZELASTINA;R;R06;R06A;R06AX
R06AX22;EBASTINA;EBASTINA;R;R06;R06A;R06AX
R06AX25;MIZOLASTINA;MIZOLASTINA;R;R06;R06A;R06AX
R06AX26;FEXOFENADINA;FEXOFENADINA;R;R06;R06A;R06AX
R06AX27;DESLORATADINA;DESLORATADINA;R;R06;R06A;R06AX
R06AX28;RUPATADINA;RUPATADINA;R;R06;R06A;R06AX
R06AX29;BILASTINA;BILASTINA;R;R06;R06A;R06AX
R06AX91;CLEMIZOL;CLEMIZOL;R;R06;R06A;R06AX
