Gene_ID;Gene;Entity1_type;Disease_ID;Disease;Entity2_type;LADME
PA27848;ERCC2;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA27848;ERCC2;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA27848;ERCC2;GENE;PA444101;NEOPLASM OF ESOPHAGUS;DISEASE;PD
PA27848;ERCC2;GENE;PA444773;LEUKOPENIA;DISEASE;PD
PA27848;ERCC2;GENE;PA444937;MESOTHELIOMA;DISEASE;PD
PA27848;ERCC2;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA27848;ERCC2;GENE;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA27848;ERCC2;GENE;PA445218;PANCREATIC NEOPLASMS;DISEASE;PD
PA27848;ERCC2;GENE;PA445601;OSTEOSARCOMA;DISEASE;PD
PA27848;ERCC2;GENE;PA445828;TESTICULAR NEOPLASMS;DISEASE;PD
PA27848;ERCC2;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA33557;PPARD;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA33557;PPARD;GENE;PA445425;PROSTATIC NEOPLASMS;DISEASE;PD
PA162409337;XIRP2;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA50;APOB;GENE;PA166114942;FAMILIAL HYPERCHOLESTEROLEMIA;DISEASE;
PA50;APOB;GENE;PA166123431;HEART VALVE REPLACEMENT;DISEASE;PD
PA50;APOB;GENE;PA444417;HEMORRHAGE;DISEASE;PD
PA50;APOB;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA50;APOB;GENE;PA446120;HYPERTRIGLYCERIDEMIA;DISEASE;PD
PA50;APOB;GENE;PA446479;HYPERTROPHY, LEFT VENTRICULAR;DISEASE;PD
PA134911502;SLC22A16;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA35026;SERPINC1;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA35026;SERPINC1;GENE;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA38568;KMT2E;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA31277;MTRR;GENE;PA166129521;SEDATION;DISEASE;PD
PA31277;MTRR;GENE;PA443433;JUVENILE RHEUMATOID ARTHRITIS;DISEASE;PD
PA31277;MTRR;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA31277;MTRR;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA31277;MTRR;GENE;PA444840;LYMPHOMA;DISEASE;PD
PA31277;MTRR;GENE;PA445601;OSTEOSARCOMA;DISEASE;PD
PA31277;MTRR;GENE;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA31277;MTRR;GENE;PA447004;MIGRAINE WITH AURA;DISEASE;PD
PA26161;CCNK;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA26161;CCNK;GENE;PA445113;NEUTROPENIA;DISEASE;PD
PA33948;PTGES;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA30049;KCNJ6;GENE;PA444460;HEROIN DEPENDENCE;DISEASE;
PA30049;KCNJ6;GENE;PA445208;PAIN;DISEASE;PD
PA30049;KCNJ6;GENE;PA445210;PAIN, POSTOPERATIVE;DISEASE;PD
PA30049;KCNJ6;GENE;PA446444;LOW BACK PAIN;DISEASE;PD
PA24446;ACP1;GENE;PA445187;OSTEONECROSIS;DISEASE;
PA295;RB1;GENE;PA445538;RETINOBLASTOMA;DISEASE;
PA118;SLC31A1;GENE;PA166123207;OVERALL SURVIVAL;DISEASE;PD
PA118;SLC31A1;GENE;PA443340;ANEMIA;DISEASE;PD
PA118;SLC31A1;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA118;SLC31A1;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA118;SLC31A1;GENE;PA444773;LEUKOPENIA;DISEASE;PD
PA118;SLC31A1;GENE;PA445048;NAUSEA;DISEASE;PD
PA118;SLC31A1;GENE;PA445113;NEUTROPENIA;DISEASE;PD
PA118;SLC31A1;GENE;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA118;SLC31A1;GENE;PA446051;VOMITING;DISEASE;PD
PA134992665;CYP2W1;GENE;PA443756;COLONIC NEOPLASMS;DISEASE;
PA26296;CDH23;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA38278;TP53INP1;GENE;PA443319;ALZHEIMER DISEASE;DISEASE;
PA29500;HSPA1L;GENE;PA444065;EPILEPSY;DISEASE;PD
PA34335;RET;GENE;PA445857;THYROID NEOPLASMS;DISEASE;
PA162403808;SLC47A1;GENE;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA162403808;SLC47A1;GENE;PA445376;POLYCYSTIC OVARY SYNDROME;DISEASE;PD
PA239;MGMT;GENE;PA444283;GLIOBLASTOMA;DISEASE;
PA35602;CXCL12;GENE;PA446169;LEUKEMIA, LYMPHOCYTIC, CHRONIC, B-CELL;DISEASE;PD
PA134870441;MTRF1L;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA34045;PURA;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA220;KCNMA1;GENE;PA443371;ANGIOEDEMA;DISEASE;PD
PA35848;SLC22A7;GENE;PA443899;DIARRHEA;DISEASE;PD
PA35848;SLC22A7;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA35848;SLC22A7;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA134893477;ZNF568;GENE;PA445048;NAUSEA;DISEASE;PD
PA134893477;ZNF568;GENE;PA446051;VOMITING;DISEASE;PD
PA25412;BRCA2;GENE;PA445425;PROSTATIC NEOPLASMS;DISEASE;
PA29784;IL12A;GENE;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA49;APOA1;GENE;PA446120;HYPERTRIGLYCERIDEMIA;DISEASE;PD
PA31801;NT5C2;GENE;PA445062;NEOPLASMS;DISEASE;
PA31801;NT5C2;GENE;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA31686;NOTCH4;GENE;PA166120929;SEVERE CUTANEOUS ADVERSE REACTIONS;DISEASE;PD
PA24413;ABL1;GENE;PA445062;NEOPLASMS;DISEASE;
PA24413;ABL1;GENE;PA445316;PHILADELPHIA CHROMOSOME;DISEASE;
PA24413;ABL1;GENE;PA446171;LEUKEMIA, MYELOGENOUS, CHRONIC, BCR-ABL POSITIVE;DISEASE;
PA24413;ABL1;GENE;PA446175;LEUKEMIA, MYELOID, CHRONIC, ATYPICAL, BCR-ABL NEGATIVE;DISEASE;
PA162382977;CUX2;GENE;PA445941;TUBERCULOSIS;DISEASE;PD
PA60;ARRB2;GENE;PA166151827;ADVERSE EVENTS;DISEASE;PD
PA60;ARRB2;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA60;ARRB2;GENE;PA446876;SUBSTANCE-RELATED DISORDERS;DISEASE;PD
PA33122;PDE1A;GENE;PA444552;HYPERTENSION;DISEASE;
PA268;ABCB4;GENE;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA268;ABCB4;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA128394692;ANKS1B;GENE;PA166119022;METHAMPHETAMINE DEPENDENCE;DISEASE;PD
PA128394692;ANKS1B;GENE;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA128394692;ANKS1B;GENE;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA128394692;ANKS1B;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA25921;C6;GENE;PA447247;LIVER TRANSPLANTATION;DISEASE;
PA35753;SHMT1;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA35753;SHMT1;GENE;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA30737;MEG3;GENE;PA165817398;MYELOSUPPRESSION;DISEASE;PD
PA30737;MEG3;GENE;PA166122058;MUCOSITIS;DISEASE;PD
PA30737;MEG3;GENE;PA443340;ANEMIA;DISEASE;PD
PA30737;MEG3;GENE;PA443875;DERMATITIS;DISEASE;PD
PA30737;MEG3;GENE;PA444773;LEUKOPENIA;DISEASE;PD
PA30737;MEG3;GENE;PA445113;NEUTROPENIA;DISEASE;PD
PA30737;MEG3;GENE;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA34013;PTPRD;GENE;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA34013;PTPRD;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA27909;ETV6;GENE;PA446155;PRECURSOR CELL LYMPHOBLASTIC LEUKEMIA-LYMPHOMA;DISEASE;
PA31817;NTRK1;GENE;PA162263533;NEPHROTOXICITY;DISEASE;PD
PA31817;NTRK1;GENE;PA445857;THYROID NEOPLASMS;DISEASE;
PA27479;DRD3;GENE;PA153906318;AUTISM SPECTRUM DISORDER;DISEASE;PD
PA27479;DRD3;GENE;PA166124386;GASTROINTESTINAL TOXICITY;DISEASE;PD
PA27479;DRD3;GENE;PA444339;HALLUCINATIONS;DISEASE;PD
PA27479;DRD3;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA27479;DRD3;GENE;PA445254;PARKINSON DISEASE;DISEASE;PD
PA27479;DRD3;GENE;PA447196;ANXIETY DISORDERS;DISEASE;PD
PA27479;DRD3;GENE;PA447198;AUTISM;DISEASE;PD
PA27479;DRD3;GENE;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA27479;DRD3;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA27479;DRD3;GENE;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA27479;DRD3;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA213;KCNJ1;GENE;PA443886;DIABETES MELLITUS;DISEASE;PD
PA213;KCNJ1;GENE;PA444552;HYPERTENSION;DISEASE;PD
PA162387378;FAM177A1;GENE;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA38478;SLC22A12;GENE;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA29674;IFNG;GENE;PA443815;CROHN DISEASE;DISEASE;PD
PA29674;IFNG;GENE;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;PD
PA386;SLC28A2;GENE;PA162263533;NEPHROTOXICITY;DISEASE;PD
PA386;SLC28A2;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA386;SLC28A2;GENE;PA444445;HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA386;SLC28A2;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA386;SLC28A2;GENE;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA37288;VCL;GENE;PA444552;HYPERTENSION;DISEASE;
PA27360;DLG5;GENE;PA445058;METASTATIC NEOPLASM;DISEASE;PD
PA134888452;SV2C;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA26864;CREB1;GENE;PA447278;DEPRESSION;DISEASE;PD
PA26864;CREB1;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA134950929;GALNT18;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA134950929;GALNT18;GENE;PA443512;URINARY BLADDER NEOPLASMS;DISEASE;PD
PA164741646;HTT;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA164741646;HTT;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA202;INSR;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA202;INSR;GENE;PA445113;NEUTROPENIA;DISEASE;PD
PA30166;KLRC4;GENE;PA447163;SPONDYLARTHROPATHIES;DISEASE;
PA24957;ARHGAP12;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA27013;CTNNB1;GENE;PA444985;MULTIPLE MYELOMA;DISEASE;PD
PA31530;NEB;GENE;PA447109;MYOPATHIES, STRUCTURAL, CONGENITAL;DISEASE;
PA134968746;NPAS3;GENE;PA447199;BIPOLAR DISORDER;DISEASE;
PA35844;SLCO1B3;GENE;PA151958383;GASTROINTESTINAL STROMAL TUMORS;DISEASE;PD
PA35844;SLCO1B3;GENE;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA35844;SLCO1B3;GENE;PA166114454;TRANSPLANT REJECTION;DISEASE;PD
PA35844;SLCO1B3;GENE;PA166114457;LUNG TRANSPLANTATION;DISEASE;PD
PA35844;SLCO1B3;GENE;PA166123207;OVERALL SURVIVAL;DISEASE;PD
PA35844;SLCO1B3;GENE;PA166195784;CHRONIC LUNG ALLOGRAFT DYSFUNCTION;DISEASE;PD
PA35844;SLCO1B3;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA35844;SLCO1B3;GENE;PA444818;LUNG NEOPLASMS;DISEASE;PD
PA35844;SLCO1B3;GENE;PA445046;NASOPHARYNGEAL NEOPLASMS;DISEASE;
PA35844;SLCO1B3;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA27099;CYP27B1;GENE;PA162263533;NEPHROTOXICITY;DISEASE;PD
PA27099;CYP27B1;GENE;PA446432;BETA-THALASSEMIA AND RELATED DISEASES;DISEASE;PD
PA27099;CYP27B1;GENE;PA446863;CHRONIC HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA27099;CYP27B1;GENE;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA37991;SLC12A8;GENE;PA445451;PSORIASIS;DISEASE;PD
PA33919;PSORS1C1;GENE;PA166120927;DRUG REACTION WITH EOSINOPHILIA AND SYSTEMIC SYMPTOMS;DISEASE;PD
PA33919;PSORS1C1;GENE;PA166120929;SEVERE CUTANEOUS ADVERSE REACTIONS;DISEASE;PD
PA33919;PSORS1C1;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA33919;PSORS1C1;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA33919;PSORS1C1;GENE;PA444059;EPIDERMAL NECROLYSIS, TOXIC;DISEASE;PD
PA33919;PSORS1C1;GENE;PA445738;STEVENS-JOHNSON SYNDROME;DISEASE;PD
PA33919;PSORS1C1;GENE;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA28181;FLT3;GENE;PA165817398;MYELOSUPPRESSION;DISEASE;PD
PA28181;FLT3;GENE;PA444773;LEUKOPENIA;DISEASE;PD
PA28181;FLT3;GENE;PA445113;NEUTROPENIA;DISEASE;PD
PA28181;FLT3;GENE;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA312;SLC6A4;GENE;PA128406954;WEIGHT GAIN;DISEASE;
PA312;SLC6A4;GENE;PA166048714;PREGNANCY;DISEASE;
PA312;SLC6A4;GENE;PA443309;ALCOHOLISM;DISEASE;PD
PA312;SLC6A4;GENE;PA443853;DEMENTIA;DISEASE;
PA312;SLC6A4;GENE;PA443928;DIZZINESS;DISEASE;
PA312;SLC6A4;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA312;SLC6A4;GENE;PA444367;HEART DEFECTS, CONGENITAL;DISEASE;
PA312;SLC6A4;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA312;SLC6A4;GENE;PA445208;PAIN;DISEASE;PD
PA312;SLC6A4;GENE;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA312;SLC6A4;GENE;PA446863;HEPATITIS C, CHRONIC;DISEASE;PD
PA312;SLC6A4;GENE;PA446878;COCAINE-RELATED DISORDERS;DISEASE;
PA312;SLC6A4;GENE;PA447196;ANXIETY DISORDERS;DISEASE;PD
PA312;SLC6A4;GENE;PA447207;DEPRESSIVE DISORDER;DISEASE;PD
PA312;SLC6A4;GENE;PA447209;MOOD DISORDERS;DISEASE;PD
PA312;SLC6A4;GENE;PA447211;OBSESSIVE-COMPULSIVE DISORDER;DISEASE;PD
PA312;SLC6A4;GENE;PA447212;PANIC DISORDER;DISEASE;PD
PA312;SLC6A4;GENE;PA447216;SCHIZOPHRENIA;DISEASE;
PA312;SLC6A4;GENE;PA447218;SEXUAL DYSFUNCTIONS, PSYCHOLOGICAL;DISEASE;
PA312;SLC6A4;GENE;PA447278;DEPRESSION;DISEASE;PD
PA312;SLC6A4;GENE;PA447321;DEPRESSIVE DISORDER, MAJOR;DISEASE;PD
PA28590;GATM;GENE;PA445019;MYOCARDIAL INFARCTION;DISEASE;PD
PA36304;TACR3;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA134886513;MOB3B;GENE;PA443434;RHEUMATOID ARTHRITIS;DISEASE;PD
PA29561;HTR7;GENE;PA157379134;MYALGIA;DISEASE;PD
PA29561;HTR7;GENE;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA29561;HTR7;GENE;PA447278;DEPRESSION;DISEASE;PD
PA28953;GPX5;GENE;PA443622;NON-SMALL CELL LUNG CARCINOMA;DISEASE;PD
PA31745;NQO2;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA37182;UGT1A7;GENE;PA443899;DIARRHEA;DISEASE;
PA37182;UGT1A7;GENE;PA444065;EPILEPSY;DISEASE;PD
PA37182;UGT1A7;GENE;PA444318;GOUT;DISEASE;PD
PA37182;UGT1A7;GENE;PA444511;HYPERBILIRUBINEMIA;DISEASE;PD
PA37182;UGT1A7;GENE;PA445113;NEUTROPENIA;DISEASE;
PA37182;UGT1A7;GENE;PA445601;OSTEOSARCOMA;DISEASE;
PA37182;UGT1A7;GENE;PA445629;SEIZURES;DISEASE;PD
PA37182;UGT1A7;GENE;PA445742;STOMACH NEOPLASMS;DISEASE;
PA37182;UGT1A7;GENE;PA446051;VOMITING;DISEASE;
PA37182;UGT1A7;GENE;PA446108;COLORECTAL NEOPLASMS;DISEASE;PD
PA37182;UGT1A7;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA37182;UGT1A7;GENE;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA31465;NCF4;GENE;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;PD
PA31465;NCF4;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA142672084;COQ2;GENE;PA444997;MUSCULAR DISEASES;DISEASE;PD
PA164722621;MIR27A;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA37535;ZNF165;GENE;PA445048;NAUSEA;DISEASE;PD
PA37535;ZNF165;GENE;PA446051;VOMITING;DISEASE;PD
PA30796;ATP1A2;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA26448;CHAT;GENE;PA443319;ALZHEIMER DISEASE;DISEASE;PD
PA26448;CHAT;GENE;PA447216;SCHIZOPHRENIA;DISEASE;PD
PA28720;GLI1;GENE;PA166123207;OVERALL SURVIVAL;DISEASE;
PA28720;GLI1;GENE;PA166127658;RECURRENCE FREE SURVIVAL;DISEASE;
PA28720;GLI1;GENE;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;
PA29556;HTR3B;GENE;PA157379134;MYALGIA;DISEASE;PD
PA29556;HTR3B;GENE;PA444460;HEROIN DEPENDENCE;DISEASE;PD
PA29556;HTR3B;GENE;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA29556;HTR3B;GENE;PA447208;MENTAL DISORDERS;DISEASE;PD
PA162410152;ZNF385D;GENE;PA447321;MAJOR DEPRESSIVE DISORDER;DISEASE;PD
PA356;TPMT;GENE;PA134850491;TRANSPLANTATION;DISEASE;PD
PA356;TPMT;GENE;PA162263534;OTOTOXICITY;DISEASE;PD
PA356;TPMT;GENE;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;
PA356;TPMT;GENE;PA165817398;MYELOSUPPRESSION;DISEASE;PD
PA356;TPMT;GENE;PA166114454;TRANSPLANT REJECTION;DISEASE;
PA356;TPMT;GENE;PA166114458;HEART TRANSPLANTATION;DISEASE;
PA356;TPMT;GENE;PA166123366;EVENT-FREE SURVIVAL;DISEASE;
PA356;TPMT;GENE;PA166123507;DISCONTINUATION;DISEASE;
PA356;TPMT;GENE;PA166159953;DOSE REDUCTION;DISEASE;PD
PA356;TPMT;GENE;PA443434;ARTHRITIS, RHEUMATOID;DISEASE;
PA356;TPMT;GENE;PA443750;COLITIS, ULCERATIVE;DISEASE;
PA356;TPMT;GENE;PA443815;CROHN DISEASE;DISEASE;
PA356;TPMT;GENE;PA443842;DEATH;DISEASE;
PA356;TPMT;GENE;PA443928;DIZZINESS;DISEASE;
PA356;TPMT;GENE;PA443937;DRUG TOXICITY;DISEASE;PD
PA356;TPMT;GENE;PA444153;FATIGUE;DISEASE;PD
PA356;TPMT;GENE;PA444352;HEAD AND NECK NEOPLASMS;DISEASE;
PA356;TPMT;GENE;PA444395;HEMATOLOGIC DISEASES;DISEASE;
PA356;TPMT;GENE;PA444614;INFECTION;DISEASE;
PA356;TPMT;GENE;PA444620;INFLAMMATION;DISEASE;
PA356;TPMT;GENE;PA444750;LEUKEMIA;DISEASE;
PA356;TPMT;GENE;PA444760;LEUKEMIA, MYELOID, ACUTE;DISEASE;
PA356;TPMT;GENE;PA444773;LEUKOPENIA;DISEASE;PD
PA356;TPMT;GENE;PA444822;LUPUS ERYTHEMATOSUS, SYSTEMIC;DISEASE;
PA356;TPMT;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA356;TPMT;GENE;PA445113;NEUTROPENIA;DISEASE;PD
PA356;TPMT;GENE;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA356;TPMT;GENE;PA445221;PANCYTOPENIA;DISEASE;PD
PA356;TPMT;GENE;PA445555;RHEUMATIC DISEASES;DISEASE;
PA356;TPMT;GENE;PA445683;SKIN NEOPLASMS;DISEASE;
PA356;TPMT;GENE;PA445746;STOMATITIS;DISEASE;
PA356;TPMT;GENE;PA445846;THROMBOCYTOPENIA;DISEASE;PD
PA356;TPMT;GENE;PA446116;INFLAMMATORY BOWEL DISEASES;DISEASE;
PA356;TPMT;GENE;PA446155;PRECURSOR CELL LYMPHOBLASTIC LEUKEMIA-LYMPHOMA;DISEASE;PD
PA356;TPMT;GENE;PA446861;HEPATITIS, AUTOIMMUNE;DISEASE;
PA356;TPMT;GENE;PA447247;LIVER TRANSPLANTATION;DISEASE;
PA33313;PIK3R2;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA33313;PIK3R2;GENE;PA445113;NEUTROPENIA;DISEASE;PD
PA140;DDC;GENE;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA28241;FOXP1;GENE;PA447199;BIPOLAR DISORDER;DISEASE;
PA26121;CBR1;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA26121;CBR1;GENE;PA445018;CARDIOMYOPATHIES;DISEASE;PD
PA26121;CBR1;GENE;PA445062;NEOPLASMS;DISEASE;PD
PA30589;MAP2K4;GENE;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA30589;MAP2K4;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA134960779;GPR98;GENE;PA445043;OPIOID-RELATED DISORDERS;DISEASE;PD
PA134960779;GPR98;GENE;PA445629;SEIZURES;DISEASE;
PA28360;MTOR;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA28360;MTOR;GENE;PA444685;KIDNEY NEOPLASMS;DISEASE;PD
PA28360;MTOR;GENE;PA446713;NEUROENDOCRINE TUMORS;DISEASE;PD
PA31819;NTRK3;GENE;PA447199;BIPOLAR DISORDER;DISEASE;
PA24433;ASIC2;GENE;PA447199;BIPOLAR DISORDER;DISEASE;PD
PA24357;A2M;GENE;PA447054;STROKE;DISEASE;PD
PA162402175;RRP7A;GENE;PA447197;ATTENTION DEFICIT DISORDER WITH HYPERACTIVITY;DISEASE;PD
PA33676;PPP2R5D;GENE;PA443560;BREAST NEOPLASMS;DISEASE;PD
PA33676;PPP2R5D;GENE;PA445113;NEUTROPENIA;DISEASE;PD
PA223;KCNQ1;GENE;PA165817016;KIDNEY TRANSPLANTATION;DISEASE;PD
PA223;KCNQ1;GENE;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA134972842;TIRAP;GENE;PA445451;PSORIASIS;DISEASE;PD
PA134972608;HOMER1;GENE;PA445254;PARKINSON DISEASE;DISEASE;PD
PA134943193;ARID5B;GENE;PA162263533;NEPHROTOXICITY;DISEASE;PD
PA134943193;ARID5B;GENE;PA444773;LEUKOPENIA;DISEASE;PD
PA134943193;ARID5B;GENE;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA29856;ILKAP;GENE;PA447288;ESSENTIAL HYPERTENSION;DISEASE;PD
PA38592;PNPLA3;GENE;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA38592;PNPLA3;GENE;PA446155;ACUTE LYMPHOBLASTIC LEUKEMIA;DISEASE;PD
PA25076;ASTN2;GENE;PA445210;PAIN, POSTOPERATIVE;DISEASE;PD
PA25938;TRAF3IP2;GENE;PA447230;HIV INFECTIOUS DISEASE;DISEASE;PD
PA27489;DSC2;GENE;PA446847;ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA;DISEASE;
PA99;CDK1;GENE;PA166124223;PNEUMONITIS;DISEASE;PD
PA25321;BCR;GENE;PA445316;PHILADELPHIA CHROMOSOME;DISEASE;
PA25321;BCR;GENE;PA446171;LEUKEMIA, MYELOGENOUS, CHRONIC, BCR-ABL POSITIVE;DISEASE;
PA27502;DSG2;GENE;PA446847;ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA;DISEASE;
PA26491;CHRNA5;GENE;PA443309;ALCOHOL ABUSE;DISEASE;
PA26491;CHRNA5;GENE;PA445208;PAIN;DISEASE;PD
PA26491;CHRNA5;GENE;PA445876;TOBACCO USE DISORDER;DISEASE;PD
PA26491;CHRNA5;GENE;PA446878;COCAINE DEPENDENCE;DISEASE;PD
PA134918496;WDR24;GENE;PA165108401;ACUTE CORONARY SYNDROME;DISEASE;PD
PA134918496;WDR24;GENE;PA166129560;MAJOR ADVERSE CARDIAC EVENTS (MACE);DISEASE;PD
PA25302;BCL2;GENE;PA444445;HEPATITIS C VIRUS INFECTION;DISEASE;PD
PA25302;BCL2;GENE;PA445204;OVARIAN NEOPLASMS;DISEASE;PD
PA38657;GLCCI1;GENE;PA443450;ASTHMA;DISEASE;PD
PA27468;DPP6;GENE;PA443309;ALCOHOL ABUSE;DISEASE;PD
PA139;ACE;GENE;PA166197121;COVID-19;DISEASE;
PA139;ACE;GENE;PA443319;ALZHEIMER DISEASE;DISEASE;PD
PA139;ACE;GENE;PA443425;ARTERIOSCLEROSIS;DISEASE;PD
PA139;ACE;GENE;PA443450;ASTHMA;DISEASE;PD
PA139;ACE;GENE;PA443632;CARDIOMYOPATHY, DILATED;DISEASE;
PA139;ACE;GENE;PA443635;CARDIOVASCULAR DISEASES;DISEASE;
PA139;ACE;GENE;PA443796;CORONARY ARTERY DISEASE;DISEASE;PD
PA139;ACE;GENE;PA443797;CORONARY DISEASE;DISEASE;PD
PA139;ACE;GENE;PA443803;COUGH;DISEASE;
PA139;ACE;GENE;PA443842;DEATH;DISEASE;
PA139;ACE;GENE;PA443886;DIABETES MELLITUS;DISEASE;PD
PA139;ACE;GENE;PA443888;DIABETES MELLITUS, TYPE 1;DISEASE;PD
PA139;ACE;GENE;PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PD
PA139;ACE;GENE;PA444288;GLOMERULONEPHRITIS, IGA;DISEASE;PD
PA139;ACE;GENE;PA444370;HEART FAILURE;DISEASE;PD
