Gene_ID;Gene;Entity1_type;Chemical_ID;Chemical;Entity2_type;LADME
PA312;SLC6A4;GENE;PA448685;BUPRENORPHINE;CHEMICAL;PD
PA312;SLC6A4;GENE;PA448687;BUPROPION;CHEMICAL;PD
PA312;SLC6A4;GENE;PA448689;BUSPIRONE;CHEMICAL;
PA312;SLC6A4;GENE;PA448785;CARBAMAZEPINE;CHEMICAL;
PA312;SLC6A4;GENE;PA449015;CITALOPRAM;CHEMICAL;PD
PA312;SLC6A4;GENE;PA449048;CLOMIPRAMINE;CHEMICAL;PD
PA312;SLC6A4;GENE;PA449061;CLOZAPINE;CHEMICAL;
PA312;SLC6A4;GENE;PA449283;DIAZEPAM;CHEMICAL;
PA312;SLC6A4;GENE;PA449376;DISULFIRAM;CHEMICAL;
PA312;SLC6A4;GENE;PA449673;FLUOXETINE;CHEMICAL;PD
PA312;SLC6A4;GENE;PA449690;FLUVOXAMINE;CHEMICAL;PD
PA312;SLC6A4;GENE;PA449841;HALOPERIDOL;CHEMICAL;
PA312;SLC6A4;GENE;PA450164;LAMOTRIGINE;CHEMICAL;
PA312;SLC6A4;GENE;PA450401;METHADONE;CHEMICAL;PD
PA312;SLC6A4;GENE;PA450522;MIRTAZAPINE;CHEMICAL;PD
PA312;SLC6A4;GENE;PA450530;MODAFINIL;CHEMICAL;
PA312;SLC6A4;GENE;PA450550;MORPHINE;CHEMICAL;PD
PA312;SLC6A4;GENE;PA450657;NORTRIPTYLINE;CHEMICAL;
PA312;SLC6A4;GENE;PA450688;OLANZAPINE;CHEMICAL;
PA312;SLC6A4;GENE;PA450705;ONDANSETRON;CHEMICAL;PD
PA312;SLC6A4;GENE;PA450732;OXCARBAZEPINE;CHEMICAL;
PA312;SLC6A4;GENE;PA450801;PAROXETINE;CHEMICAL;PD
PA312;SLC6A4;GENE;PA450947;PHENYTOIN;CHEMICAL;
PA312;SLC6A4;GENE;PA451201;QUETIAPINE;CHEMICAL;
PA312;SLC6A4;GENE;PA451241;RIBAVIRIN;CHEMICAL;PD
PA312;SLC6A4;GENE;PA451257;RISPERIDONE;CHEMICAL;PD
PA312;SLC6A4;GENE;PA451333;SERTRALINE;CHEMICAL;PD
PA312;SLC6A4;GENE;PA451744;TRAZODONE;CHEMICAL;
PA312;SLC6A4;GENE;PA451846;VALPROIC ACID;CHEMICAL;
PA312;SLC6A4;GENE;PA451866;VENLAFAXINE;CHEMICAL;PD
PA312;SLC6A4;GENE;PA451974;ZIPRASIDONE;CHEMICAL;
PA312;SLC6A4;GENE;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA312;SLC6A4;GENE;PA452233;ANTIPSYCHOTICS;CHEMICAL;
PA28590;GATM;GENE;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;PD
PA28590;GATM;GENE;PA451363;SIMVASTATIN;CHEMICAL;PD
PA162401277;RGL4;GENE;PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;
PA162401277;RGL4;GENE;PA451735;TRAMADOL;CHEMICAL;
PA36304;TACR3;GENE;PA452618;OPIOIDS;CHEMICAL;PD
PA134886513;MOB3B;GENE;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA29561;HTR7;GENE;PA10074;ESCITALOPRAM;CHEMICAL;PD
PA29561;HTR7;GENE;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;PD
PA29561;HTR7;GENE;PA164713257;SELECTIVE SEROTONIN REUPTAKE INHIBITORS;CHEMICAL;PD
PA29561;HTR7;GENE;PA448500;ATORVASTATIN;CHEMICAL;PD
PA29561;HTR7;GENE;PA450801;PAROXETINE;CHEMICAL;PD
PA29561;HTR7;GENE;PA451089;PRAVASTATIN;CHEMICAL;PD
PA29561;HTR7;GENE;PA451363;SIMVASTATIN;CHEMICAL;PD
PA29561;HTR7;GENE;PA452229;ANTIDEPRESSANTS;CHEMICAL;PD
PA29777;IKBKG;GENE;PA165111697;ARTESUNATE;CHEMICAL;PD
PA29777;IKBKG;GENE;PA451103;PRIMAQUINE;CHEMICAL;PD
PA29777;IKBKG;GENE;PA451193;PYRIMETHAMINE;CHEMICAL;PD
PA29777;IKBKG;GENE;PA451540;SULFADOXINE;CHEMICAL;PD
PA28953;GPX5;GENE;PA448803;CARBOPLATIN;CHEMICAL;PD
PA28953;GPX5;GENE;PA449014;CISPLATIN;CHEMICAL;PD
PA28953;GPX5;GENE;PA449748;GEMCITABINE;CHEMICAL;PD
PA31745;NQO2;GENE;PA449061;CLOZAPINE;CHEMICAL;
PA31745;NQO2;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA31745;NQO2;GENE;PA449412;DOXORUBICIN;CHEMICAL;PD
PA37182;UGT1A7;GENE;PA10251;ATAZANAVIR;CHEMICAL;PD
PA37182;UGT1A7;GENE;PA131285527;OXALIPLATIN;CHEMICAL;PD
PA37182;UGT1A7;GENE;PA164748728;MYCOPHENOLIC ACID;CHEMICAL;
PA37182;UGT1A7;GENE;PA165958521;FEBUXOSTAT;CHEMICAL;PD
PA37182;UGT1A7;GENE;PA166115442;TEGAFUR / GIMERACIL / OTERACIL;CHEMICAL;PD
PA37182;UGT1A7;GENE;PA448320;ALLOPURINOL;CHEMICAL;PD
PA37182;UGT1A7;GENE;PA450085;IRINOTECAN;CHEMICAL;PD
PA37182;UGT1A7;GENE;PA450428;METHOTREXATE;CHEMICAL;
PA37182;UGT1A7;GENE;PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;
PA37182;UGT1A7;GENE;PA450732;OXCARBAZEPINE;CHEMICAL;PD
PA37182;UGT1A7;GENE;PA451257;RISPERIDONE;CHEMICAL;PD
PA37182;UGT1A7;GENE;PA451260;RITONAVIR;CHEMICAL;PD
PA37182;UGT1A7;GENE;PA451846;VALPROIC ACID;CHEMICAL;PD
PA31465;NCF4;GENE;PA449412;DOXORUBICIN;CHEMICAL;PD
PA31465;NCF4;GENE;PA449961;IDARUBICIN;CHEMICAL;PD
PA142672084;COQ2;GENE;PA133950441;HMG COA REDUCTASE INHIBITORS;CHEMICAL;PD
PA142672084;COQ2;GENE;PA134308647;ROSUVASTATIN;CHEMICAL;PD
PA142672084;COQ2;GENE;PA448500;ATORVASTATIN;CHEMICAL;PD
PA164722621;MIR27A;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA164722621;MIR27A;GENE;PA448771;CAPECITABINE;CHEMICAL;PD
PA35966;SMN1;GENE;PA166235322;RISDIPLAM;CHEMICAL;
PA37535;ZNF165;GENE;PA452618;OPIOIDS;CHEMICAL;PD
PA30796;ATP1A2;GENE;PA450688;OLANZAPINE;CHEMICAL;PD
PA36400;TCL1A;GENE;PA449503;ESTRADIOL;CHEMICAL;
PA26448;CHAT;GENE;PA449394;DONEPEZIL;CHEMICAL;PD
PA26448;CHAT;GENE;PA449726;GALANTAMINE;CHEMICAL;PD
PA26448;CHAT;GENE;PA450688;OLANZAPINE;CHEMICAL;PD
PA26448;CHAT;GENE;PA451262;RIVASTIGMINE;CHEMICAL;PD
PA31361;MYD88;GENE;PA166121346;IBRUTINIB;CHEMICAL;
PA31361;MYD88;GENE;PA166204001;ZANUBRUTINIB;CHEMICAL;
PA31361;MYD88;GENE;PA449599;FENTANYL;CHEMICAL;PD
PA28720;GLI1;GENE;PA449177;CYTARABINE;CHEMICAL;
PA29556;HTR3B;GENE;PA448500;ATORVASTATIN;CHEMICAL;PD
PA29556;HTR3B;GENE;PA450626;NICOTINE;CHEMICAL;PD
PA29556;HTR3B;GENE;PA450801;PAROXETINE;CHEMICAL;PD
PA29556;HTR3B;GENE;PA451089;PRAVASTATIN;CHEMICAL;PD
PA29556;HTR3B;GENE;PA451363;SIMVASTATIN;CHEMICAL;PD
PA29556;HTR3B;GENE;PA452619;HEROIN;CHEMICAL;PD
PA162410152;ZNF385D;GENE;PA10066;DULOXETINE;CHEMICAL;PD
PA29630;IDH1;GENE;PA166153473;VENETOCLAX;CHEMICAL;
PA29630;IDH1;GENE;PA166182707;IVOSIDENIB;CHEMICAL;
PA29630;IDH1;GENE;PA166293881;OLUTASIDENIB;CHEMICAL;
PA29630;IDH1;GENE;PA166400022;VORASIDENIB;CHEMICAL;
PA356;TPMT;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA356;TPMT;GENE;PA164754994;S-ADENOSYLMETHIONINE;CHEMICAL;
PA356;TPMT;GENE;PA166160623;THIOGUANOSINE MONOPHOSPHATE;CHEMICAL;
PA356;TPMT;GENE;PA166160632;THIOGUANOSINE DIPHOSPHATE;CHEMICAL;
PA356;TPMT;GENE;PA166160633;THIOGUANOSINE TRIPHOSPHATE;CHEMICAL;
PA356;TPMT;GENE;PA166160634;DEOXY-THIOGUANOSINE TRIPHOSPHATE;CHEMICAL;
PA356;TPMT;GENE;PA448515;AZATHIOPRINE;CHEMICAL;PD
PA356;TPMT;GENE;PA449014;CISPLATIN;CHEMICAL;PD
PA356;TPMT;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA356;TPMT;GENE;PA449167;CYCLOSPORINE;CHEMICAL;
PA356;TPMT;GENE;PA450379;MERCAPTOPURINE;CHEMICAL;PD
PA356;TPMT;GENE;PA450428;METHOTREXATE;CHEMICAL;
PA356;TPMT;GENE;PA450688;OLANZAPINE;CHEMICAL;PD
PA356;TPMT;GENE;PA451100;PREDNISONE;CHEMICAL;
PA356;TPMT;GENE;PA451663;THIOGUANINE;CHEMICAL;PD
PA356;TPMT;GENE;PA452634;PURINE ANALOGUES;CHEMICAL;
PA33313;PIK3R2;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA33313;PIK3R2;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA33313;PIK3R2;GENE;PA449476;EPIRUBICIN;CHEMICAL;PD
PA140;DDC;GENE;PA448794;CARBIDOPA;CHEMICAL;
PA140;DDC;GENE;PA450626;NICOTINE;CHEMICAL;PD
PA28674;GHR;GENE;PA164774876;MECASERMIN;CHEMICAL;
PA26121;CBR1;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA26121;CBR1;GENE;PA130620651;ANTHRACYCLINES AND RELATED SUBSTANCES;CHEMICAL;PD
PA26121;CBR1;GENE;PA165291922;DOXORUBICINOL;CHEMICAL;
PA26121;CBR1;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA26121;CBR1;GENE;PA449212;DAUNORUBICIN;CHEMICAL;
PA26121;CBR1;GENE;PA449412;DOXORUBICIN;CHEMICAL;PD
PA30589;MAP2K4;GENE;PA448073;ETHANOL;CHEMICAL;PD
PA134960779;GPR98;GENE;PA452618;OPIOIDS;CHEMICAL;PD
PA344;SULT1A3;GENE;PA166131379;O-DESMETHYLTRAMADOL;CHEMICAL;
PA344;SULT1A3;GENE;PA166179720;TAPENTADOL;CHEMICAL;
PA344;SULT1A3;GENE;PA448015;ACETAMINOPHEN;CHEMICAL;
PA344;SULT1A3;GENE;PA450550;MORPHINE;CHEMICAL;
PA344;SULT1A3;GENE;PA451735;TRAMADOL;CHEMICAL;
PA28360;MTOR;GENE;PA164746311;EVEROLIMUS;CHEMICAL;PD
PA31819;NTRK3;GENE;PA166182733;LAROTRECTINIB;CHEMICAL;
PA31819;NTRK3;GENE;PA166190161;ENTRECTINIB;CHEMICAL;
PA31819;NTRK3;GENE;PA166328881;REPOTRECTINIB;CHEMICAL;
PA24433;ASIC2;GENE;PA450243;LITHIUM;CHEMICAL;PD
PA35762;ST6GAL1;GENE;PA164781042;FLUCLOXACILLIN;CHEMICAL;
PA24357;A2M;GENE;PA164712734;ENZYMES;CHEMICAL;PD
PA162402175;RRP7A;GENE;PA450464;METHYLPHENIDATE;CHEMICAL;PD
PA33676;PPP2R5D;GENE;PA128406956;FLUOROURACIL;CHEMICAL;PD
PA33676;PPP2R5D;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA33676;PPP2R5D;GENE;PA449476;EPIRUBICIN;CHEMICAL;PD
PA223;KCNQ1;GENE;PA448871;CELECOXIB;CHEMICAL;
PA223;KCNQ1;GENE;PA451234;REPAGLINIDE;CHEMICAL;PD
PA223;KCNQ1;GENE;PA451578;TACROLIMUS;CHEMICAL;PD
PA134972842;TIRAP;GENE;PA166048654;USTEKINUMAB;CHEMICAL;PD
PA134972608;HOMER1;GENE;PA449841;HALOPERIDOL;CHEMICAL;
PA134972608;HOMER1;GENE;PA450213;LEVODOPA;CHEMICAL;PD
PA162391083;HNF1B;GENE;PA150595617;PLATINUM;CHEMICAL;
PA134943193;ARID5B;GENE;PA165949771;GLUCARPIDASE;CHEMICAL;PD
PA134943193;ARID5B;GENE;PA449841;HALOPERIDOL;CHEMICAL;
PA134943193;ARID5B;GENE;PA450428;METHOTREXATE;CHEMICAL;PD
PA29856;ILKAP;GENE;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA230;LIPC;GENE;PA449688;FLUVASTATIN;CHEMICAL;PD
PA230;LIPC;GENE;PA451089;PRAVASTATIN;CHEMICAL;PD
PA230;LIPC;GENE;PA451363;SIMVASTATIN;CHEMICAL;PD
PA28132;FGFRL1;GENE;PA164924492;BRIVANIB;CHEMICAL;
PA38592;PNPLA3;GENE;PA448073;ETHANOL;CHEMICAL;PD
PA38592;PNPLA3;GENE;PA448492;ASPARAGINASE;CHEMICAL;PD
PA38592;PNPLA3;GENE;PA449165;CYCLOPHOSPHAMIDE;CHEMICAL;PD
PA38592;PNPLA3;GENE;PA449212;DAUNORUBICIN;CHEMICAL;PD
PA38592;PNPLA3;GENE;PA451096;PREDNISOLONE;CHEMICAL;PD
PA38592;PNPLA3;GENE;PA451879;VINCRISTINE;CHEMICAL;PD
PA134941638;FGFR1OP;GENE;PA164924492;BRIVANIB;CHEMICAL;
PA30934;MRE11;GENE;PA166182740;TALAZOPARIB;CHEMICAL;
PA25076;ASTN2;GENE;PA449599;FENTANYL;CHEMICAL;PD
PA25938;TRAF3IP2;GENE;PA450616;NEVIRAPINE;CHEMICAL;PD
PA360;UGT2B4;GENE;PA449957;IBUPROFEN;CHEMICAL;
PA99;CDK1;GENE;PA166122986;RADIOTHERAPY;CHEMICAL;PD
PA25321;BCR;GENE;PA10804;IMATINIB;CHEMICAL;
PA25321;BCR;GENE;PA162372878;DASATINIB;CHEMICAL;
PA25321;BCR;GENE;PA165958345;NILOTINIB;CHEMICAL;
PA25321;BCR;GENE;PA165980594;PONATINIB;CHEMICAL;
PA25321;BCR;GENE;PA166114906;BOSUTINIB;CHEMICAL;
PA25321;BCR;GENE;PA166114929;OMACETAXINE;CHEMICAL;
PA25321;BCR;GENE;PA166129524;BLINATUMOMAB;CHEMICAL;
PA25321;BCR;GENE;PA166177510;INOTUZUMAB OZOGAMICIN;CHEMICAL;
PA25321;BCR;GENE;PA166268841;ASCIMINIB;CHEMICAL;
PA25321;BCR;GENE;PA448691;BUSULFAN;CHEMICAL;
PA25321;BCR;GENE;PA451879;VINCRISTINE;CHEMICAL;
PA29923;IRS4;GENE;PA450221;LEVOTHYROXINE;CHEMICAL;
PA36496;THBD;GENE;PA451906;WARFARIN;CHEMICAL;PD
PA26491;CHRNA5;GENE;PA164712720;DRUGS USED IN NICOTINE DEPENDENCE;CHEMICAL;PD
PA26491;CHRNA5;GENE;PA164712950;OPIUM ALKALOIDS AND DERIVATIVES;CHEMICAL;PD
PA26491;CHRNA5;GENE;PA164776637;ECULIZUMAB;CHEMICAL;
PA26491;CHRNA5;GENE;PA164781343;VARENICLINE;CHEMICAL;PD
PA26491;CHRNA5;GENE;PA166114414;COTININE;CHEMICAL;
PA26491;CHRNA5;GENE;PA166268781;EFGARTIGIMOD ALFA;CHEMICAL;
PA26491;CHRNA5;GENE;PA166277861;RAVULIZUMAB;CHEMICAL;
PA26491;CHRNA5;GENE;PA166313325;ROZANOLIXIZUMAB;CHEMICAL;
PA26491;CHRNA5;GENE;PA166328901;ZILUCOPLAN;CHEMICAL;
PA26491;CHRNA5;GENE;PA448073;ETHANOL;CHEMICAL;
PA26491;CHRNA5;GENE;PA448687;BUPROPION;CHEMICAL;PD
PA26491;CHRNA5;GENE;PA449072;COCAINE;CHEMICAL;PD
PA26491;CHRNA5;GENE;PA450626;NICOTINE;CHEMICAL;PD
PA134918496;WDR24;GENE;PA448497;ASPIRIN;CHEMICAL;PD
PA134918496;WDR24;GENE;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA25302;BCL2;GENE;PA166313341;POLATUZUMAB VEDOTIN;CHEMICAL;
PA25302;BCL2;GENE;PA448803;CARBOPLATIN;CHEMICAL;PD
PA25302;BCL2;GENE;PA449383;DOCETAXEL;CHEMICAL;PD
PA25302;BCL2;GENE;PA450761;PACLITAXEL;CHEMICAL;PD
PA25302;BCL2;GENE;PA451241;RIBAVIRIN;CHEMICAL;PD
PA25302;BCL2;GENE;PA451879;VINCRISTINE;CHEMICAL;
PA25302;BCL2;GENE;PA451999;INTERFERONS;CHEMICAL;PD
PA38657;GLCCI1;GENE;PA448681;BUDESONIDE;CHEMICAL;PD
PA38657;GLCCI1;GENE;PA449661;FLUNISOLIDE;CHEMICAL;PD
PA38657;GLCCI1;GENE;PA449686;FLUTICASONE PROPIONATE;CHEMICAL;PD
PA38657;GLCCI1;GENE;PA450601;NEDOCROMIL;CHEMICAL;PD
PA38657;GLCCI1;GENE;PA451749;TRIAMCINOLONE;CHEMICAL;PD
PA38657;GLCCI1;GENE;PA452347;GLUCOCORTICOIDS;CHEMICAL;PD
PA27468;DPP6;GENE;PA448073;ETHANOL;CHEMICAL;PD
PA27468;DPP6;GENE;PA449841;HALOPERIDOL;CHEMICAL;
PA139;ACE;GENE;PA10407;CALCIUM CHANNEL BLOCKERS;CHEMICAL;
PA139;ACE;GENE;PA143485705;ANTIEPILEPTICS;CHEMICAL;
PA139;ACE;GENE;PA151249535;DIURETICS;CHEMICAL;
PA139;ACE;GENE;PA164712308;ACE INHIBITORS, PLAIN;CHEMICAL;PD
PA139;ACE;GENE;PA164712535;BETA BLOCKING AGENTS;CHEMICAL;
PA139;ACE;GENE;PA164713347;THIAZIDES, PLAIN;CHEMICAL;PD
PA139;ACE;GENE;PA166128370;SALVIANOLIC ACID B;CHEMICAL;
PA139;ACE;GENE;PA448031;ACETYLCHOLINE;CHEMICAL;PD
PA139;ACE;GENE;PA448388;AMLODIPINE;CHEMICAL;PD
PA139;ACE;GENE;PA448497;ASPIRIN;CHEMICAL;PD
PA139;ACE;GENE;PA448499;ATENOLOL;CHEMICAL;
PA139;ACE;GENE;PA448500;ATORVASTATIN;CHEMICAL;PD
PA139;ACE;GENE;PA448561;BENAZEPRIL;CHEMICAL;PD
PA139;ACE;GENE;PA448682;BUMETANIDE;CHEMICAL;PD
PA139;ACE;GENE;PA448687;BUPROPION;CHEMICAL;PD
PA139;ACE;GENE;PA448780;CAPTOPRIL;CHEMICAL;PD
PA139;ACE;GENE;PA448970;CHLORTHALIDONE;CHEMICAL;PD
PA139;ACE;GENE;PA449319;DIGOXIN;CHEMICAL;
PA139;ACE;GENE;PA449456;ENALAPRIL;CHEMICAL;PD
PA139;ACE;GENE;PA449673;FLUOXETINE;CHEMICAL;PD
PA139;ACE;GENE;PA449688;FLUVASTATIN;CHEMICAL;PD
PA139;ACE;GENE;PA449719;FUROSEMIDE;CHEMICAL;PD
PA139;ACE;GENE;PA449899;HYDROCHLOROTHIAZIDE;CHEMICAL;PD
PA139;ACE;GENE;PA450037;INTERFERON BETA-1A;CHEMICAL;
PA139;ACE;GENE;PA450084;IRBESARTAN;CHEMICAL;PD
PA139;ACE;GENE;PA450242;LISINOPRIL;CHEMICAL;PD
PA139;ACE;GENE;PA450268;LOSARTAN;CHEMICAL;
PA139;ACE;GENE;PA450877;PERINDOPRIL;CHEMICAL;PD
PA139;ACE;GENE;PA451089;PRAVASTATIN;CHEMICAL;PD
PA139;ACE;GENE;PA451205;QUINAPRIL;CHEMICAL;PD
PA139;ACE;GENE;PA451223;RAMIPRIL;CHEMICAL;PD
PA139;ACE;GENE;PA451333;SERTRALINE;CHEMICAL;PD
PA139;ACE;GENE;PA451346;SILDENAFIL;CHEMICAL;PD
PA139;ACE;GENE;PA451406;NITROPRUSSIDE;CHEMICAL;PD
PA139;ACE;GENE;PA451483;SPIRONOLACTONE;CHEMICAL;PD
PA139;ACE;GENE;PA451733;TORASEMIDE;CHEMICAL;PD
PA139;ACE;GENE;PA452229;ANTIDEPRESSANTS;CHEMICAL;
PA25998;CA9;GENE;PA448871;CELECOXIB;CHEMICAL;
PA37183;UGT1A8;GENE;PA164748728;MYCOPHENOLIC ACID;CHEMICAL;
PA37183;UGT1A8;GENE;PA165110775;SN-38;CHEMICAL;
PA37183;UGT1A8;GENE;PA165958521;FEBUXOSTAT;CHEMICAL;PD
PA37183;UGT1A8;GENE;PA166104276;ABT-751;CHEMICAL;
PA37183;UGT1A8;GENE;PA448320;ALLOPURINOL;CHEMICAL;PD
PA37183;UGT1A8;GENE;PA449167;CYCLOSPORINE;CHEMICAL;PD
PA37183;UGT1A8;GENE;PA450428;METHOTREXATE;CHEMICAL;
PA37183;UGT1A8;GENE;PA450566;MYCOPHENOLATE MOFETIL;CHEMICAL;PD
PA37183;UGT1A8;GENE;PA450732;OXCARBAZEPINE;CHEMICAL;PD
PA37183;UGT1A8;GENE;PA451221;RALOXIFENE;CHEMICAL;PD
PA37183;UGT1A8;GENE;PA451257;RISPERIDONE;CHEMICAL;PD
PA37183;UGT1A8;GENE;PA451365;SIROLIMUS;CHEMICAL;PD
PA37183;UGT1A8;GENE;PA451578;TACROLIMUS;CHEMICAL;PD
PA37183;UGT1A8;GENE;PA451846;VALPROIC ACID;CHEMICAL;PD
PA36384;TCF19;GENE;PA450616;NEVIRAPINE;CHEMICAL;PD
PA175;GNAS;GENE;PA449381;DOBUTAMINE;CHEMICAL;PD
PA134925480;CERS6;GENE;PA164713366;TUMOR NECROSIS FACTOR ALPHA (TNF-ALPHA) INHIBITORS;CHEMICAL;PD
PA24570;ADH1A;GENE;PA166186245;ACETALDEHYDE;CHEMICAL;
PA24570;ADH1A;GENE;PA448004;ABACAVIR;CHEMICAL;
PA235;LTC4S;GENE;PA164712863;LEUKOTRIENE RECEPTOR ANTAGONISTS;CHEMICAL;
PA235;LTC4S;GENE;PA448497;ASPIRIN;CHEMICAL;PD
PA235;LTC4S;GENE;PA450546;MONTELUKAST;CHEMICAL;PD
PA38294;SPATA5;GENE;PA450761;PACLITAXEL;CHEMICAL;
PA34323;RELN;GENE;PA10026;ARIPIPRAZOLE;CHEMICAL;
PA34323;RELN;GENE;PA450688;OLANZAPINE;CHEMICAL;
PA34323;RELN;GENE;PA450882;PERPHENAZINE;CHEMICAL;
PA34323;RELN;GENE;PA451201;QUETIAPINE;CHEMICAL;
PA34323;RELN;GENE;PA451257;RISPERIDONE;CHEMICAL;
PA134952671;IFNL3;GENE;PA10204;TENOFOVIR;CHEMICAL;
PA134952671;IFNL3;GENE;PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PD
PA134952671;IFNL3;GENE;PA164784024;PEGINTERFERON ALFA-2B;CHEMICAL;PD
PA134952671;IFNL3;GENE;PA165948902;BOCEPREVIR;CHEMICAL;PD
PA134952671;IFNL3;GENE;PA165958354;TELAPREVIR;CHEMICAL;PD
PA134952671;IFNL3;GENE;PA166122590;SIMEPREVIR;CHEMICAL;PD
PA134952671;IFNL3;GENE;PA166122593;SOFOSBUVIR;CHEMICAL;PD
PA134952671;IFNL3;GENE;PA166128130;DELEOBUVIR;CHEMICAL;PD
PA134952671;IFNL3;GENE;PA166128132;FALDAPREVIR;CHEMICAL;PD
PA134952671;IFNL3;GENE;PA166128166;LEDIPASVIR;CHEMICAL;PD
PA134952671;IFNL3;GENE;PA166128167;DACLATASVIR;CHEMICAL;PD
PA134952671;IFNL3;GENE;PA166160002;DASABUVIR / OMBITASVIR / PARITAPREVIR / RITONAVIR;CHEMICAL;
PA134952671;IFNL3;GENE;PA166163408;OMBITASVIR / PARITAPREVIR / RITONAVIR;CHEMICAL;
PA134952671;IFNL3;GENE;PA166163411;DASABUVIR;CHEMICAL;
PA134952671;IFNL3;GENE;PA166163415;VELPATASVIR;CHEMICAL;PD
PA134952671;IFNL3;GENE;PA166163416;SOFOSBUVIR / VELPATASVIR;CHEMICAL;
PA134952671;IFNL3;GENE;PA166163427;LEDIPASVIR / SOFOSBUVIR;CHEMICAL;
PA134952671;IFNL3;GENE;PA166163438;ELBASVIR / GRAZOPREVIR;CHEMICAL;
PA134952671;IFNL3;GENE;PA166171182;VOXILAPREVIR;CHEMICAL;PD
PA134952671;IFNL3;GENE;PA166177517;SOFOSBUVIR / VELPATASVIR / VOXILAPREVIR;CHEMICAL;
PA134952671;IFNL3;GENE;PA448500;ATORVASTATIN;CHEMICAL;
PA134952671;IFNL3;GENE;PA451241;RIBAVIRIN;CHEMICAL;PD
PA134952671;IFNL3;GENE;PA451999;INTERFERONS;CHEMICAL;PD
PA162396840;NALCN;GENE;PA450428;METHOTREXATE;CHEMICAL;
PA29476;HSD11B1;GENE;PA451578;TACROLIMUS;CHEMICAL;
PA28824;GP6;GENE;PA448497;ASPIRIN;CHEMICAL;PD
PA35812;SLC15A2;GENE;PA7000;SORAFENIB;CHEMICAL;PD
PA231;LMNA;GENE;PA166129466;LONAFARNIB;CHEMICAL;
PA30624;MAPK6;GENE;PA7000;SORAFENIB;CHEMICAL;
PA296;RELA;GENE;PA131301952;GEFITINIB;CHEMICAL;PD
PA134991624;NECTIN4;GENE;PA166190121;ENFORTUMAB VEDOTIN;CHEMICAL;
PA134991624;NECTIN4;GENE;PA450401;METHADONE;CHEMICAL;PD
PA26492;CHRNA6;GENE;PA164776637;ECULIZUMAB;CHEMICAL;
PA26492;CHRNA6;GENE;PA166268781;EFGARTIGIMOD ALFA;CHEMICAL;
PA26492;CHRNA6;GENE;PA166277861;RAVULIZUMAB;CHEMICAL;
PA26492;CHRNA6;GENE;PA166313325;ROZANOLIXIZUMAB;CHEMICAL;
PA26492;CHRNA6;GENE;PA166328901;ZILUCOPLAN;CHEMICAL;
PA36380;HNF1A;GENE;PA452618;OPIOIDS;CHEMICAL;
PA37974;XYLT2;GENE;PA448803;CARBOPLATIN;CHEMICAL;PD
PA37974;XYLT2;GENE;PA449748;GEMCITABINE;CHEMICAL;PD
PA162378956;LKAAEAR1;GENE;PA452618;OPIOIDS;CHEMICAL;PD
PA31419;MYOM2;GENE;PA448497;ASPIRIN;CHEMICAL;PD
PA31419;MYOM2;GENE;PA449053;CLOPIDOGREL;CHEMICAL;PD
PA27832;EPM2A;GENE;PA448964;CHLORPROMAZINE;CHEMICAL;PD
PA27832;EPM2A;GENE;PA449061;CLOZAPINE;CHEMICAL;PD
PA27832;EPM2A;GENE;PA449841;HALOPERIDOL;CHEMICAL;PD
PA27832;EPM2A;GENE;PA450688;OLANZAPINE;CHEMICAL;PD
PA27832;EPM2A;GENE;PA451201;QUETIAPINE;CHEMICAL;PD
PA27832;EPM2A;GENE;PA451257;RISPERIDONE;CHEMICAL;PD
PA27832;EPM2A;GENE;PA451771;TRIFLUOPERAZINE;CHEMICAL;PD
PA37304;VEGFC;GENE;PA130232992;BEVACIZUMAB;CHEMICAL;
PA37304;VEGFC;GENE;PA166118342;AFLIBERCEPT;CHEMICAL;
PA134992016;CXXC4;GENE;PA164713176;PLATINUM COMPOUNDS;CHEMICAL;PD
PA30899;MOBP;GENE;PA164778930;CREATINE;CHEMICAL;PD
PA332;SLC22A4;GENE;PA10804;IMATINIB;CHEMICAL;PD
PA38444;CPA6;GENE;PA450395;METFORMIN;CHEMICAL;PD
