Chemical_ID;Chemical;Entity1_type;Gene_ID;Gene;Entity2_type;LADME
PA143485705;ANTIEPILEPTICS;CHEMICAL;PA26840;CPS1;GENE;
PA143485705;ANTIEPILEPTICS;CHEMICAL;PA35004;SCN2A;GENE;PD
PA143485705;ANTIEPILEPTICS;CHEMICAL;PA35056;HLA-B;GENE;PD
PA164742950;OLMESARTAN;CHEMICAL;PA134865839;SLCO1B1;GENE;
PA134687947;ELETRIPTAN;CHEMICAL;PA128;CYP2D6;GENE;
PA449527;ETHINYL ESTRADIOL;CHEMICAL;PA123;CYP2B6;GENE;
PA449527;ETHINYL ESTRADIOL;CHEMICAL;PA131;CYP3A5;GENE;
PA448082;ALENDRONATE;CHEMICAL;PA31331;MVK;GENE;PD
PA448082;ALENDRONATE;CHEMICAL;PA37301;VDR;GENE;PD
PA449160;CYCLOBENZAPRINE;CHEMICAL;PA131;CYP3A5;GENE;
PA10204;TENOFOVIR;CHEMICAL;PA116;ABCC2;GENE;PD
PA10204;TENOFOVIR;CHEMICAL;PA134952671;IFNL3;GENE;
PA10204;TENOFOVIR;CHEMICAL;PA165750325;AK4;GENE;
PA10204;TENOFOVIR;CHEMICAL;PA166049147;IFNL4;GENE;
PA10204;TENOFOVIR;CHEMICAL;PA24392;ABCC10;GENE;PD
PA10204;TENOFOVIR;CHEMICAL;PA24656;AK2;GENE;
PA10204;TENOFOVIR;CHEMICAL;PA249;NME1;GENE;
PA10204;TENOFOVIR;CHEMICAL;PA250;NME2;GENE;
PA10204;TENOFOVIR;CHEMICAL;PA31896;OCRL;GENE;PD
PA10204;TENOFOVIR;CHEMICAL;PA37885;SLC26A8;GENE;
PA10204;TENOFOVIR;CHEMICAL;PA388;SLC22A6;GENE;
PA10204;TENOFOVIR;CHEMICAL;PA390;ABCG2;GENE;
PA10204;TENOFOVIR;CHEMICAL;PA397;ABCC4;GENE;PD
PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PA134952671;IFNL3;GENE;PD
PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PA154;SLC29A1;GENE;PD
PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PA166049147;IFNL4;GENE;PD
PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PA227;LDLR;GENE;PD
PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PA29973;ITPA;GENE;PD
PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PA30812;MICB;GENE;PD
PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PA35055;HLA-A;GENE;
PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PA35056;HLA-B;GENE;PD
PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PA35568;CXCL10;GENE;PD
PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PA37301;VDR;GENE;PD
PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PA7360;EGFR;GENE;PD
PA164749390;PEGINTERFERON ALFA-2A;CHEMICAL;PA97;SCARB1;GENE;PD
PA449233;DESIPRAMINE;CHEMICAL;PA124;CYP2C19;GENE;
PA449233;DESIPRAMINE;CHEMICAL;PA128;CYP2D6;GENE;PD
PA449233;DESIPRAMINE;CHEMICAL;PA130;CYP3A4;GENE;
PA449233;DESIPRAMINE;CHEMICAL;PA267;ABCB1;GENE;
PA449233;DESIPRAMINE;CHEMICAL;PA27093;CYP1A2;GENE;
PA449233;DESIPRAMINE;CHEMICAL;PA30673;MC1R;GENE;PD
PA449233;DESIPRAMINE;CHEMICAL;PA310;SLC6A2;GENE;
PA449233;DESIPRAMINE;CHEMICAL;PA31891;BDNF;GENE;PD
PA451608;TEMAZEPAM;CHEMICAL;PA124;CYP2C19;GENE;
PA451608;TEMAZEPAM;CHEMICAL;PA130;CYP3A4;GENE;
PA166131397;7-HYDROXY R-WARFARIN;CHEMICAL;PA126;CYP2C9;GENE;
PA166190721;GOLODIRSEN;CHEMICAL;PA27378;DMD;GENE;
PA165817950;TERODILINE;CHEMICAL;PA212;KCNH2;GENE;
PA166254461;3,4-DEHYDROCILOSTAZOL;CHEMICAL;PA131;CYP3A5;GENE;
PA450705;ONDANSETRON;CHEMICAL;PA128;CYP2D6;GENE;PD
PA450705;ONDANSETRON;CHEMICAL;PA130;CYP3A4;GENE;
PA450705;ONDANSETRON;CHEMICAL;PA131;CYP3A5;GENE;
PA450705;ONDANSETRON;CHEMICAL;PA267;ABCB1;GENE;PD
PA450705;ONDANSETRON;CHEMICAL;PA312;SLC6A4;GENE;PD
PA166235321;PRALSETINIB;CHEMICAL;PA34335;RET;GENE;
PA452632;ACENOCOUMAROL;CHEMICAL;PA124;CYP2C19;GENE;
PA452632;ACENOCOUMAROL;CHEMICAL;PA126;CYP2C9;GENE;PD
PA452632;ACENOCOUMAROL;CHEMICAL;PA127;CYP2C18;GENE;
PA452632;ACENOCOUMAROL;CHEMICAL;PA133787052;VKORC1;GENE;PD
PA452632;ACENOCOUMAROL;CHEMICAL;PA26047;CALU;GENE;PD
PA452632;ACENOCOUMAROL;CHEMICAL;PA27121;CYP4F2;GENE;PD
PA452632;ACENOCOUMAROL;CHEMICAL;PA28660;GGCX;GENE;PD
PA452632;ACENOCOUMAROL;CHEMICAL;PA55;APOE;GENE;PD
PA166328881;REPOTRECTINIB;CHEMICAL;PA31817;NTRK1;GENE;
PA166328881;REPOTRECTINIB;CHEMICAL;PA31818;NTRK2;GENE;
PA166328881;REPOTRECTINIB;CHEMICAL;PA31819;NTRK3;GENE;
PA166328881;REPOTRECTINIB;CHEMICAL;PA34633;ROS1;GENE;
PA166182885;OXYMETAZOLINE AND TETRACAINE;CHEMICAL;PA25294;BCHE;GENE;
PA166182885;OXYMETAZOLINE AND TETRACAINE;CHEMICAL;PA27331;CYB5R3;GENE;
PA166182885;OXYMETAZOLINE AND TETRACAINE;CHEMICAL;PA28469;G6PD;GENE;
PA164924492;BRIVANIB;CHEMICAL;PA134941638;FGFR1OP;GENE;
PA164924492;BRIVANIB;CHEMICAL;PA134972108;FGFR1OP2;GENE;
PA164924492;BRIVANIB;CHEMICAL;PA28127;FGFR1;GENE;
PA164924492;BRIVANIB;CHEMICAL;PA28128;FGFR2;GENE;
PA164924492;BRIVANIB;CHEMICAL;PA28129;FGFR3;GENE;
PA164924492;BRIVANIB;CHEMICAL;PA28130;FGFR4;GENE;
PA164924492;BRIVANIB;CHEMICAL;PA28131;FGFR3P1;GENE;
PA164924492;BRIVANIB;CHEMICAL;PA28132;FGFRL1;GENE;
PA164924492;BRIVANIB;CHEMICAL;PA30086;KDR;GENE;
PA166225041;RIMEGEPANT;CHEMICAL;PA126;CYP2C9;GENE;
PA166182767;GILTERITINIB;CHEMICAL;PA28181;FLT3;GENE;
PA165984462;PHOTODYNAMIC THERAPY;CHEMICAL;PA162;F13A1;GENE;PD
PA165984462;PHOTODYNAMIC THERAPY;CHEMICAL;PA29261;CFH;GENE;PD
PA448368;AMILORIDE;CHEMICAL;PA27118;CYP4A11;GENE;PD
PA448368;AMILORIDE;CHEMICAL;PA305;SCNN1A;GENE;
PA448368;AMILORIDE;CHEMICAL;PA306;SCNN1B;GENE;
PA448368;AMILORIDE;CHEMICAL;PA307;SCNN1G;GENE;
PA164778866;LIOTHYRONINE;CHEMICAL;PA29549;HTR1B;GENE;PD
PA451124;PROGUANIL;CHEMICAL;PA124;CYP2C19;GENE;
PA451124;PROGUANIL;CHEMICAL;PA130;CYP3A4;GENE;
PA451124;PROGUANIL;CHEMICAL;PA329;SLC22A1;GENE;
PA451788;TRIMETHOPRIM;CHEMICAL;PA130;CYP3A4;GENE;
PA166153473;VENETOCLAX;CHEMICAL;PA28181;FLT3;GENE;
PA166153473;VENETOCLAX;CHEMICAL;PA29630;IDH1;GENE;
PA166153473;VENETOCLAX;CHEMICAL;PA29631;IDH2;GENE;
PA166153473;VENETOCLAX;CHEMICAL;PA31712;NPM1;GENE;
PA166153473;VENETOCLAX;CHEMICAL;PA36679;TP53;GENE;
PA451224;RANITIDINE;CHEMICAL;PA267;ABCB1;GENE;
PA451224;RANITIDINE;CHEMICAL;PA329;SLC22A1;GENE;
PA166164916;DESMETHYL OLANZAPINE;CHEMICAL;PA27093;CYP1A2;GENE;
PA449011;CISAPRIDE;CHEMICAL;PA130;CYP3A4;GENE;
PA449011;CISAPRIDE;CHEMICAL;PA212;KCNH2;GENE;
PA164712669;COXIBS;CHEMICAL;PA293;PTGS2;GENE;
PA166131399;7-HYDROXY S-WARFARIN;CHEMICAL;PA126;CYP2C9;GENE;
PA165958346;VILDAGLIPTIN;CHEMICAL;PA28725;GLP1R;GENE;PD
PA450555;MOXIFLOXACIN;CHEMICAL;PA212;KCNH2;GENE;
PA450555;MOXIFLOXACIN;CHEMICAL;PA28469;G6PD;GENE;
PA450555;MOXIFLOXACIN;CHEMICAL;PA420;UGT1A1;GENE;
PA165945763;CANGRELOR;CHEMICAL;PA134971947;P2RY12;GENE;PD
PA166189803;UPADACITINIB;CHEMICAL;PA128;CYP2D6;GENE;
PA151917011;VALINOMYCIN;CHEMICAL;PA267;ABCB1;GENE;
PA165260403;ARTEETHER;CHEMICAL;PA123;CYP2B6;GENE;
PA165260403;ARTEETHER;CHEMICAL;PA130;CYP3A4;GENE;
PA165260403;ARTEETHER;CHEMICAL;PA131;CYP3A5;GENE;
PA166184379;LETERMOVIR;CHEMICAL;PA134865839;SLCO1B1;GENE;
PA166184379;LETERMOVIR;CHEMICAL;PA420;UGT1A1;GENE;
PA166182743;LORLATINIB;CHEMICAL;PA24719;ALK;GENE;
PA166182743;LORLATINIB;CHEMICAL;PA34633;ROS1;GENE;
PA166268803;MARALIXIBAT;CHEMICAL;PA265;ATP8B1;GENE;
PA166268803;MARALIXIBAT;CHEMICAL;PA268;ABCB4;GENE;
PA166268803;MARALIXIBAT;CHEMICAL;PA29986;JAG1;GENE;
PA166268803;MARALIXIBAT;CHEMICAL;PA31408;MYO5B;GENE;
PA166268803;MARALIXIBAT;CHEMICAL;PA36533;TJP2;GENE;
PA166268803;MARALIXIBAT;CHEMICAL;PA374;ABCB11;GENE;
PA165958521;FEBUXOSTAT;CHEMICAL;PA24842;AOX1;GENE;PD
PA165958521;FEBUXOSTAT;CHEMICAL;PA37174;UGT1A10;GENE;PD
PA165958521;FEBUXOSTAT;CHEMICAL;PA37178;UGT1A3;GENE;PD
PA165958521;FEBUXOSTAT;CHEMICAL;PA37179;UGT1A4;GENE;PD
PA165958521;FEBUXOSTAT;CHEMICAL;PA37180;UGT1A5;GENE;PD
PA165958521;FEBUXOSTAT;CHEMICAL;PA37181;UGT1A6;GENE;PD
PA165958521;FEBUXOSTAT;CHEMICAL;PA37182;UGT1A7;GENE;PD
PA165958521;FEBUXOSTAT;CHEMICAL;PA37183;UGT1A8;GENE;PD
PA165958521;FEBUXOSTAT;CHEMICAL;PA37404;XDH;GENE;
PA165958521;FEBUXOSTAT;CHEMICAL;PA419;UGT1A9;GENE;PD
PA165958521;FEBUXOSTAT;CHEMICAL;PA420;UGT1A1;GENE;PD
PA166184060;CARBOCISTEINE;CHEMICAL;PA32911;PAH;GENE;
PA449130;CORTISONE ACETATE;CHEMICAL;PA122;CYP3A7;GENE;
PA166184501;LAMIVUDINE / ABACAVIR;CHEMICAL;PA35056;HLA-B;GENE;
PA164746760;FURAZOLIDONE;CHEMICAL;PA28469;G6PD;GENE;
PA451300;SALMETEROL;CHEMICAL;PA131;CYP3A5;GENE;
PA451300;SALMETEROL;CHEMICAL;PA39;ADRB2;GENE;PD
PA451961;ZINC ACETATE;CHEMICAL;PA134915546;SLC30A8;GENE;PD
PA166110257;DEXLANSOPRAZOLE;CHEMICAL;PA124;CYP2C19;GENE;
PA166115580;TAFENOQUINE;CHEMICAL;PA28469;G6PD;GENE;
PA166124478;ENDOXIFEN;CHEMICAL;PA128;CYP2D6;GENE;
PA166124478;ENDOXIFEN;CHEMICAL;PA130;CYP3A4;GENE;
PA450457;METHYLENE BLUE;CHEMICAL;PA25374;BLVRB;GENE;
PA450457;METHYLENE BLUE;CHEMICAL;PA28469;G6PD;GENE;PD
PA164749136;DESFLURANE;CHEMICAL;PA34896;RYR1;GENE;PD
PA164749136;DESFLURANE;CHEMICAL;PA85;CACNA1S;GENE;PD
PA450684;OFLOXACIN;CHEMICAL;PA28469;G6PD;GENE;
PA166268802;INCLISIRAN;CHEMICAL;PA227;LDLR;GENE;
PA166268802;INCLISIRAN;CHEMICAL;PA38617;PCSK9;GENE;
PA166268802;INCLISIRAN;CHEMICAL;PA50;APOB;GENE;
PA166184496;ACETAMINOPHEN / TRAMADOL;CHEMICAL;PA28469;G6PD;GENE;
PA451741;TRANYLCYPROMINE;CHEMICAL;PA124;CYP2C19;GENE;
PA166163434;OLARATUMAB;CHEMICAL;PA33147;PDGFRA;GENE;
PA166131439;FLUOXETINE GLUCURONIDE;CHEMICAL;PA267;ABCB1;GENE;
PA450268;LOSARTAN;CHEMICAL;PA126;CYP2C9;GENE;PD
PA450268;LOSARTAN;CHEMICAL;PA130;CYP3A4;GENE;
PA450268;LOSARTAN;CHEMICAL;PA131;CYP3A5;GENE;
PA450268;LOSARTAN;CHEMICAL;PA134992438;CAMK1D;GENE;PD
PA450268;LOSARTAN;CHEMICAL;PA139;ACE;GENE;
PA450268;LOSARTAN;CHEMICAL;PA267;ABCB1;GENE;PD
PA450268;LOSARTAN;CHEMICAL;PA31709;NPHS1;GENE;PD
PA450268;LOSARTAN;CHEMICAL;PA361;UGT2B7;GENE;
PA450268;LOSARTAN;CHEMICAL;PA38243;STK39;GENE;PD
PA450268;LOSARTAN;CHEMICAL;PA420;UGT1A1;GENE;
PA450268;LOSARTAN;CHEMICAL;PA43;AGTR1;GENE;PD
PA166114906;BOSUTINIB;CHEMICAL;PA24413;ABL1;GENE;
PA166114906;BOSUTINIB;CHEMICAL;PA25321;BCR;GENE;
PA166114906;BOSUTINIB;CHEMICAL;PA93;CAMK2G;GENE;
PA165947835;DICHLOROACETIC ACID;CHEMICAL;PA29031;GSTZ1;GENE;
PA164924486;ST. JOHN'S WORT;CHEMICAL;PA378;NR1I2;GENE;
PA166160055;CHOLIC ACID;CHEMICAL;PA132;CYP7A1;GENE;
PA166160055;CHOLIC ACID;CHEMICAL;PA134940289;HSD3B7;GENE;
PA166160055;CHOLIC ACID;CHEMICAL;PA135;CYP27A1;GENE;
PA166160055;CHOLIC ACID;CHEMICAL;PA24681;AKR1D1;GENE;
PA166160055;CHOLIC ACID;CHEMICAL;PA24757;AMACR;GENE;
PA166160055;CHOLIC ACID;CHEMICAL;PA27321;DHCR7;GENE;
PA166160055;CHOLIC ACID;CHEMICAL;PA29487;HSD3B2;GENE;
PA164712830;INFLUENZA VACCINES;CHEMICAL;PA35068;HLA-DQB1;GENE;PD
PA164712830;INFLUENZA VACCINES;CHEMICAL;PA35072;HLA-DRB1;GENE;
PA166182002;AMIFAMPRIDINE PHOSPHATE;CHEMICAL;PA18;NAT2;GENE;
PA449461;ENFLURANE;CHEMICAL;PA34896;RYR1;GENE;PD
PA449461;ENFLURANE;CHEMICAL;PA85;CACNA1S;GENE;PD
PA451236;RESERPINE;CHEMICAL;PA267;ABCB1;GENE;
PA451236;RESERPINE;CHEMICAL;PA378;NR1I2;GENE;
PA166268805;ODEVIXIBAT;CHEMICAL;PA265;ATP8B1;GENE;
PA166268805;ODEVIXIBAT;CHEMICAL;PA29986;JAG1;GENE;
PA166268805;ODEVIXIBAT;CHEMICAL;PA31684;NOTCH2;GENE;
PA166268805;ODEVIXIBAT;CHEMICAL;PA374;ABCB11;GENE;
PA166320921;ERENUMAB;CHEMICAL;PA117;COMT;GENE;PD
PA166222861;ECALLANTIDE;CHEMICAL;PA30160;KLKB1;GENE;
PA10816;EZETIMIBE;CHEMICAL;PA134865839;SLCO1B1;GENE;
PA450131;ISRADIPINE;CHEMICAL;PA378;NR1I2;GENE;
PA164746311;EVEROLIMUS;CHEMICAL;PA130;CYP3A4;GENE;
PA164746311;EVEROLIMUS;CHEMICAL;PA131;CYP3A5;GENE;
PA164746311;EVEROLIMUS;CHEMICAL;PA156;ESR1;GENE;
PA164746311;EVEROLIMUS;CHEMICAL;PA165432629;RPTOR;GENE;PD
PA164746311;EVEROLIMUS;CHEMICAL;PA267;ABCB1;GENE;PD
PA164746311;EVEROLIMUS;CHEMICAL;PA27844;ERBB2;GENE;
PA164746311;EVEROLIMUS;CHEMICAL;PA27886;ESR2;GENE;
PA164746311;EVEROLIMUS;CHEMICAL;PA28130;FGFR4;GENE;PD
PA164746311;EVEROLIMUS;CHEMICAL;PA28360;MTOR;GENE;PD
PA164746311;EVEROLIMUS;CHEMICAL;PA33312;PIK3R1;GENE;PD
PA451140;PROPIONIC ACID DERIVATIVES;CHEMICAL;PA271;PLA2G4A;GENE;PD
PA451140;PROPIONIC ACID DERIVATIVES;CHEMICAL;PA33392;PLCG1;GENE;PD
PA451140;PROPIONIC ACID DERIVATIVES;CHEMICAL;PA36601;TNFRSF11A;GENE;PD
PA448953;CHLOROTHIAZIDE;CHEMICAL;PA29338;HMGCS2;GENE;PD
PA164712913;MULTIVITAMINS, PLAIN;CHEMICAL;PA143;DHFR;GENE;
PA452620;TEGAFUR;CHEMICAL;PA121;CYP2A6;GENE;
PA452620;TEGAFUR;CHEMICAL;PA145;DPYD;GENE;PD
PA452620;TEGAFUR;CHEMICAL;PA359;TYMS;GENE;PD
PA452620;TEGAFUR;CHEMICAL;PA363;UMPS;GENE;PD
PA452620;TEGAFUR;CHEMICAL;PA7360;EGFR;GENE;PD
PA450374;METHYLPHENOBARBITAL;CHEMICAL;PA124;CYP2C19;GENE;
PA164748741;MEPIVACAINE;CHEMICAL;PA28469;G6PD;GENE;
PA166164918;OLANZAPINE 10-N-GLUCURONIDE;CHEMICAL;PA166;FMO3;GENE;
PA166177519;UMECLIDINIUM;CHEMICAL;PA128;CYP2D6;GENE;
PA448084;ALFENTANIL;CHEMICAL;PA117;COMT;GENE;
PA448084;ALFENTANIL;CHEMICAL;PA31945;OPRM1;GENE;PD
PA134687942;LEVOMEPROMAZINE;CHEMICAL;PA128;CYP2D6;GENE;
PA164776964;DESLORATADINE;CHEMICAL;PA130;CYP3A4;GENE;
PA164776964;DESLORATADINE;CHEMICAL;PA28056;FCER1A;GENE;PD
PA164776964;DESLORATADINE;CHEMICAL;PA29456;HRH1;GENE;PD
PA164924487;ALDOSTERONE;CHEMICAL;PA267;ABCB1;GENE;
PA152432599;ITOPRIDE;CHEMICAL;PA166;FMO3;GENE;
PA166182884;PATISIRAN;CHEMICAL;PA37069;TTR;GENE;
PA164746007;RANOLAZINE;CHEMICAL;PA128;CYP2D6;GENE;
PA164746007;RANOLAZINE;CHEMICAL;PA130;CYP3A4;GENE;
PA164746007;RANOLAZINE;CHEMICAL;PA267;ABCB1;GENE;
PA164748726;ENTACAPONE;CHEMICAL;PA117;COMT;GENE;PD
PA448927;CHLORAMPHENICOL;CHEMICAL;PA124;CYP2C19;GENE;
PA448927;CHLORAMPHENICOL;CHEMICAL;PA28469;G6PD;GENE;PD
PA450434;METHOXYFLURANE;CHEMICAL;PA130;CYP3A4;GENE;
PA450434;METHOXYFLURANE;CHEMICAL;PA34896;RYR1;GENE;PD
PA450434;METHOXYFLURANE;CHEMICAL;PA85;CACNA1S;GENE;PD
PA164712951;OPIUM DERIVATIVES AND EXPECTORANTS;CHEMICAL;PA128;CYP2D6;GENE;
PA451949;ZAFIRLUKAST;CHEMICAL;PA126;CYP2C9;GENE;
PA451949;ZAFIRLUKAST;CHEMICAL;PA38453;CYSLTR1;GENE;
PA450390;ORCIPRENALINE;CHEMICAL;PA39;ADRB2;GENE;
PA448073;ETHANOL;CHEMICAL;PA113;CHRNA3;GENE;
PA448073;ETHANOL;CHEMICAL;PA128;CYP2D6;GENE;
PA448073;ETHANOL;CHEMICAL;PA128394692;ANKS1B;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA128394701;SRPRB;GENE;
PA448073;ETHANOL;CHEMICAL;PA129;CYP2E1;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA134872551;ANKK1;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA134926032;MED19;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA134931507;SLC39A8;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA134940645;RABGAP1L;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA142671586;KLB;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA152208656;FTO;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA162380882;CADM2;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA162405776;THSD7B;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA164726611;TMX2;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA24429;ACSS2;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA24571;ADH1B;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA24572;ADH1C;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA24692;ALDH1A1;GENE;
PA448073;ETHANOL;CHEMICAL;PA24696;ALDH2;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA26099;CAT;GENE;
PA448073;ETHANOL;CHEMICAL;PA26490;CHRNA4;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA26491;CHRNA5;GENE;
PA448073;ETHANOL;CHEMICAL;PA26873;CRHBP;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA27468;DPP6;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA27478;DRD2;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA27480;DRD4;GENE;
PA448073;ETHANOL;CHEMICAL;PA28429;FUT2;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA28611;GCKR;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA28677;GHSR;GENE;
PA448073;ETHANOL;CHEMICAL;PA30589;MAP2K4;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA311;SLC6A3;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA312;SLC6A4;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA31943;OPRK1;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA31945;OPRM1;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA33129;PDE4B;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA33329;PIP5K1C;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA34249;ARID4A;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA35900;SLC4A8;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA36656;TNRC6A;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA37931;TAS2R16;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA38592;PNPLA3;GENE;PD
PA448073;ETHANOL;CHEMICAL;PA83;CACNA1C;GENE;PD
PA166176008;ERYTHROMYCIN ETHYLSUCCINATE / SULFISOXAZOLE ACETYL;CHEMICAL;PA28469;G6PD;GENE;
PA449441;EFAVIRENZ;CHEMICAL;PA116;ABCC2;GENE;
PA449441;EFAVIRENZ;CHEMICAL;PA121;CYP2A6;GENE;
PA449441;EFAVIRENZ;CHEMICAL;PA123;CYP2B6;GENE;PD
PA449441;EFAVIRENZ;CHEMICAL;PA124;CYP2C19;GENE;
PA449441;EFAVIRENZ;CHEMICAL;PA130;CYP3A4;GENE;
PA449441;EFAVIRENZ;CHEMICAL;PA131;CYP3A5;GENE;
PA449441;EFAVIRENZ;CHEMICAL;PA18;NAT2;GENE;
PA449441;EFAVIRENZ;CHEMICAL;PA193;HTR2A;GENE;PD
PA449441;EFAVIRENZ;CHEMICAL;PA267;ABCB1;GENE;PD
PA449441;EFAVIRENZ;CHEMICAL;PA29349;HNF4A;GENE;
PA449441;EFAVIRENZ;CHEMICAL;PA29778;IL10;GENE;PD
PA449441;EFAVIRENZ;CHEMICAL;PA35072;HLA-DRB1;GENE;
PA449441;EFAVIRENZ;CHEMICAL;PA361;UGT2B7;GENE;
PA449441;EFAVIRENZ;CHEMICAL;PA378;NR1I2;GENE;
PA449441;EFAVIRENZ;CHEMICAL;PA390;ABCG2;GENE;PD
PA449441;EFAVIRENZ;CHEMICAL;PA391;NR1I3;GENE;
PA449441;EFAVIRENZ;CHEMICAL;PA420;UGT1A1;GENE;
PA164712863;LEUKOTRIENE RECEPTOR ANTAGONISTS;CHEMICAL;PA128394758;GLT1D1;GENE;
PA164712863;LEUKOTRIENE RECEPTOR ANTAGONISTS;CHEMICAL;PA134879499;PRORP;GENE;
PA164712863;LEUKOTRIENE RECEPTOR ANTAGONISTS;CHEMICAL;PA235;LTC4S;GENE;
PA164712863;LEUKOTRIENE RECEPTOR ANTAGONISTS;CHEMICAL;PA24345;LTA4H;GENE;
PA164712863;LEUKOTRIENE RECEPTOR ANTAGONISTS;CHEMICAL;PA244;ABCC1;GENE;
PA164712863;LEUKOTRIENE RECEPTOR ANTAGONISTS;CHEMICAL;PA30852;MLLT3;GENE;
PA164712863;LEUKOTRIENE RECEPTOR ANTAGONISTS;CHEMICAL;PA35845;SLCO2B1;GENE;
PA164712863;LEUKOTRIENE RECEPTOR ANTAGONISTS;CHEMICAL;PA38518;CYSLTR2;GENE;
PA164712863;LEUKOTRIENE RECEPTOR ANTAGONISTS;CHEMICAL;PA46;ALOX5;GENE;
PA451260;RITONAVIR;CHEMICAL;PA116;ABCC2;GENE;PD
PA451260;RITONAVIR;CHEMICAL;PA128;CYP2D6;GENE;
PA451260;RITONAVIR;CHEMICAL;PA130;CYP3A4;GENE;
PA451260;RITONAVIR;CHEMICAL;PA131;CYP3A5;GENE;
PA451260;RITONAVIR;CHEMICAL;PA244;ABCC1;GENE;PD
PA451260;RITONAVIR;CHEMICAL;PA267;ABCB1;GENE;
PA451260;RITONAVIR;CHEMICAL;PA37178;UGT1A3;GENE;PD
PA451260;RITONAVIR;CHEMICAL;PA37182;UGT1A7;GENE;PD
PA451260;RITONAVIR;CHEMICAL;PA378;NR1I2;GENE;
PA451260;RITONAVIR;CHEMICAL;PA420;UGT1A1;GENE;PD
PA451260;RITONAVIR;CHEMICAL;PA53;APOC3;GENE;PD
PA451260;RITONAVIR;CHEMICAL;PA55;APOE;GENE;PD
PA166123386;RUXOLITINIB;CHEMICAL;PA130;CYP3A4;GENE;
PA166272921;ABROCITINIB;CHEMICAL;PA124;CYP2C19;GENE;
PA166272921;ABROCITINIB;CHEMICAL;PA126;CYP2C9;GENE;
PA166248083;DAUNORUBICINOL;CHEMICAL;PA24674;AKR1A1;GENE;
PA166182641;BUPRENORPHINE / NALOXONE;CHEMICAL;PA361;UGT2B7;GENE;
PA164750594;DENILEUKIN DIFTITOX;CHEMICAL;PA29828;IL2RA;GENE;
PA166182723;ERIBULIN;CHEMICAL;PA156;ESR1;GENE;
PA166182723;ERIBULIN;CHEMICAL;PA266;PGR;GENE;
PA166182723;ERIBULIN;CHEMICAL;PA27844;ERBB2;GENE;
PA166182723;ERIBULIN;CHEMICAL;PA27886;ESR2;GENE;
PA450935;PHENYLEPHRINE;CHEMICAL;PA24597;ADRA1D;GENE;
PA450935;PHENYLEPHRINE;CHEMICAL;PA33;ADRA1B;GENE;
PA450935;PHENYLEPHRINE;CHEMICAL;PA34;ADRA1A;GENE;
PA450935;PHENYLEPHRINE;CHEMICAL;PA39;ADRB2;GENE;PD
PA165958363;AGOMELATINE;CHEMICAL;PA267;ABCB1;GENE;PD
PA452619;HEROIN;CHEMICAL;PA107;CES1;GENE;
PA452619;HEROIN;CHEMICAL;PA117;COMT;GENE;
PA452619;HEROIN;CHEMICAL;PA128394692;ANKS1B;GENE;PD
PA452619;HEROIN;CHEMICAL;PA134953249;BDNF-AS;GENE;
PA452619;HEROIN;CHEMICAL;PA136;DBH;GENE;PD
