Disease_ID;Disease;Entity1_type;Gene_ID;Gene;Entity2_type;LADME
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA128394577;IGF2BP2;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA134865839;SLCO1B1;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA134915546;SLC30A8;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA139;ACE;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA142671259;NOS1AP;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA144596484;C11ORF65;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA162403808;SLC47A1;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA203;IRS1;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA217;KCNJ11;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA223;KCNQ1;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA24699;ALDH3B1;GENE;
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA24920;AQP2;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA26468;CHKA;GENE;
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA281;PPARG;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA28469;G6PD;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA28725;GLP1R;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA30436;LPIN1;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA306;SCNN1B;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA31454;NBEA;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA329;SLC22A1;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA32958;PAX4;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA33409;PLIN1;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA33814;PRPF31;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA34013;PTPRD;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA348;TBXA2R;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA36042;SP1;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA36394;TCF7L2;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA36399;TCIRG1;GENE;
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA38444;CPA6;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA43;AGTR1;GENE;PD
PA443890;DIABETES MELLITUS, TYPE 2;DISEASE;PA61;ATM;GENE;PD
PA166186039;SUICIDAL IDEATION;DISEASE;PA31945;OPRM1;GENE;PD
PA444807;LONG QT SYNDROME;DISEASE;PA123;CYP2B6;GENE;
PA444807;LONG QT SYNDROME;DISEASE;PA142671259;NOS1AP;GENE;PD
PA444807;LONG QT SYNDROME;DISEASE;PA212;KCNH2;GENE;
PA444807;LONG QT SYNDROME;DISEASE;PA304;SCN5A;GENE;
PA166123507;DISCONTINUATION;DISEASE;PA123;CYP2B6;GENE;
PA166123507;DISCONTINUATION;DISEASE;PA124;CYP2C19;GENE;
PA166123507;DISCONTINUATION;DISEASE;PA128;CYP2D6;GENE;
PA166123507;DISCONTINUATION;DISEASE;PA134865839;SLCO1B1;GENE;
PA166123507;DISCONTINUATION;DISEASE;PA134963132;NUDT15;GENE;
PA166123507;DISCONTINUATION;DISEASE;PA28130;FGFR4;GENE;PD
PA166123507;DISCONTINUATION;DISEASE;PA356;TPMT;GENE;
PA166123507;DISCONTINUATION;DISEASE;PA359;TYMS;GENE;
PA166123507;DISCONTINUATION;DISEASE;PA378;NR1I2;GENE;PD
PA166123507;DISCONTINUATION;DISEASE;PA420;UGT1A1;GENE;PD
PA445549;RHABDOMYOLYSIS;DISEASE;PA134865839;SLCO1B1;GENE;PD
PA445549;RHABDOMYOLYSIS;DISEASE;PA164719488;EYS;GENE;PD
PA445549;RHABDOMYOLYSIS;DISEASE;PA300;RYR2;GENE;PD
PA445549;RHABDOMYOLYSIS;DISEASE;PA34896;RYR1;GENE;
PA445549;RHABDOMYOLYSIS;DISEASE;PA85;CACNA1S;GENE;
PA162263533;NEPHROTOXICITY;DISEASE;PA117;COMT;GENE;PD
PA162263533;NEPHROTOXICITY;DISEASE;PA131;CYP3A5;GENE;PD
PA162263533;NEPHROTOXICITY;DISEASE;PA134865839;SLCO1B1;GENE;PD
PA162263533;NEPHROTOXICITY;DISEASE;PA134943193;ARID5B;GENE;PD
PA162263533;NEPHROTOXICITY;DISEASE;PA24392;ABCC10;GENE;PD
PA162263533;NEPHROTOXICITY;DISEASE;PA245;MTHFR;GENE;PD
PA162263533;NEPHROTOXICITY;DISEASE;PA26551;CLCN6;GENE;PD
PA162263533;NEPHROTOXICITY;DISEASE;PA27097;CYP24A1;GENE;PD
PA162263533;NEPHROTOXICITY;DISEASE;PA27099;CYP27B1;GENE;PD
PA162263533;NEPHROTOXICITY;DISEASE;PA27848;ERCC2;GENE;PD
PA162263533;NEPHROTOXICITY;DISEASE;PA28586;GATA3;GENE;PD
PA162263533;NEPHROTOXICITY;DISEASE;PA29899;INSRR;GENE;PD
PA162263533;NEPHROTOXICITY;DISEASE;PA31817;NTRK1;GENE;PD
PA162263533;NEPHROTOXICITY;DISEASE;PA386;SLC28A2;GENE;PD
PA162263533;NEPHROTOXICITY;DISEASE;PA397;ABCC4;GENE;PD
PA133888799;ORGAN TRANSPLANTATION;DISEASE;PA116;ABCC2;GENE;
PA133888799;ORGAN TRANSPLANTATION;DISEASE;PA130;CYP3A4;GENE;PD
PA133888799;ORGAN TRANSPLANTATION;DISEASE;PA131;CYP3A5;GENE;
PA133888799;ORGAN TRANSPLANTATION;DISEASE;PA267;ABCB1;GENE;PD
PA133888799;ORGAN TRANSPLANTATION;DISEASE;PA280;PPARA;GENE;
PA133888799;ORGAN TRANSPLANTATION;DISEASE;PA29862;IMPDH1;GENE;PD
PA133888799;ORGAN TRANSPLANTATION;DISEASE;PA36552;TLR4;GENE;
PA166120928;ERYTHEMA EXUDATIVUM MULTIFORME;DISEASE;PA35056;HLA-B;GENE;
PA446028;VENTRICULAR FIBRILLATION;DISEASE;PA304;SCN5A;GENE;
PA443472;BACK PAIN;DISEASE;PA128;CYP2D6;GENE;
PA166129562;TIME BELOW THERAPEUTIC RANGE;DISEASE;PA126;CYP2C9;GENE;
PA443678;CEREBROVASCULAR DISORDERS;DISEASE;PA107;CES1;GENE;PD
PA443678;CEREBROVASCULAR DISORDERS;DISEASE;PA124;CYP2C19;GENE;
PA166128371;PLATELET AGGREGATION INHIBITION;DISEASE;PA124;CYP2C19;GENE;
PA166128371;PLATELET AGGREGATION INHIBITION;DISEASE;PA130;CYP3A4;GENE;
PA447240;PEPTIC ULCER;DISEASE;PA124;CYP2C19;GENE;PD
PA447240;PEPTIC ULCER;DISEASE;PA27931;EYA1;GENE;PD
PA166122058;MUCOSITIS;DISEASE;PA116;ABCC2;GENE;PD
PA166122058;MUCOSITIS;DISEASE;PA134897613;ENOSF1;GENE;PD
PA166122058;MUCOSITIS;DISEASE;PA145;DPYD;GENE;
PA166122058;MUCOSITIS;DISEASE;PA155;ERCC1;GENE;PD
PA166122058;MUCOSITIS;DISEASE;PA245;MTHFR;GENE;PD
PA166122058;MUCOSITIS;DISEASE;PA267;ABCB1;GENE;PD
PA166122058;MUCOSITIS;DISEASE;PA27075;CYBA;GENE;PD
PA166122058;MUCOSITIS;DISEASE;PA30737;MEG3;GENE;PD
PA166122058;MUCOSITIS;DISEASE;PA31236;MTHFD1;GENE;PD
PA166122058;MUCOSITIS;DISEASE;PA359;TYMS;GENE;PD
PA166122058;MUCOSITIS;DISEASE;PA419;UGT1A9;GENE;
PA445526;RESPIRATORY TRACT INFECTIONS;DISEASE;PA124;CYP2C19;GENE;
PA444682;KIDNEY DISEASES;DISEASE;PA116;ABCC2;GENE;PD
PA444682;KIDNEY DISEASES;DISEASE;PA125;CYP2C8;GENE;
PA444682;KIDNEY DISEASES;DISEASE;PA126;CYP2C9;GENE;
PA444682;KIDNEY DISEASES;DISEASE;PA139;ACE;GENE;PD
PA444682;KIDNEY DISEASES;DISEASE;PA28941;GRK4;GENE;PD
PA444682;KIDNEY DISEASES;DISEASE;PA85;CACNA1S;GENE;
PA166129531;TIME IN THERAPEUTIC RANGE;DISEASE;PA126;CYP2C9;GENE;
PA166129531;TIME IN THERAPEUTIC RANGE;DISEASE;PA133787052;VKORC1;GENE;PD
PA444704;PREMATURE BIRTH;DISEASE;PA24584;ADORA2A;GENE;
PA444704;PREMATURE BIRTH;DISEASE;PA83;CACNA1C;GENE;PD
PA444801;LIVER DISEASES;DISEASE;PA85;CACNA1S;GENE;
PA153619833;PERIPHERAL VASCULAR DISEASES;DISEASE;PA124;CYP2C19;GENE;
PA444395;HEMATOLOGIC DISORDER;DISEASE;PA124;CYP2C19;GENE;
PA444395;HEMATOLOGIC DISORDER;DISEASE;PA356;TPMT;GENE;
PA444395;HEMATOLOGIC DISORDER;DISEASE;PA37413;XPC;GENE;PD
PA444614;INFECTIOUS DISEASE;DISEASE;PA123;CYP2B6;GENE;PD
PA444614;INFECTIOUS DISEASE;DISEASE;PA131;CYP3A5;GENE;PD
PA444614;INFECTIOUS DISEASE;DISEASE;PA134871907;TMEM43;GENE;PD
PA444614;INFECTIOUS DISEASE;DISEASE;PA142672156;POLR1G;GENE;PD
PA444614;INFECTIOUS DISEASE;DISEASE;PA155;ERCC1;GENE;PD
PA444614;INFECTIOUS DISEASE;DISEASE;PA27103;CYP2A7P1;GENE;PD
PA444614;INFECTIOUS DISEASE;DISEASE;PA29028;GSTP1;GENE;PD
PA444614;INFECTIOUS DISEASE;DISEASE;PA329;SLC22A1;GENE;
PA444614;INFECTIOUS DISEASE;DISEASE;PA34195;PPP1R13L;GENE;PD
PA444614;INFECTIOUS DISEASE;DISEASE;PA35068;HLA-DQB1;GENE;
PA444614;INFECTIOUS DISEASE;DISEASE;PA35072;HLA-DRB1;GENE;
PA444614;INFECTIOUS DISEASE;DISEASE;PA35076;HLA-DRB5;GENE;
PA444614;INFECTIOUS DISEASE;DISEASE;PA356;TPMT;GENE;
PA444614;INFECTIOUS DISEASE;DISEASE;PA37413;XPC;GENE;PD
PA443548;BRADYCARDIA;DISEASE;PA128;CYP2D6;GENE;
PA443548;BRADYCARDIA;DISEASE;PA131;CYP3A5;GENE;
PA166123766;PLATELET AGGREGATION;DISEASE;PA124;CYP2C19;GENE;
PA166123766;PLATELET AGGREGATION;DISEASE;PA126;CYP2C9;GENE;
PA166123766;PLATELET AGGREGATION;DISEASE;PA134884590;MED12L;GENE;
PA166123766;PLATELET AGGREGATION;DISEASE;PA134971947;P2RY12;GENE;
PA445619;SCOLIOSIS;DISEASE;PA123;CYP2B6;GENE;
PA445220;PANCREATITIS;DISEASE;PA26817;CPA2;GENE;PD
PA445220;PANCREATITIS;DISEASE;PA35066;HLA-DQA1;GENE;PD
PA445220;PANCREATITIS;DISEASE;PA35072;HLA-DRB1;GENE;PD
PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PA123;CYP2B6;GENE;PD
PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PA131;CYP3A5;GENE;
PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PA134908392;ULK3;GENE;PD
PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PA183;GSTT1;GENE;PD
PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PA24413;ABL1;GENE;
PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PA245;MTHFR;GENE;PD
PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PA25321;BCR;GENE;
PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PA267;ABCB1;GENE;PD
PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PA328;SLCO1A2;GENE;
PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PA329;SLC22A1;GENE;PD
PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PA332;SLC22A4;GENE;PD
PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PA390;ABCG2;GENE;PD
PA446171;CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE;DISEASE;PA420;UGT1A1;GENE;
PA444365;CARDIAC ARREST;DISEASE;PA31945;OPRM1;GENE;PD
PA443997;EHLERS-DANLOS SYNDROME;DISEASE;PA26716;COL3A1;GENE;
PA446956;SEROTONIN SYNDROME;DISEASE;PA128;CYP2D6;GENE;
PA445846;THROMBOCYTOPENIA;DISEASE;PA118;SLC31A1;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA125;CYP2C8;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA134865839;SLCO1B1;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA134866404;C6ORF15;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA134918172;PPP1R18;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA134918866;DOCK8;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA134926573;MUCL3;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA134948212;ATAT1;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA134951826;HCP5;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA134963132;NUDT15;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA143;DHFR;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA245;MTHFR;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA24918;AQP1;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA25263;PRRC2A;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA26348;CDSN;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA27903;ETS2;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA28181;FLT3;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA29024;GSTM3;GENE;
PA445846;THROMBOCYTOPENIA;DISEASE;PA30737;MEG3;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA31136;MSH5;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA31236;MTHFD1;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA33919;PSORS1C1;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA35026;SERPINC1;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA35057;HLA-C;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA35505;SERPINA5;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA356;TPMT;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA359;TYMS;GENE;
PA445846;THROMBOCYTOPENIA;DISEASE;PA37974;XYLT2;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA420;UGT1A1;GENE;PD
PA445846;THROMBOCYTOPENIA;DISEASE;PA435;TNF;GENE;PD
PA446900;COAGULATION PROTEIN DISORDERS;DISEASE;PA133787052;VKORC1;GENE;
PA443851;DELIRIUM;DISEASE;PA117;COMT;GENE;PD
PA443851;DELIRIUM;DISEASE;PA27955;FAAH;GENE;PD
PA443851;DELIRIUM;DISEASE;PA31945;OPRM1;GENE;PD
PA447211;OBSESSIVE-COMPULSIVE DISORDER;DISEASE;PA117;COMT;GENE;
PA447211;OBSESSIVE-COMPULSIVE DISORDER;DISEASE;PA124;CYP2C19;GENE;PD
PA447211;OBSESSIVE-COMPULSIVE DISORDER;DISEASE;PA128;CYP2D6;GENE;PD
PA447211;OBSESSIVE-COMPULSIVE DISORDER;DISEASE;PA193;HTR2A;GENE;PD
PA447211;OBSESSIVE-COMPULSIVE DISORDER;DISEASE;PA312;SLC6A4;GENE;PD
PA447211;OBSESSIVE-COMPULSIVE DISORDER;DISEASE;PA35826;SLC1A1;GENE;PD
PA447268;TARDIVE DYSKINESIA;DISEASE;PA117;COMT;GENE;PD
PA447268;TARDIVE DYSKINESIA;DISEASE;PA128;CYP2D6;GENE;
PA447268;TARDIVE DYSKINESIA;DISEASE;PA193;HTR2A;GENE;PD
PA447050;HYPOKALEMIC PERIODIC PARALYSIS;DISEASE;PA35006;SCN4A;GENE;
PA445787;SYNCOPE;DISEASE;PA28469;G6PD;GENE;
PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;PA121;CYP2A6;GENE;
PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;PA128;CYP2D6;GENE;
PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;PA134956204;C18ORF56;GENE;
PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;PA165432629;RPTOR;GENE;PD
PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;PA183;GSTT1;GENE;
PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;PA267;ABCB1;GENE;PD
PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;PA27848;ERCC2;GENE;
PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;PA31328;MUTYH;GENE;PD
PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;PA359;TYMS;GENE;PD
PA166123026;PROGRESSION-FREE SURVIVAL;DISEASE;PA420;UGT1A1;GENE;
PA446366;STILL'S DISEASE, ADULT-ONSET;DISEASE;PA35072;HLA-DRB1;GENE;
PA166175756;CYSTIC FIBROSIS PULMONARY EXACERBATION;DISEASE;PA109;CFTR;GENE;
PA445048;NAUSEA;DISEASE;PA117;COMT;GENE;PD
PA445048;NAUSEA;DISEASE;PA118;SLC31A1;GENE;PD
PA445048;NAUSEA;DISEASE;PA124;CYP2C19;GENE;
PA445048;NAUSEA;DISEASE;PA128;CYP2D6;GENE;PD
PA445048;NAUSEA;DISEASE;PA134865839;SLCO1B1;GENE;
PA445048;NAUSEA;DISEASE;PA134872551;ANKK1;GENE;PD
PA445048;NAUSEA;DISEASE;PA134893477;ZNF568;GENE;PD
PA445048;NAUSEA;DISEASE;PA142672105;CLCC1;GENE;PD
PA445048;NAUSEA;DISEASE;PA155;ERCC1;GENE;PD
PA445048;NAUSEA;DISEASE;PA193;HTR2A;GENE;PD
PA445048;NAUSEA;DISEASE;PA24650;CRYBG2;GENE;PD
PA445048;NAUSEA;DISEASE;PA27478;DRD2;GENE;PD
PA445048;NAUSEA;DISEASE;PA27955;FAAH;GENE;PD
PA445048;NAUSEA;DISEASE;PA29028;GSTP1;GENE;PD
PA445048;NAUSEA;DISEASE;PA31314;MUC16;GENE;PD
PA445048;NAUSEA;DISEASE;PA31945;OPRM1;GENE;PD
PA445048;NAUSEA;DISEASE;PA329;SLC22A1;GENE;
PA445048;NAUSEA;DISEASE;PA33126;PDE3A;GENE;PD
PA445048;NAUSEA;DISEASE;PA33524;POM121L2;GENE;PD
PA445048;NAUSEA;DISEASE;PA359;TYMS;GENE;PD
PA445048;NAUSEA;DISEASE;PA363;UMPS;GENE;PD
PA445048;NAUSEA;DISEASE;PA37535;ZNF165;GENE;PD
PA445048;NAUSEA;DISEASE;PA98;CDA;GENE;PD
PA445538;RETINOBLASTOMA;DISEASE;PA295;RB1;GENE;
PA445941;TUBERCULOSIS;DISEASE;PA116;ABCC2;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA123;CYP2B6;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA124;CYP2C19;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA126;CYP2C9;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA129;CYP2E1;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA134865839;SLCO1B1;GENE;
PA445941;TUBERCULOSIS;DISEASE;PA142672636;AGBL4;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA162382977;CUX2;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA162387677;RIPOR2;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA164724093;NOS2;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA18;NAT2;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA182;GSTM1;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA183;GSTT1;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA267;ABCB1;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA29028;GSTP1;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA35056;HLA-B;GENE;
PA445941;TUBERCULOSIS;DISEASE;PA35057;HLA-C;GENE;
PA445941;TUBERCULOSIS;DISEASE;PA35066;HLA-DQA1;GENE;
PA445941;TUBERCULOSIS;DISEASE;PA35068;HLA-DQB1;GENE;
PA445941;TUBERCULOSIS;DISEASE;PA37301;VDR;GENE;
PA445941;TUBERCULOSIS;DISEASE;PA37418;XPO1;GENE;PD
PA445941;TUBERCULOSIS;DISEASE;PA420;UGT1A1;GENE;
PA445941;TUBERCULOSIS;DISEASE;PA435;TNF;GENE;PD
PA446879;ALCOHOL-RELATED DISORDERS;DISEASE;PA124;CYP2C19;GENE;
PA446879;ALCOHOL-RELATED DISORDERS;DISEASE;PA128;CYP2D6;GENE;PD
PA446879;ALCOHOL-RELATED DISORDERS;DISEASE;PA28973;GRIK1;GENE;PD
PA162316739;MACULOPAPULAR EXANTHEMA;DISEASE;PA124;CYP2C19;GENE;PD
PA162316739;MACULOPAPULAR EXANTHEMA;DISEASE;PA126;CYP2C9;GENE;PD
PA162316739;MACULOPAPULAR EXANTHEMA;DISEASE;PA134960382;CFHR4;GENE;PD
PA162316739;MACULOPAPULAR EXANTHEMA;DISEASE;PA35055;HLA-A;GENE;PD
PA162316739;MACULOPAPULAR EXANTHEMA;DISEASE;PA35056;HLA-B;GENE;PD
PA162316739;MACULOPAPULAR EXANTHEMA;DISEASE;PA35057;HLA-C;GENE;PD
PA162316739;MACULOPAPULAR EXANTHEMA;DISEASE;PA35072;HLA-DRB1;GENE;PD
PA444144;FALLOPIAN TUBE NEOPLASMS;DISEASE;PA25411;BRCA1;GENE;
PA445058;METASTATIC NEOPLASM;DISEASE;PA267;ABCB1;GENE;PD
PA445058;METASTATIC NEOPLASM;DISEASE;PA27091;CYP19A1;GENE;PD
PA445058;METASTATIC NEOPLASM;DISEASE;PA27360;DLG5;GENE;PD
PA445058;METASTATIC NEOPLASM;DISEASE;PA27923;EXO1;GENE;PD
PA445058;METASTATIC NEOPLASM;DISEASE;PA29024;GSTM3;GENE;
PA445058;METASTATIC NEOPLASM;DISEASE;PA31744;NQO1;GENE;PD
PA445058;METASTATIC NEOPLASM;DISEASE;PA33942;PTEN;GENE;PD
PA445058;METASTATIC NEOPLASM;DISEASE;PA34337;REV3L;GENE;PD
PA445058;METASTATIC NEOPLASM;DISEASE;PA363;UMPS;GENE;PD
PA445058;METASTATIC NEOPLASM;DISEASE;PA420;UGT1A1;GENE;
PA447218;PHYSIOLOGICAL SEXUAL DISORDER;DISEASE;PA117;COMT;GENE;PD
PA447218;PHYSIOLOGICAL SEXUAL DISORDER;DISEASE;PA193;HTR2A;GENE;PD
PA447218;PHYSIOLOGICAL SEXUAL DISORDER;DISEASE;PA312;SLC6A4;GENE;
PA447218;PHYSIOLOGICAL SEXUAL DISORDER;DISEASE;PA31942;OPRD1;GENE;PD
PA166123306;AGITATION;DISEASE;PA128;CYP2D6;GENE;PD
PA446974;CHOROIDAL NEOVASCULARIZATION;DISEASE;PA162;F13A1;GENE;PD
PA446974;CHOROIDAL NEOVASCULARIZATION;DISEASE;PA37302;VEGFA;GENE;PD
PA444352;HEAD AND NECK NEOPLASMS;DISEASE;PA128;CYP2D6;GENE;
PA444352;HEAD AND NECK NEOPLASMS;DISEASE;PA145;DPYD;GENE;
PA444352;HEAD AND NECK NEOPLASMS;DISEASE;PA28063;FCGR2A;GENE;PD
PA444352;HEAD AND NECK NEOPLASMS;DISEASE;PA356;TPMT;GENE;
PA444352;HEAD AND NECK NEOPLASMS;DISEASE;PA7360;EGFR;GENE;PD
PA165108308;TEMPOROMANDIBULAR JOINT DYSFUNCTION SYNDROME;DISEASE;PA117;COMT;GENE;PD
PA444283;GLIOBLASTOMA;DISEASE;PA239;MGMT;GENE;
PA444283;GLIOBLASTOMA;DISEASE;PA36447;TERT;GENE;
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA123;CYP2B6;GENE;
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA126;CYP2C9;GENE;
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA129;CYP2E1;GENE;
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA131;CYP3A5;GENE;
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA134865839;SLCO1B1;GENE;PD
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA143;DHFR;GENE;PD
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA18;NAT2;GENE;PD
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA25234;BACH1;GENE;PD
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA29028;GSTP1;GENE;PD
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA29920;IRF6;GENE;PD
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA30540;MAFK;GENE;PD
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA35055;HLA-A;GENE;
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA35056;HLA-B;GENE;PD
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA35057;HLA-C;GENE;PD
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA35064;HLA-DPB1;GENE;PD
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA35066;HLA-DQA1;GENE;
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA35068;HLA-DQB1;GENE;PD
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA35072;HLA-DRB1;GENE;PD
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA37418;XPO1;GENE;PD
PA166119041;DRUG-INDUCED LIVER INJURY;DISEASE;PA419;UGT1A9;GENE;
PA446294;TORSADES DE POINTES;DISEASE;PA212;KCNH2;GENE;PD
PA446021;VASCULAR DISEASES;DISEASE;PA133787052;VKORC1;GENE;
PA446021;VASCULAR DISEASES;DISEASE;PA227;LDLR;GENE;PD
PA446021;VASCULAR DISEASES;DISEASE;PA31699;NPC1L1;GENE;PD
PA166114454;TRANSPLANT REJECTION;DISEASE;PA130;CYP3A4;GENE;PD
PA166114454;TRANSPLANT REJECTION;DISEASE;PA131;CYP3A5;GENE;PD
